episode,deposited_agent,deposited_opp,win_rate,mean_entropy,mean_value,mean_kl,lambda_bc,lr,n_steps
56,7195.333333333333,16027.0,0.3333333333333333,0.23914198577404022,27.393115997314453,0.7170316691350456,0.715,1e-05,25091
57,9872.0,25970.833333333332,0.16666666666666666,0.19651582837104797,28.092592239379883,0.7903276075576914,0.7054999999999999,1e-05,22156
58,14812.333333333334,22126.833333333332,0.3333333333333333,0.19119077920913696,28.891220092773438,0.8921381940967158,0.696,1e-05,29105
59,8505.0,29477.5,0.16666666666666666,0.1978440284729004,27.097063064575195,0.7057082859629934,0.6864999999999999,1e-05,22363
60,9974.666666666666,19872.5,0.16666666666666666,0.20257924497127533,25.968948364257812,0.6586904715535775,0.6769999999999999,1e-05,27093
61,10362.5,23770.833333333332,0.16666666666666666,0.19594836235046387,27.03988265991211,0.9683455511143333,0.6675,1e-05,24130
62,10637.166666666666,32620.333333333332,0.0,0.17123916745185852,26.768211364746094,0.7832593528124002,0.658,1e-05,26398
63,11013.5,30034.0,0.0,0.16690433025360107,26.65362548828125,0.7436673133931262,0.6485,1e-05,23847
64,14103.833333333334,21303.0,0.5,0.2436503916978836,29.032224655151367,0.8426272561368735,0.639,1e-05,23421
65,9664.833333333334,22118.666666666668,0.16666666666666666,0.17341908812522888,27.809152603149414,0.6937099649999918,0.6295,1e-05,22669
66,12482.5,27375.166666666668,0.16666666666666666,0.18880674242973328,27.454574584960938,0.8475982682513339,0.62,1e-05,28470
67,14201.0,30707.333333333332,0.0,0.18288950622081757,27.483610153198242,0.7453657211822884,0.6105,1e-05,27190
68,9835.666666666666,28743.333333333332,0.0,0.15691886842250824,25.23328971862793,0.6511756287556942,0.6010000000000001,1e-05,27222
69,9077.666666666666,18748.166666666668,0.16666666666666666,0.19551177322864532,24.507322311401367,0.7749062435528666,0.5915,1e-05,24735
70,13203.0,35847.166666666664,0.0,0.18941190838813782,26.901161193847656,0.6968708355960093,0.5820000000000001,1e-05,29095
71,12071.666666666666,20537.0,0.3333333333333333,0.2326495349407196,27.514842987060547,0.7471833862364292,0.5725,1e-05,24408
72,7928.166666666667,21481.833333333332,0.0,0.17124195396900177,25.868616104125977,0.6368954138409707,0.5630000000000001,1e-05,23599
73,7266.833333333333,25770.666666666668,0.0,0.1754124015569687,24.43185806274414,0.7057983716036759,0.5535,1e-05,25941
74,13033.5,29950.5,0.16666666666666666,0.2537976801395416,25.753263473510742,0.9035295503070722,0.544,1e-05,26517
75,10682.833333333334,29546.333333333332,0.0,0.18844455480575562,26.86089515686035,0.6303528513978509,0.5345,1e-05,21646
76,12468.833333333334,28557.166666666668,0.16666666666666666,0.2365473210811615,25.516822814941406,0.8615927417012095,0.525,1e-05,26125
77,16432.666666666668,12792.333333333334,0.5,0.2909558117389679,28.83635902404785,0.7389118497570356,0.5155,1e-05,27544
78,12683.333333333334,10330.833333333334,0.6666666666666666,0.29906147718429565,27.058622360229492,0.7504659368878319,0.506,1e-05,26736
79,11001.833333333334,18872.333333333332,0.3333333333333333,0.171822652220726,27.65864372253418,0.7083186839396755,0.4965,1e-05,24429
80,12775.5,19904.5,0.3333333333333333,0.19343720376491547,26.40509033203125,0.8222006457020538,0.487,1e-05,25307
81,9299.166666666666,32558.5,0.16666666666666666,0.17456498742103577,24.988109588623047,0.9664922654628754,0.4775,1e-05,19695
82,10589.333333333334,31711.333333333332,0.16666666666666666,0.1785835325717926,25.346200942993164,0.8162493569510324,0.46799999999999997,1e-05,26638
83,14889.166666666666,26561.0,0.16666666666666666,0.21165286004543304,25.919048309326172,0.7360808466298457,0.4585,1e-05,29709
84,10721.166666666666,32335.5,0.0,0.17510542273521423,25.90352439880371,0.6437344256167611,0.44900000000000007,1e-05,24336
85,20352.166666666668,18603.833333333332,0.6666666666666666,0.29327619075775146,29.204561233520508,0.9916459478830036,0.4395,1e-05,28944
86,13413.833333333334,19135.666666666668,0.3333333333333333,0.2621563971042633,26.536252975463867,0.8869142781157012,0.43000000000000005,1e-05,27849
87,13656.0,30535.666666666668,0.16666666666666666,0.22571739554405212,25.135475158691406,0.8060581439787203,0.4205,1e-05,28384
88,13213.666666666666,10077.666666666666,0.6666666666666666,0.2818896770477295,25.916107177734375,0.9964962917045482,0.41100000000000003,1e-05,26335
89,12643.833333333334,26424.5,0.3333333333333333,0.23337680101394653,26.933197021484375,0.5777671776858031,0.40149999999999997,1e-05,25905
90,13287.833333333334,18200.0,0.6666666666666666,0.23288069665431976,28.123624801635742,0.7296030754392797,0.392,1e-05,28090
91,16105.0,28374.166666666668,0.5,0.2245955616235733,27.66280174255371,0.6546727627794319,0.38249999999999995,1e-05,27312
92,8496.0,16324.666666666666,0.3333333333333333,0.20224371552467346,29.198875427246094,0.665868002881286,0.373,1e-05,23753
93,12366.666666666666,25182.5,0.3333333333333333,0.2056971937417984,26.056432723999023,0.8584097961966808,0.36349999999999993,1e-05,26479
94,16925.666666666668,26486.666666666668,0.16666666666666666,0.18018803000450134,27.56966781616211,0.5866260582630614,0.354,1e-05,28919
95,13504.833333333334,20582.833333333332,0.3333333333333333,0.2807929813861847,27.526901245117188,1.0742661561628786,0.34450000000000003,1e-05,25189
96,13550.333333333334,19039.333333333332,0.0,0.26619791984558105,27.448766708374023,0.7523513611789062,0.335,1e-05,27221
97,13911.0,28667.0,0.16666666666666666,0.2194993793964386,26.611114501953125,0.8473810314018035,0.3255,1e-05,27322
98,16670.333333333332,25007.166666666668,0.0,0.2462899088859558,27.996044158935547,0.8819570935198239,0.316,1e-05,28524
99,14726.0,26477.666666666668,0.16666666666666666,0.21398724615573883,28.32769012451172,0.5711351325925516,0.3065,1e-05,25076
100,11202.333333333334,20607.333333333332,0.16666666666666666,0.204459086060524,26.819515228271484,0.828047067505642,0.297,1e-05,26236
101,11895.666666666666,28392.333333333332,0.3333333333333333,0.17441701889038086,28.38085174560547,0.44526083553486534,0.2875,1e-05,25737
102,16958.166666666668,27280.333333333332,0.3333333333333333,0.27742356061935425,29.154422760009766,0.916026430152287,0.278,1e-05,27382
103,14528.833333333334,25517.666666666668,0.16666666666666666,0.2522796392440796,27.951539993286133,0.7320839864867074,0.26849999999999996,1e-05,26820
104,16199.833333333334,17915.166666666668,0.3333333333333333,0.21208618581295013,29.3615665435791,0.7130257609097854,0.259,1e-05,29359
105,15717.666666666666,20554.0,0.16666666666666666,0.26408475637435913,29.11949920654297,0.8721924688398224,0.24949999999999997,1e-05,24710
106,10704.833333333334,28230.0,0.16666666666666666,0.20551003515720367,26.37547492980957,0.8078126723461962,0.23999999999999996,1e-05,24019
107,13987.666666666666,25589.666666666668,0.16666666666666666,0.22673045098781586,27.005393981933594,0.7842760787290686,0.23049999999999995,1e-05,26087
108,13494.0,26086.166666666668,0.3333333333333333,0.18009595572948456,28.2680721282959,0.6112343938769521,0.22100000000000006,1e-05,28334
109,7080.333333333333,11420.333333333334,0.3333333333333333,0.2488977164030075,26.459877014160156,0.8950417051603506,0.21150000000000005,1e-05,23258
110,7170.833333333333,20848.666666666668,0.16666666666666666,0.1476229876279831,27.02423858642578,0.4667066757224108,0.20200000000000004,1e-05,19343
111,17733.0,18936.333333333332,0.5,0.29583612084388733,29.45067596435547,0.8933636069854843,0.19250000000000003,1e-05,27368
112,11608.333333333334,30316.666666666668,0.16666666666666666,0.20772980153560638,24.904132843017578,0.9411131628588134,0.18300000000000002,1e-05,25891
113,12700.833333333334,26962.166666666668,0.16666666666666666,0.18327391147613525,24.646839141845703,0.6047308972140528,0.17350000000000002,1e-05,27085
114,12981.833333333334,23674.333333333332,0.3333333333333333,0.21654191613197327,26.75821876525879,0.7121133346248556,0.164,1e-05,27630
115,11442.833333333334,17513.166666666668,0.5,0.20137149095535278,25.378751754760742,0.5836026565927379,0.1545,1e-05,27004
116,10704.0,41094.833333333336,0.0,0.15852418541908264,25.54414176940918,0.660014792119415,0.145,1e-05,26194
117,9940.166666666666,31212.833333333332,0.0,0.21188968420028687,24.352842330932617,0.7387377076126911,0.13549999999999998,1e-05,27524
118,14280.333333333334,22100.666666666668,0.5,0.22581622004508972,27.171184539794922,0.8898435762295356,0.12599999999999997,1e-05,26445
119,7990.166666666667,17047.666666666668,0.16666666666666666,0.1993447095155716,25.873239517211914,0.5350586929075096,0.11649999999999996,1e-05,23510
120,13973.5,21840.666666666668,0.3333333333333333,0.26738491654396057,25.767562866210938,0.7555430673677986,0.10700000000000005,1e-05,27684
121,9937.666666666666,21258.833333333332,0.3333333333333333,0.23758584260940552,24.771202087402344,0.8182477038918119,0.09750000000000004,1e-05,25172
122,12167.333333333334,24680.333333333332,0.3333333333333333,0.24723805487155914,25.59881019592285,0.7299302728200445,0.08800000000000004,1e-05,25034
123,14261.333333333334,25600.666666666668,0.16666666666666666,0.23246093094348907,27.967355728149414,0.696362701685805,0.07850000000000003,1e-05,24228
124,14061.166666666666,13429.666666666666,0.5,0.25803956389427185,28.06105613708496,0.7729629615942637,0.06900000000000002,1e-05,26827
125,9493.5,23313.5,0.16666666666666666,0.226749986410141,24.578594207763672,0.6836601708616529,0.05950000000000001,1e-05,28446
126,9433.666666666666,27797.833333333332,0.16666666666666666,0.21570871770381927,23.3041934967041,0.8800730699742282,0.05,1e-05,27400
127,12652.5,29497.833333333332,0.3333333333333333,0.22341082990169525,24.173723220825195,0.7946439406069199,0.05,1e-05,25734
128,10091.5,26445.833333333332,0.16666666666666666,0.2319074124097824,24.85488510131836,0.7343039831312577,0.05,1e-05,25715
129,10463.0,34691.666666666664,0.0,0.19797855615615845,23.552000045776367,0.7578138840549132,0.05,1e-05,25952
130,13998.666666666666,26280.0,0.0,0.2283652275800705,25.680953979492188,0.9058700297717694,0.05,1e-05,27603
131,12666.166666666666,28336.666666666668,0.0,0.28934213519096375,26.406185150146484,0.9568918143095595,0.05,1e-05,22667
132,11503.833333333334,21539.0,0.16666666666666666,0.2661844789981842,23.865999221801758,0.9504412598147685,0.05,1e-05,25030
133,16669.166666666668,37031.0,0.0,0.28696009516716003,26.39220428466797,0.908507116269647,0.05,1e-05,29113
134,9176.666666666666,17594.666666666668,0.5,0.2575969696044922,24.237247467041016,0.7599890858962618,0.05,1e-05,22185
135,10965.166666666666,27700.166666666668,0.0,0.2287653386592865,23.86583137512207,0.6783843192615007,0.05,1e-05,24081
136,10064.833333333334,29156.333333333332,0.16666666666666666,0.2525533139705658,22.49689483642578,0.7677439779316614,0.05,1e-05,27803
137,9509.333333333334,16722.666666666668,0.16666666666666666,0.2503398656845093,25.48312759399414,0.8670929628749227,0.05,1e-05,21869
138,18688.333333333332,17788.833333333332,0.5,0.3738296627998352,27.026592254638672,1.0214755504027657,0.05,1e-05,29220
139,11415.833333333334,26278.0,0.5,0.26981768012046814,24.301713943481445,1.03407609090209,0.05,1e-05,26376
140,12937.333333333334,18669.333333333332,0.3333333333333333,0.33029597997665405,23.59892463684082,1.063607924589605,0.05,1e-05,25093
141,8970.833333333334,30348.0,0.0,0.25146791338920593,23.08717918395996,0.8893834306370645,0.05,1e-05,21324
142,15147.333333333334,23559.333333333332,0.3333333333333333,0.33739474415779114,25.068588256835938,1.085355716943741,0.05,1e-05,28079
143,13424.333333333334,26906.5,0.16666666666666666,0.26360470056533813,23.529314041137695,0.8249487919466836,0.05,1e-05,28549
144,12440.666666666666,24840.333333333332,0.3333333333333333,0.31475549936294556,25.48197364807129,0.9009012854566761,0.05,1e-05,26040
145,13344.333333333334,14105.333333333334,0.3333333333333333,0.3519730865955353,26.034452438354492,1.0579164299634423,0.05,1e-05,25848
146,8599.166666666666,17504.666666666668,0.16666666666666666,0.2493065446615219,23.731426239013672,0.5944552085533434,0.05,1e-05,24944
147,9406.0,19297.333333333332,0.5,0.2791789174079895,25.496776580810547,0.6970387583269793,0.05,1e-05,25947
148,12279.5,24246.333333333332,0.3333333333333333,0.32138651609420776,24.393997192382812,1.0885874559076465,0.05,1e-05,24972
149,10955.166666666666,29725.0,0.16666666666666666,0.31670787930488586,23.121238708496094,0.988168227672577,0.05,1e-05,24159
150,14415.166666666666,16100.0,0.5,0.3615695834159851,26.096315383911133,0.9725469683225338,0.05,1e-05,26565
151,15567.0,25369.0,0.3333333333333333,0.3181745111942291,27.16595458984375,0.7354359025100492,0.05,1e-05,27014
152,13545.5,9885.666666666666,0.5,0.3661191463470459,26.88823699951172,0.8337914704107771,0.05,1e-05,25897
153,10859.333333333334,33002.333333333336,0.16666666666666666,0.21644210815429688,23.48273468017578,0.7964789135115488,0.05,1e-05,26710
154,10177.166666666666,22814.833333333332,0.3333333333333333,0.3042815625667572,24.070003509521484,0.7616610114878797,0.05,1e-05,23880
155,10078.666666666666,17277.166666666668,0.3333333333333333,0.3006064295768738,24.997013092041016,0.9187829559392268,0.05,1e-05,25785
156,11248.833333333334,24641.666666666668,0.16666666666666666,0.27574479579925537,24.084980010986328,0.8543371805604899,0.05,1e-05,26887
157,10173.0,21742.666666666668,0.0,0.24046699702739716,24.684589385986328,0.6580971460044384,0.05,1e-05,25458
158,11779.666666666666,20567.0,0.16666666666666666,0.31655341386795044,23.946929931640625,0.8759060696048556,0.05,1e-05,26922
159,13232.666666666666,28269.666666666668,0.16666666666666666,0.23271924257278442,24.013124465942383,0.6496946408902065,0.05,1e-05,25684
160,14793.166666666666,24877.666666666668,0.0,0.252336710691452,26.351295471191406,0.7223606156830741,0.05,1e-05,25729
161,6643.5,12284.333333333334,0.3333333333333333,0.2779480814933777,25.341367721557617,0.8956512365230295,0.05,1e-05,21967
162,10196.666666666666,27695.5,0.16666666666666666,0.22304432094097137,24.365278244018555,0.6847005205825695,0.05,1e-05,26175
163,14254.666666666666,14756.166666666666,0.6666666666666666,0.3266089856624603,26.136301040649414,0.9339378462472093,0.05,1e-05,27715
164,13936.0,22151.166666666668,0.16666666666666666,0.31462526321411133,26.145999908447266,1.054955955847953,0.05,1e-05,26153
165,7562.166666666667,17518.166666666668,0.3333333333333333,0.30112090706825256,24.69739532470703,0.8719910276563544,0.05,1e-05,24242
166,8398.333333333334,12576.166666666666,0.5,0.36193886399269104,24.944297790527344,0.9256336941168859,0.05,1e-05,23173
167,13045.5,18907.333333333332,0.16666666666666666,0.2789466083049774,25.364910125732422,1.0021611205092422,0.05,1e-05,28218
168,11094.666666666666,24475.5,0.3333333333333333,0.29070672392845154,25.102252960205078,0.8953525691302782,0.05,1e-05,24659
169,12515.5,23701.666666666668,0.3333333333333333,0.3203217387199402,25.6286563873291,0.9877613953595022,0.05,1e-05,26287
170,16041.833333333334,24428.833333333332,0.3333333333333333,0.29356661438941956,28.242704391479492,1.0265229657292365,0.05,1e-05,25441
171,16008.166666666666,27668.0,0.3333333333333333,0.3178517520427704,26.118650436401367,1.2965891223886739,0.05,1e-05,29272
172,6858.166666666667,18886.333333333332,0.16666666666666666,0.23532727360725403,24.944334030151367,0.7227725913768174,0.05,1e-05,23565
173,11695.0,32692.166666666668,0.0,0.2943269610404968,24.304943084716797,1.0069762011906047,0.05,1e-05,28202
174,11815.833333333334,17271.0,0.5,0.33106565475463867,24.60597038269043,0.8649642684442156,0.05,1e-05,25860
175,14016.333333333334,13340.833333333334,0.5,0.3211776316165924,26.86359977722168,0.8756812228777698,0.05,9.7e-06,27161
176,10476.0,36097.333333333336,0.0,0.2571784555912018,25.593252182006836,1.1073662977592618,0.05,9.7e-06,26034
177,15729.333333333334,25261.333333333332,0.3333333333333333,0.3247264623641968,29.43002700805664,0.9107247970674349,0.05,9.7e-06,29187
178,14557.166666666666,17793.0,0.5,0.30242228507995605,26.832618713378906,0.7902456105935691,0.05,9.7e-06,25847
179,11549.833333333334,25812.333333333332,0.16666666666666666,0.3138699531555176,25.4827823638916,1.0662814673557077,0.05,9.7e-06,23613
180,11862.166666666666,21734.166666666668,0.3333333333333333,0.29503360390663147,26.869007110595703,0.9164459930959149,0.05,9.7e-06,27384
181,13473.5,19296.5,0.16666666666666666,0.29099416732788086,25.94129753112793,0.8522942712846792,0.05,9.7e-06,27079
182,16601.833333333332,20100.333333333332,0.3333333333333333,0.3857416808605194,27.648618698120117,1.1179555374643078,0.05,9.7e-06,29196
183,12698.833333333334,24765.5,0.0,0.2556458115577698,27.286312103271484,0.704156080989734,0.05,9.7e-06,23487
184,20264.5,19083.666666666668,0.5,0.37017500400543213,28.49543571472168,1.0727022252976894,0.05,9.7e-06,28640
185,11255.333333333334,21442.833333333332,0.16666666666666666,0.26577022671699524,25.829322814941406,0.8033996260166169,0.05,9.7e-06,25564
186,18127.5,19765.0,0.3333333333333333,0.35233548283576965,26.1346435546875,1.2848822999438014,0.05,9.7e-06,27811
187,18440.0,27831.166666666668,0.3333333333333333,0.32729148864746094,27.315887451171875,1.1070131459518482,0.05,9.7e-06,28933
188,14586.666666666666,15772.5,0.5,0.3716634511947632,31.33349609375,0.9653674172727685,0.05,9.7e-06,24103
189,15875.5,30692.833333333332,0.0,0.27268534898757935,28.02324676513672,0.8266438622366298,0.05,9.7e-06,28091
190,13001.833333333334,15796.0,0.5,0.2906230092048645,27.980491638183594,0.940996113094953,0.05,9.7e-06,25612
191,14739.0,30240.166666666668,0.0,0.28553152084350586,27.256731033325195,1.0866555093078438,0.05,9.7e-06,27750
192,11175.333333333334,13878.833333333334,0.3333333333333333,0.34470242261886597,27.867061614990234,0.9810598417393213,0.05,9.7e-06,26278
193,11122.0,14039.333333333334,0.3333333333333333,0.29783448576927185,28.523696899414062,0.9993073819799626,0.05,9.7e-06,23910
194,12034.333333333334,27462.0,0.16666666666666666,0.2769576609134674,25.8911190032959,0.9281858293449178,0.05,9.7e-06,26016
195,12803.166666666666,27720.5,0.0,0.2882280647754669,29.02488136291504,1.027556451998259,0.05,9.7e-06,24072
196,19563.333333333332,30271.5,0.16666666666666666,0.3200400769710541,28.620908737182617,1.1204021671565914,0.05,9.7e-06,30128
197,14139.833333333334,24386.333333333332,0.3333333333333333,0.31260591745376587,28.44807243347168,0.8897436164520882,0.05,9.7e-06,28217
198,15710.833333333334,21289.5,0.3333333333333333,0.2841280698776245,30.523040771484375,0.7671249760400265,0.05,9.7e-06,27889
199,11446.833333333334,21185.333333333332,0.0,0.30213844776153564,26.94991683959961,0.9465292225012908,0.05,9.7e-06,28175
200,16272.833333333334,24405.666666666668,0.16666666666666666,0.3085111379623413,28.835670471191406,0.8700151621711021,0.05,9.7e-06,25948
