episode,reward,avg100_reward,deposited,mean_entropy,elapsed_sec,stay,north,east,south,west,random,home,prospect
2462,1125.00,841.80,987,2.023,1007.8,0.146,0.158,0.095,0.152,0.109,0.140,0.109,0.092
2463,832.00,843.59,575,2.041,1008.2,0.158,0.150,0.126,0.146,0.113,0.126,0.121,0.061
2464,933.00,847.38,754,1.979,1008.4,0.137,0.147,0.108,0.127,0.059,0.118,0.255,0.049
2465,393.00,844.05,336,2.032,1008.7,0.136,0.130,0.096,0.096,0.164,0.147,0.141,0.090
2466,1051.00,847.79,917,2.051,1009.9,0.145,0.130,0.109,0.149,0.106,0.122,0.120,0.119
2467,1022.00,846.00,661,1.276,1010.1,0.045,0.143,0.117,0.448,0.065,0.071,0.065,0.045
2468,483.00,843.81,347,1.642,1010.7,0.076,0.067,0.183,0.401,0.076,0.058,0.131,0.009
2469,389.00,841.73,358,1.858,1011.6,0.100,0.105,0.201,0.304,0.076,0.053,0.128,0.032
2470,2398.00,853.67,1192,1.451,1011.8,0.055,0.104,0.143,0.434,0.060,0.055,0.126,0.022
2471,310.00,850.57,147,1.023,1012.1,0.046,0.146,0.046,0.646,0.031,0.031,0.054,0.000
2472,774.00,848.80,636,1.721,1012.5,0.103,0.195,0.121,0.346,0.121,0.029,0.077,0.007
2473,657.00,851.05,392,1.544,1012.8,0.081,0.183,0.098,0.464,0.094,0.013,0.060,0.009
2474,929.00,846.34,855,1.808,1013.4,0.128,0.154,0.138,0.292,0.141,0.052,0.086,0.008
2475,1224.00,848.93,1053,1.797,1013.8,0.114,0.218,0.156,0.241,0.117,0.052,0.085,0.016
2476,863.00,850.56,526,1.638,1014.1,0.107,0.260,0.107,0.328,0.069,0.038,0.092,0.000
2477,847.00,846.07,698,1.853,1014.6,0.138,0.205,0.174,0.214,0.141,0.034,0.092,0.003
2478,588.00,839.94,542,1.823,1014.9,0.194,0.239,0.144,0.184,0.139,0.035,0.060,0.005
2479,416.00,835.62,404,1.840,1015.2,0.141,0.223,0.132,0.182,0.114,0.055,0.141,0.014
2480,673.00,831.53,642,1.808,1015.5,0.139,0.215,0.091,0.211,0.129,0.086,0.110,0.019
2481,1084.00,838.51,876,1.864,1015.9,0.147,0.180,0.110,0.232,0.121,0.074,0.110,0.026
2482,414.00,830.62,353,1.720,1016.2,0.077,0.194,0.097,0.368,0.077,0.026,0.155,0.006
2483,628.00,830.22,601,1.894,1016.5,0.168,0.212,0.112,0.201,0.095,0.056,0.145,0.011
2484,633.00,830.60,430,1.854,1016.7,0.138,0.186,0.103,0.166,0.138,0.090,0.179,0.000
2485,763.00,830.56,694,1.920,1017.1,0.159,0.131,0.143,0.171,0.151,0.060,0.143,0.044
2486,1495.00,830.53,1340,1.606,1017.2,0.172,0.109,0.094,0.266,0.016,0.016,0.328,0.000
2487,1278.00,835.80,1029,1.571,1017.3,0.148,0.180,0.082,0.279,0.049,0.000,0.262,0.000
2488,827.00,839.34,799,1.721,1017.5,0.182,0.124,0.083,0.322,0.058,0.025,0.207,0.000
2489,704.00,840.95,653,1.977,1018.4,0.174,0.133,0.128,0.149,0.120,0.087,0.152,0.057
2490,736.00,837.42,731,1.341,1018.5,0.054,0.071,0.036,0.411,0.000,0.000,0.429,0.000
2491,362.00,834.36,310,1.865,1018.8,0.140,0.140,0.083,0.118,0.123,0.105,0.272,0.018
2492,1031.00,836.11,812,1.625,1018.9,0.098,0.118,0.020,0.118,0.157,0.098,0.392,0.000
2493,895.00,835.63,868,1.924,1019.3,0.202,0.109,0.109,0.082,0.245,0.089,0.156,0.008
2494,230.00,830.15,200,1.895,1019.6,0.162,0.168,0.073,0.173,0.115,0.105,0.204,0.000
2495,656.00,829.15,618,1.948,1020.1,0.237,0.112,0.085,0.119,0.169,0.119,0.153,0.007
2496,696.00,821.04,671,1.924,1020.3,0.198,0.136,0.123,0.117,0.105,0.136,0.185,0.000
2497,793.00,815.25,567,1.936,1020.6,0.199,0.160,0.088,0.105,0.138,0.166,0.144,0.000
2498,837.00,808.58,764,1.941,1021.0,0.193,0.153,0.128,0.113,0.117,0.095,0.175,0.026
2499,504.00,804.71,311,1.792,1021.2,0.128,0.163,0.151,0.163,0.116,0.035,0.244,0.000
2500,479.00,786.44,469,2.009,1022.0,0.200,0.126,0.154,0.106,0.115,0.117,0.128,0.053
2501,844.00,784.82,826,1.975,1022.9,0.132,0.145,0.119,0.138,0.164,0.086,0.146,0.069
2502,542.00,778.30,390,1.896,1023.2,0.235,0.100,0.041,0.171,0.206,0.100,0.147,0.000
2503,714.00,779.65,638,1.987,1024.2,0.197,0.164,0.073,0.182,0.143,0.097,0.101,0.043
2504,940.00,785.95,864,1.827,1024.4,0.215,0.242,0.054,0.161,0.074,0.094,0.141,0.020
2505,438.00,785.81,398,1.841,1024.7,0.171,0.255,0.032,0.204,0.111,0.106,0.106,0.014
2506,560.00,782.77,555,1.991,1025.6,0.158,0.233,0.085,0.148,0.095,0.136,0.103,0.041
2507,894.00,787.43,846,1.985,1026.0,0.190,0.227,0.081,0.121,0.130,0.117,0.113,0.020
2508,675.00,788.80,570,1.909,1026.3,0.135,0.224,0.047,0.182,0.167,0.094,0.130,0.021
2509,283.00,784.31,220,1.959,1026.6,0.159,0.153,0.080,0.131,0.193,0.131,0.136,0.017
2510,1314.00,792.93,1243,1.663,1026.7,0.173,0.093,0.053,0.267,0.120,0.053,0.240,0.000
2511,490.00,788.18,332,1.756,1026.9,0.131,0.131,0.071,0.262,0.131,0.071,0.190,0.012
2512,819.00,782.31,790,1.955,1027.1,0.112,0.171,0.079,0.184,0.132,0.138,0.151,0.033
2513,678.00,780.23,635,2.007,1027.5,0.176,0.128,0.100,0.148,0.114,0.141,0.128,0.066
2514,202.00,778.97,175,1.974,1027.8,0.154,0.147,0.059,0.162,0.184,0.125,0.147,0.022
2515,818.00,782.91,640,2.033,1028.5,0.169,0.153,0.116,0.130,0.108,0.132,0.122,0.071
2516,872.00,783.94,829,1.959,1028.8,0.162,0.173,0.045,0.229,0.151,0.117,0.112,0.011
2517,575.00,779.09,528,1.979,1029.2,0.131,0.151,0.135,0.106,0.180,0.110,0.102,0.086
2518,918.00,783.95,480,1.940,1029.6,0.125,0.125,0.067,0.131,0.227,0.134,0.160,0.032
2519,380.00,776.84,379,1.926,1030.0,0.106,0.147,0.078,0.142,0.257,0.064,0.183,0.023
2520,492.00,773.67,329,2.009,1030.4,0.102,0.148,0.092,0.145,0.201,0.141,0.128,0.043
2521,1389.00,776.59,1349,1.263,1030.5,0.075,0.090,0.030,0.493,0.030,0.000,0.284,0.000
2522,665.00,774.25,647,1.998,1031.0,0.127,0.137,0.102,0.178,0.175,0.095,0.121,0.067
2523,800.00,765.71,641,1.460,1031.1,0.012,0.073,0.195,0.415,0.061,0.012,0.232,0.000
2524,794.00,767.80,672,1.765,1031.3,0.062,0.082,0.186,0.361,0.124,0.041,0.134,0.010
2525,526.00,759.95,329,2.017,1031.7,0.098,0.184,0.128,0.197,0.141,0.077,0.098,0.077
2526,535.00,757.53,280,1.992,1032.0,0.105,0.126,0.134,0.202,0.109,0.113,0.118,0.092
2527,889.00,756.77,796,1.976,1032.4,0.135,0.186,0.072,0.169,0.127,0.135,0.127,0.051
2528,590.00,752.50,489,2.021,1032.9,0.191,0.183,0.060,0.133,0.138,0.123,0.112,0.060
2529,626.00,752.76,443,2.023,1033.5,0.145,0.173,0.074,0.162,0.110,0.115,0.145,0.077
2530,629.00,752.99,548,2.001,1033.8,0.234,0.119,0.100,0.144,0.080,0.095,0.184,0.045
2531,801.00,754.20,773,2.049,1034.5,0.201,0.123,0.142,0.152,0.092,0.113,0.088,0.088
2532,609.00,750.12,530,1.979,1034.7,0.196,0.123,0.094,0.174,0.087,0.094,0.123,0.109
2533,485.00,744.79,463,2.053,1035.5,0.190,0.127,0.091,0.123,0.135,0.113,0.133,0.089
2534,533.00,740.01,484,1.992,1035.7,0.219,0.129,0.110,0.148,0.097,0.103,0.123,0.071
2535,643.00,729.42,487,1.940,1035.9,0.211,0.122,0.171,0.138,0.057,0.130,0.130,0.041
2536,800.00,731.64,619,1.873,1036.0,0.213,0.082,0.213,0.164,0.049,0.049,0.180,0.049
2537,978.00,726.84,900,2.052,1037.2,0.151,0.099,0.133,0.084,0.099,0.115,0.172,0.148
2538,1335.00,734.43,1276,1.826,1037.3,0.169,0.211,0.085,0.113,0.042,0.169,0.211,0.000
2539,437.00,724.71,410,2.014,1038.5,0.174,0.150,0.137,0.132,0.074,0.132,0.076,0.125
2540,651.00,726.42,577,1.922,1039.3,0.152,0.142,0.091,0.256,0.087,0.065,0.116,0.091
2541,467.00,726.17,451,1.997,1040.3,0.170,0.170,0.098,0.182,0.102,0.052,0.136,0.089
2542,879.00,729.01,661,1.736,1040.6,0.203,0.101,0.044,0.373,0.025,0.070,0.120,0.063
2543,873.00,733.42,756,1.460,1040.8,0.114,0.106,0.023,0.530,0.015,0.045,0.129,0.038
2544,1014.00,732.63,484,1.226,1041.0,0.060,0.213,0.007,0.607,0.000,0.000,0.107,0.007
2545,1224.00,736.88,917,1.333,1041.3,0.050,0.281,0.006,0.506,0.013,0.019,0.075,0.050
2546,492.00,736.52,466,1.744,1041.8,0.083,0.292,0.051,0.277,0.036,0.012,0.176,0.074
2547,855.00,735.81,688,1.686,1042.1,0.114,0.306,0.065,0.241,0.033,0.041,0.135,0.065
2548,417.00,735.75,364,1.483,1042.4,0.105,0.302,0.006,0.426,0.000,0.019,0.093,0.049
2549,902.00,736.31,890,1.921,1043.1,0.162,0.193,0.079,0.183,0.077,0.055,0.172,0.079
2550,261.00,734.16,244,1.858,1043.6,0.118,0.233,0.052,0.233,0.031,0.042,0.216,0.073
2551,326.00,734.58,288,1.917,1044.0,0.161,0.219,0.047,0.204,0.069,0.047,0.164,0.088
2552,731.00,735.96,640,1.848,1044.4,0.146,0.220,0.056,0.216,0.075,0.056,0.123,0.108
2553,717.00,737.87,489,1.645,1044.6,0.138,0.317,0.000,0.317,0.024,0.008,0.106,0.089
2554,959.00,739.05,927,1.925,1045.1,0.179,0.156,0.074,0.179,0.085,0.071,0.141,0.115
2555,1064.00,745.90,711,1.732,1045.3,0.355,0.255,0.018,0.127,0.027,0.036,0.127,0.055
2556,725.00,745.47,404,1.801,1045.6,0.233,0.247,0.037,0.149,0.047,0.019,0.121,0.149
2557,875.00,749.38,526,1.490,1045.7,0.395,0.233,0.000,0.186,0.000,0.000,0.186,0.000
2558,745.00,750.42,603,1.697,1045.9,0.269,0.298,0.010,0.115,0.048,0.029,0.115,0.115
2559,868.00,755.10,831,1.816,1046.2,0.256,0.231,0.026,0.138,0.051,0.026,0.103,0.169
2560,1192.00,753.05,333,1.700,1046.3,0.281,0.260,0.010,0.135,0.031,0.000,0.115,0.167
2561,777.00,754.78,716,1.914,1046.8,0.253,0.127,0.068,0.179,0.071,0.040,0.114,0.148
2562,629.00,749.82,603,1.873,1047.2,0.215,0.135,0.049,0.215,0.072,0.036,0.161,0.117
2563,339.00,744.89,199,1.973,1047.7,0.167,0.128,0.046,0.254,0.079,0.052,0.126,0.148
2564,624.00,741.80,583,1.970,1048.2,0.171,0.137,0.089,0.184,0.116,0.065,0.126,0.113
2565,610.00,743.97,471,2.027,1048.9,0.154,0.150,0.076,0.169,0.113,0.088,0.107,0.142
2566,396.00,737.42,371,2.009,1049.2,0.194,0.147,0.082,0.125,0.099,0.086,0.129,0.138
2567,605.00,733.25,574,1.914,1049.4,0.227,0.145,0.073,0.200,0.073,0.064,0.155,0.064
2568,898.00,737.40,724,1.687,1049.5,0.400,0.111,0.022,0.111,0.022,0.044,0.244,0.044
2569,882.00,742.33,826,2.019,1050.1,0.212,0.117,0.105,0.115,0.122,0.110,0.115,0.102
2570,605.00,724.40,447,1.956,1050.3,0.270,0.161,0.044,0.161,0.109,0.051,0.146,0.058
2571,844.00,729.74,809,2.022,1051.0,0.206,0.123,0.118,0.186,0.083,0.090,0.113,0.080
2572,819.00,730.19,687,1.978,1051.3,0.237,0.182,0.061,0.141,0.101,0.056,0.106,0.116
2573,2552.00,749.14,2427,1.815,1051.4,0.198,0.160,0.160,0.066,0.142,0.038,0.123,0.113
2574,907.00,748.92,746,1.910,1051.7,0.255,0.170,0.142,0.121,0.128,0.021,0.071,0.092
2575,813.00,744.81,701,2.035,1052.2,0.166,0.156,0.090,0.151,0.125,0.072,0.115,0.125
2576,813.00,744.31,759,2.012,1052.5,0.151,0.196,0.095,0.140,0.106,0.050,0.151,0.112
2577,1037.00,746.21,1003,2.030,1052.9,0.168,0.161,0.099,0.131,0.124,0.069,0.168,0.080
2578,812.00,748.45,630,2.019,1053.2,0.139,0.176,0.091,0.127,0.170,0.067,0.121,0.109
2579,1153.00,755.82,611,2.014,1053.5,0.192,0.128,0.118,0.128,0.138,0.054,0.103,0.138
2580,271.00,751.80,199,2.023,1053.8,0.150,0.186,0.091,0.177,0.150,0.050,0.105,0.091
2581,938.00,750.34,925,2.039,1054.2,0.108,0.217,0.096,0.124,0.145,0.060,0.149,0.100
2582,969.00,755.89,864,1.731,1054.3,0.125,0.094,0.141,0.109,0.203,0.031,0.250,0.047
2583,679.00,756.40,627,2.024,1054.7,0.137,0.121,0.093,0.169,0.141,0.089,0.153,0.097
2584,587.00,755.94,526,2.025,1055.2,0.149,0.149,0.099,0.143,0.105,0.094,0.126,0.135
2585,501.00,753.32,446,1.824,1055.3,0.195,0.143,0.117,0.065,0.143,0.026,0.234,0.078
2586,477.00,743.14,376,1.967,1055.8,0.222,0.151,0.102,0.127,0.127,0.080,0.120,0.071
2587,1142.00,741.78,638,1.790,1056.0,0.360,0.133,0.133,0.080,0.080,0.027,0.120,0.067
2588,650.00,740.01,645,1.998,1056.5,0.222,0.137,0.090,0.137,0.122,0.076,0.128,0.087
2589,215.00,735.12,211,1.834,1056.7,0.208,0.132,0.035,0.056,0.097,0.042,0.278,0.153
2590,463.00,732.39,420,1.865,1057.0,0.196,0.078,0.078,0.098,0.124,0.052,0.294,0.078
2591,371.00,732.48,371,1.975,1057.4,0.201,0.083,0.093,0.099,0.105,0.058,0.227,0.134
2592,615.00,728.32,551,1.299,1057.5,0.070,0.053,0.070,0.070,0.088,0.000,0.579,0.070
2593,716.00,726.53,630,2.013,1058.1,0.181,0.078,0.118,0.103,0.123,0.093,0.186,0.116
2594,592.00,730.15,523,2.006,1058.6,0.220,0.099,0.115,0.157,0.093,0.067,0.153,0.096
2595,969.00,733.28,877,2.015,1059.1,0.219,0.096,0.123,0.101,0.117,0.085,0.125,0.133
2596,475.00,731.07,415,1.989,1059.5,0.266,0.094,0.105,0.071,0.135,0.049,0.139,0.142
2597,1196.00,735.10,1171,2.016,1059.9,0.191,0.110,0.107,0.096,0.107,0.062,0.147,0.180
2598,1303.00,739.76,1002,1.641,1060.1,0.080,0.034,0.341,0.023,0.193,0.011,0.193,0.125
2599,719.00,741.91,591,1.831,1060.4,0.097,0.092,0.195,0.062,0.128,0.026,0.118,0.282
2600,693.00,744.05,551,1.319,1060.6,0.023,0.030,0.583,0.068,0.038,0.000,0.114,0.144
2601,1029.00,745.90,761,1.835,1060.9,0.126,0.087,0.311,0.082,0.098,0.033,0.115,0.148
2602,1199.00,752.47,1021,1.782,1061.1,0.125,0.097,0.333,0.083,0.090,0.035,0.118,0.118
2603,1008.00,755.41,955,2.029,1061.7,0.173,0.129,0.142,0.123,0.087,0.079,0.102,0.165
2604,604.00,752.05,582,2.014,1062.8,0.139,0.105,0.140,0.112,0.147,0.086,0.153,0.118
2605,895.00,756.62,849,1.624,1063.1,0.307,0.056,0.173,0.117,0.145,0.034,0.140,0.028
2606,864.00,759.66,507,1.591,1063.5,0.459,0.037,0.152,0.152,0.085,0.019,0.063,0.033
2607,1153.00,762.25,1143,1.695,1064.0,0.384,0.097,0.123,0.145,0.116,0.028,0.088,0.019
2608,290.00,758.40,285,1.419,1064.1,0.535,0.040,0.149,0.079,0.129,0.020,0.040,0.010
2609,413.00,759.70,352,1.709,1064.5,0.386,0.076,0.141,0.141,0.120,0.072,0.052,0.012
2610,1587.00,762.43,1259,1.497,1064.6,0.375,0.013,0.125,0.125,0.225,0.037,0.100,0.000
2611,801.00,765.54,598,1.443,1064.8,0.398,0.028,0.167,0.056,0.287,0.009,0.056,0.000
2612,512.00,762.47,250,1.618,1065.0,0.421,0.048,0.151,0.079,0.230,0.040,0.024,0.008
2613,752.00,763.21,438,1.847,1065.4,0.270,0.071,0.189,0.095,0.213,0.057,0.091,0.014
2614,785.00,769.04,734,1.901,1066.0,0.182,0.072,0.195,0.128,0.190,0.088,0.123,0.021
2615,804.00,768.90,692,1.861,1066.4,0.191,0.092,0.231,0.112,0.215,0.068,0.080,0.012
2616,1031.00,770.49,683,1.702,1066.5,0.248,0.055,0.248,0.064,0.284,0.018,0.073,0.009
2617,533.00,770.07,497,1.953,1067.0,0.238,0.087,0.151,0.131,0.151,0.070,0.131,0.040
2618,1186.00,772.75,1186,1.620,1067.1,0.163,0.050,0.312,0.125,0.075,0.025,0.250,0.000
2619,504.00,773.99,461,1.976,1067.6,0.145,0.179,0.184,0.101,0.095,0.078,0.145,0.073
2620,706.00,776.13,654,1.876,1068.0,0.152,0.112,0.272,0.107,0.098,0.089,0.161,0.009
2621,763.00,769.87,743,1.970,1068.5,0.170,0.096,0.195,0.119,0.116,0.108,0.147,0.048
2622,704.00,770.26,661,1.983,1069.0,0.165,0.094,0.240,0.118,0.066,0.105,0.152,0.061
2623,957.00,771.83,570,1.633,1069.3,0.119,0.069,0.431,0.106,0.081,0.069,0.113,0.013
2624,655.00,770.44,609,2.015,1069.9,0.148,0.160,0.131,0.143,0.099,0.114,0.123,0.082
2625,387.00,769.05,362,1.979,1070.6,0.125,0.079,0.240,0.137,0.123,0.123,0.121,0.052
2626,1291.00,776.61,780,1.565,1070.8,0.159,0.103,0.386,0.166,0.048,0.055,0.069,0.014
2627,1005.00,777.77,735,1.857,1071.3,0.172,0.148,0.289,0.137,0.055,0.100,0.076,0.024
2628,996.00,781.83,851,1.973,1071.7,0.195,0.152,0.119,0.185,0.060,0.142,0.116,0.030
2629,873.00,784.30,792,1.914,1072.1,0.184,0.158,0.184,0.122,0.061,0.133,0.143,0.015
2630,2239.00,800.40,2008,1.674,1072.4,0.142,0.133,0.279,0.137,0.043,0.090,0.155,0.021
2631,1016.00,802.55,956,1.795,1072.9,0.151,0.090,0.277,0.157,0.045,0.114,0.133,0.033
2632,771.00,804.17,727,1.622,1073.2,0.154,0.087,0.278,0.145,0.066,0.104,0.154,0.012
2633,635.00,805.67,378,1.818,1073.5,0.128,0.112,0.307,0.168,0.078,0.089,0.106,0.011
2634,737.00,807.71,651,1.876,1074.0,0.205,0.096,0.228,0.135,0.056,0.109,0.149,0.023
2635,338.00,804.66,335,1.959,1074.4,0.144,0.113,0.199,0.171,0.065,0.154,0.140,0.014
2636,1218.00,808.84,986,1.432,1074.6,0.137,0.053,0.382,0.160,0.046,0.099,0.115,0.008
2637,1184.00,810.90,833,1.642,1074.9,0.171,0.120,0.354,0.080,0.091,0.097,0.086,0.000
2638,643.00,803.98,474,1.987,1075.5,0.153,0.087,0.218,0.112,0.087,0.180,0.112,0.051
2639,846.00,808.07,758,2.037,1076.8,0.165,0.108,0.165,0.123,0.090,0.135,0.119,0.096
2640,1202.00,813.58,1145,1.689,1077.0,0.101,0.101,0.294,0.064,0.064,0.119,0.220,0.037
2641,600.00,814.91,386,1.656,1077.2,0.076,0.021,0.271,0.049,0.049,0.097,0.326,0.111
2642,1128.00,817.40,824,1.356,1077.4,0.077,0.008,0.377,0.062,0.038,0.085,0.308,0.046
2643,2061.00,829.28,1635,1.178,1077.6,0.035,0.009,0.465,0.018,0.000,0.079,0.316,0.079
2644,2011.00,839.25,1728,1.197,1077.8,0.064,0.014,0.457,0.043,0.036,0.071,0.257,0.057
2645,273.00,829.74,260,1.881,1078.7,0.130,0.071,0.185,0.073,0.089,0.114,0.216,0.121
2646,183.00,826.65,147,1.723,1079.0,0.088,0.026,0.295,0.048,0.057,0.145,0.242,0.097
2647,539.00,823.49,516,1.944,1079.5,0.118,0.055,0.211,0.095,0.055,0.176,0.156,0.133
2648,1245.00,831.77,1185,1.118,1079.8,0.053,0.007,0.540,0.033,0.027,0.100,0.207,0.033
2649,294.00,825.69,270,1.800,1080.2,0.063,0.027,0.220,0.075,0.027,0.180,0.243,0.165
2650,264.00,825.72,263,1.008,1080.3,0.000,0.000,0.574,0.043,0.000,0.053,0.319,0.011
2651,1251.00,834.97,1155,1.891,1080.7,0.116,0.019,0.174,0.072,0.077,0.179,0.198,0.164
2652,255.00,830.21,215,1.938,1081.0,0.100,0.060,0.088,0.084,0.080,0.237,0.149,0.201
2653,607.00,829.11,540,1.923,1081.3,0.136,0.037,0.147,0.094,0.068,0.178,0.173,0.168
2654,302.00,822.54,243,1.009,1081.5,0.045,0.011,0.584,0.011,0.011,0.067,0.202,0.067
2655,857.00,820.47,616,1.972,1082.0,0.100,0.091,0.138,0.066,0.075,0.201,0.129,0.201
2656,772.00,820.94,616,1.936,1082.5,0.080,0.066,0.160,0.091,0.066,0.199,0.154,0.185
2657,744.00,819.63,676,1.899,1083.0,0.079,0.023,0.238,0.050,0.043,0.208,0.145,0.215
2658,763.00,819.81,425,1.957,1083.4,0.125,0.046,0.189,0.089,0.068,0.167,0.139,0.178
2659,815.00,819.28,60,1.098,1083.6,0.038,0.000,0.714,0.038,0.000,0.015,0.180,0.015
2660,1023.00,817.59,870,1.799,1083.8,0.132,0.020,0.219,0.079,0.053,0.093,0.192,0.212
2661,589.00,815.71,498,1.951,1084.3,0.109,0.066,0.150,0.055,0.066,0.135,0.168,0.252
2662,431.00,813.73,420,2.028,1084.7,0.117,0.072,0.148,0.124,0.100,0.093,0.152,0.193
2663,984.00,820.18,836,1.728,1084.9,0.119,0.074,0.267,0.111,0.052,0.096,0.119,0.163
2664,522.00,819.16,522,2.027,1085.8,0.140,0.101,0.106,0.116,0.111,0.126,0.136,0.161
2665,1221.00,825.27,940,1.973,1086.3,0.253,0.088,0.094,0.084,0.101,0.120,0.107,0.153
2666,1099.00,832.30,1016,1.743,1086.6,0.327,0.077,0.154,0.029,0.082,0.115,0.130,0.087
2667,756.00,833.81,706,1.941,1087.3,0.232,0.095,0.131,0.086,0.106,0.099,0.149,0.104
2668,460.00,829.43,371,1.677,1087.5,0.324,0.040,0.222,0.023,0.034,0.227,0.085,0.045
2669,1025.00,830.86,885,1.778,1087.8,0.368,0.088,0.162,0.025,0.034,0.176,0.093,0.054
2670,1372.00,838.53,965,1.470,1088.1,0.380,0.092,0.289,0.000,0.007,0.134,0.070,0.028
2671,1386.00,843.95,1153,1.618,1088.3,0.410,0.104,0.231,0.023,0.023,0.127,0.046,0.035
2672,1984.00,855.60,1594,1.746,1088.7,0.298,0.139,0.151,0.036,0.040,0.143,0.107,0.087
2673,405.00,834.13,332,1.919,1089.3,0.255,0.115,0.137,0.062,0.086,0.172,0.070,0.105
2674,722.00,832.28,579,1.933,1089.7,0.257,0.162,0.129,0.048,0.077,0.151,0.085,0.092
2675,733.00,831.48,720,2.030,1090.6,0.209,0.109,0.104,0.093,0.101,0.149,0.097,0.139
2676,1422.00,837.57,1223,1.683,1090.8,0.287,0.035,0.191,0.017,0.043,0.209,0.174,0.043
2677,912.00,836.32,851,1.968,1091.3,0.187,0.136,0.119,0.093,0.079,0.133,0.178,0.074
2678,1161.00,839.81,1041,1.734,1091.5,0.254,0.066,0.197,0.041,0.049,0.230,0.139,0.025
2679,989.00,838.17,943,1.947,1092.0,0.224,0.129,0.159,0.088,0.068,0.183,0.085,0.064
2680,2243.00,857.89,1672,1.771,1092.2,0.316,0.066,0.197,0.059,0.072,0.191,0.079,0.020
2681,2312.00,871.63,2305,1.413,1092.4,0.479,0.026,0.145,0.034,0.051,0.145,0.111,0.009
2682,388.00,865.82,343,1.937,1092.9,0.212,0.112,0.124,0.067,0.097,0.194,0.145,0.048
2683,504.00,864.07,491,1.963,1093.3,0.211,0.104,0.121,0.097,0.084,0.168,0.124,0.091
2684,579.00,863.99,519,1.894,1093.7,0.282,0.095,0.133,0.058,0.095,0.154,0.129,0.054
2685,672.00,865.70,575,1.823,1093.9,0.259,0.088,0.143,0.068,0.102,0.190,0.109,0.041
2686,1165.00,872.58,812,1.993,1094.4,0.187,0.104,0.110,0.110,0.125,0.229,0.089,0.046
2687,748.00,868.64,550,1.941,1094.8,0.204,0.147,0.118,0.102,0.102,0.147,0.082,0.098
2688,995.00,872.09,304,1.182,1094.9,0.638,0.034,0.121,0.000,0.034,0.103,0.052,0.017
2689,791.00,877.85,661,1.092,1095.0,0.642,0.000,0.113,0.000,0.038,0.132,0.038,0.038
2690,448.00,877.70,411,2.049,1095.6,0.132,0.167,0.104,0.096,0.134,0.165,0.076,0.127
2691,578.00,879.77,388,2.043,1096.4,0.132,0.189,0.116,0.079,0.138,0.107,0.086,0.154
2692,694.00,880.56,694,1.826,1096.6,0.156,0.101,0.128,0.046,0.083,0.165,0.248,0.073
2693,794.00,881.34,750,1.637,1096.7,0.128,0.103,0.197,0.017,0.026,0.145,0.308,0.077
2694,833.00,883.75,645,1.455,1096.9,0.167,0.064,0.282,0.026,0.013,0.090,0.308,0.051
2695,629.00,880.35,557,1.470,1097.1,0.099,0.031,0.237,0.015,0.000,0.122,0.450,0.046
2696,976.00,885.36,973,1.228,1097.2,0.069,0.000,0.417,0.000,0.000,0.111,0.389,0.014
2697,393.00,877.33,319,1.825,1097.5,0.074,0.181,0.101,0.053,0.053,0.112,0.324,0.101
2698,940.00,873.70,808,1.799,1097.9,0.049,0.143,0.134,0.071,0.036,0.174,0.304,0.089
2699,1395.00,880.46,1233,1.571,1098.1,0.014,0.206,0.234,0.035,0.028,0.149,0.284,0.050
2700,1115.00,884.68,1041,1.417,1098.3,0.008,0.150,0.307,0.000,0.000,0.213,0.276,0.047
2701,1447.00,888.86,1419,1.514,1098.6,0.006,0.174,0.290,0.006,0.019,0.181,0.258,0.065
2702,811.00,884.98,714,1.348,1098.8,0.023,0.039,0.426,0.016,0.000,0.209,0.279,0.008
2703,808.00,882.98,736,1.718,1099.2,0.013,0.223,0.137,0.013,0.026,0.215,0.313,0.060
2704,1253.00,889.47,1001,1.459,1099.4,0.081,0.113,0.363,0.000,0.000,0.234,0.161,0.048
2705,1121.00,891.73,668,1.600,1099.6,0.074,0.099,0.413,0.008,0.000,0.207,0.165,0.033
2706,718.00,890.27,456,1.979,1100.5,0.065,0.255,0.105,0.076,0.086,0.148,0.131,0.134
2707,919.00,887.93,840,1.845,1100.7,0.050,0.300,0.092,0.092,0.083,0.133,0.183,0.067
2708,677.00,891.80,639,1.865,1100.9,0.035,0.354,0.062,0.062,0.042,0.167,0.167,0.111
2709,1020.00,897.87,1012,1.927,1101.1,0.090,0.218,0.068,0.150,0.030,0.233,0.135,0.075
2710,440.00,886.40,414,1.990,1101.5,0.040,0.178,0.067,0.131,0.074,0.219,0.175,0.114
2711,814.00,886.53,782,1.905,1101.7,0.129,0.119,0.119,0.069,0.069,0.168,0.208,0.119
2712,562.00,887.03,480,1.964,1102.1,0.055,0.162,0.103,0.119,0.055,0.237,0.154,0.115
2713,544.00,884.95,360,1.939,1102.3,0.147,0.147,0.225,0.098,0.069,0.147,0.098,0.069
2714,1154.00,888.64,684,1.923,1102.4,0.172,0.172,0.172,0.086,0.011,0.226,0.129,0.032
2715,880.00,889.40,597,1.973,1102.7,0.078,0.138,0.114,0.102,0.114,0.228,0.144,0.084
2716,566.00,884.75,457,2.027,1103.4,0.058,0.122,0.103,0.122,0.122,0.241,0.107,0.126
2717,854.00,887.96,394,2.000,1103.7,0.097,0.158,0.143,0.092,0.112,0.235,0.092,0.071
