episode,reward,avg100_reward,deposited,mean_entropy,elapsed_sec,opponent,current_lr,stay,north,east,south,west,random,home,prospect
2194,6063.00,4596.93,718,1.273,167.5,self-play,2.91e-04,0.342,0.265,0.000,0.000,0.000,0.312,0.000,0.081
2195,3171.50,4577.94,108,1.252,168.1,self-play,2.91e-04,0.401,0.255,0.010,0.000,0.000,0.260,0.000,0.073
2196,4967.50,4578.01,755,1.291,168.8,self-play,2.91e-04,0.416,0.183,0.012,0.000,0.000,0.331,0.000,0.058
2197,3714.50,4501.22,0,1.357,169.7,self-play,2.91e-04,0.310,0.285,0.012,0.000,0.000,0.313,0.000,0.080
2198,3763.00,4487.59,100,1.435,170.5,self-play,2.91e-04,0.209,0.239,0.012,0.000,0.000,0.294,0.000,0.245
2199,1283.50,4479.15,0,1.154,170.8,self-play,2.91e-04,0.086,0.483,0.034,0.000,0.000,0.328,0.000,0.069
2200,2207.50,4400.05,0,1.214,171.6,self-play,2.82e-04,0.086,0.525,0.066,0.000,0.000,0.239,0.000,0.083
2201,2077.00,4376.52,0,1.284,172.2,self-play,2.82e-04,0.119,0.536,0.036,0.000,0.000,0.256,0.000,0.054
2202,1555.50,4350.52,60,1.458,172.7,self-play,2.82e-04,0.173,0.387,0.147,0.000,0.000,0.241,0.000,0.052
2203,1623.00,4315.73,0,1.472,173.5,self-play,2.82e-04,0.209,0.309,0.155,0.000,0.000,0.284,0.000,0.043
2204,3229.00,4314.89,90,1.441,174.0,self-play,2.82e-04,0.213,0.312,0.069,0.015,0.000,0.327,0.000,0.064
2205,4585.00,4308.36,0,1.524,174.8,self-play,2.82e-04,0.326,0.241,0.074,0.021,0.000,0.227,0.000,0.110
2206,2611.50,4222.12,12,1.413,175.4,self-play,2.82e-04,0.261,0.249,0.032,0.004,0.000,0.273,0.000,0.181
2207,2937.00,4208.91,22,1.396,176.1,self-play,2.82e-04,0.028,0.130,0.126,0.000,0.000,0.332,0.000,0.385
2208,3125.50,4158.96,491,1.402,176.6,self-play,2.82e-04,0.077,0.122,0.116,0.000,0.000,0.315,0.000,0.370
2209,2591.50,4133.17,236,1.490,177.2,self-play,2.82e-04,0.161,0.119,0.087,0.005,0.000,0.344,0.000,0.284
2210,4066.00,4102.63,39,1.554,178.0,self-play,2.82e-04,0.226,0.118,0.090,0.039,0.000,0.305,0.000,0.222
2211,3372.00,4016.99,230,1.558,178.4,self-play,2.82e-04,0.239,0.138,0.109,0.029,0.000,0.261,0.000,0.225
2212,2909.50,4001.16,667,1.573,178.7,self-play,2.82e-04,0.182,0.218,0.091,0.000,0.000,0.336,0.000,0.173
2213,2722.00,3989.03,455,1.607,179.2,self-play,2.82e-04,0.158,0.184,0.158,0.026,0.000,0.321,0.000,0.153
2214,3347.50,3988.91,206,1.659,180.3,self-play,2.82e-04,0.177,0.164,0.124,0.093,0.000,0.311,0.000,0.131
2215,2161.50,3951.13,0,1.652,180.7,self-play,2.82e-04,0.097,0.187,0.245,0.026,0.000,0.239,0.000,0.206
2216,2487.50,3948.10,27,1.711,181.5,self-play,2.82e-04,0.207,0.156,0.220,0.085,0.000,0.190,0.000,0.142
2217,3816.00,3939.95,65,1.671,182.5,self-play,2.82e-04,0.149,0.144,0.194,0.183,0.000,0.177,0.000,0.152
2218,1824.50,3901.30,0,1.624,183.3,self-play,2.82e-04,0.087,0.309,0.104,0.049,0.000,0.253,0.000,0.198
2219,1398.00,3896.23,42,1.627,183.7,self-play,2.82e-04,0.046,0.305,0.099,0.066,0.000,0.338,0.000,0.146
2220,2508.50,3885.35,287,1.688,184.1,self-play,2.82e-04,0.109,0.248,0.080,0.117,0.000,0.263,0.000,0.182
2221,2813.00,3878.13,17,1.679,184.9,self-play,2.82e-04,0.106,0.205,0.119,0.155,0.000,0.284,0.000,0.132
2222,2598.00,3834.20,308,1.695,185.5,self-play,2.82e-04,0.144,0.191,0.115,0.072,0.000,0.321,0.000,0.158
2223,3544.00,3836.64,17,1.662,186.9,self-play,2.82e-04,0.172,0.115,0.117,0.236,0.000,0.221,0.000,0.138
2224,3728.00,3799.95,157,1.705,187.4,self-play,2.82e-04,0.171,0.161,0.093,0.176,0.000,0.249,0.000,0.151
2225,3089.00,3795.99,0,1.730,188.7,self-play,2.82e-04,0.220,0.181,0.090,0.181,0.000,0.169,0.000,0.159
2226,6210.50,3829.38,322,1.569,189.8,self-play,2.82e-04,0.193,0.191,0.149,0.142,0.000,0.101,0.000,0.224
2227,4147.50,3819.50,54,1.490,190.7,self-play,2.82e-04,0.248,0.122,0.064,0.116,0.000,0.095,0.000,0.355
2228,3062.00,3735.00,0,1.622,191.2,self-play,2.82e-04,0.137,0.142,0.058,0.079,0.000,0.095,0.000,0.489
2229,8007.00,3768.05,1214,1.554,192.4,self-play,2.82e-04,0.233,0.107,0.107,0.101,0.000,0.124,0.000,0.328
2230,3789.00,3770.07,108,1.519,192.7,self-play,2.82e-04,0.198,0.095,0.129,0.009,0.000,0.164,0.000,0.405
2231,7922.00,3796.13,1215,1.622,194.0,self-play,2.82e-04,0.243,0.109,0.225,0.029,0.000,0.120,0.000,0.274
2232,9914.00,3867.61,2055,1.642,195.6,self-play,2.82e-04,0.230,0.111,0.166,0.068,0.000,0.164,0.000,0.262
2233,5036.00,3861.69,176,1.619,196.5,self-play,2.82e-04,0.199,0.025,0.181,0.096,0.000,0.188,0.000,0.312
2234,2666.50,3841.88,279,1.643,196.8,self-play,2.82e-04,0.122,0.191,0.139,0.052,0.000,0.243,0.000,0.252
2235,2535.50,3820.21,99,1.637,197.1,self-play,2.82e-04,0.103,0.224,0.084,0.056,0.000,0.308,0.000,0.224
2236,3735.00,3790.34,20,1.711,198.4,self-play,2.82e-04,0.247,0.077,0.190,0.074,0.000,0.245,0.000,0.166
2237,6731.50,3789.48,637,1.677,201.4,self-play,2.82e-04,0.256,0.094,0.140,0.137,0.000,0.183,0.000,0.191
2238,3658.50,3767.25,17,1.364,201.9,self-play,2.82e-04,0.107,0.086,0.128,0.000,0.000,0.160,0.000,0.519
2239,3722.00,3775.23,7,1.328,202.9,self-play,2.82e-04,0.050,0.117,0.183,0.000,0.000,0.219,0.000,0.431
2240,2163.00,3715.62,171,1.312,203.7,self-play,2.82e-04,0.013,0.130,0.214,0.000,0.000,0.247,0.000,0.395
2241,2305.00,3674.89,0,1.342,204.4,self-play,2.82e-04,0.000,0.145,0.273,0.000,0.000,0.180,0.000,0.402
2242,1907.50,3573.57,0,1.331,204.8,self-play,2.82e-04,0.000,0.164,0.191,0.000,0.000,0.230,0.000,0.414
2243,3437.50,3561.14,148,1.352,205.5,self-play,2.82e-04,0.004,0.217,0.169,0.000,0.000,0.292,0.000,0.318
2244,4414.00,3553.78,676,1.272,206.0,self-play,2.82e-04,0.005,0.236,0.062,0.000,0.000,0.379,0.000,0.318
2245,2728.50,3506.72,121,1.329,206.8,self-play,2.82e-04,0.012,0.192,0.104,0.000,0.000,0.335,0.000,0.358
2246,2010.00,3486.56,87,1.411,207.5,self-play,2.82e-04,0.014,0.232,0.136,0.000,0.000,0.368,0.000,0.250
2247,2356.50,3476.82,13,1.406,208.1,self-play,2.82e-04,0.024,0.344,0.104,0.000,0.000,0.363,0.000,0.165
2248,2659.00,3459.97,0,1.435,208.4,self-play,2.82e-04,0.017,0.250,0.225,0.000,0.000,0.317,0.000,0.192
2249,6924.50,3491.68,130,1.580,212.5,self-play,2.82e-04,0.128,0.150,0.240,0.026,0.000,0.310,0.000,0.146
2250,2015.50,3483.85,66,1.337,213.1,self-play,2.82e-04,0.104,0.184,0.199,0.000,0.000,0.403,0.000,0.109
2251,3523.50,3482.84,46,1.367,214.0,self-play,2.82e-04,0.042,0.130,0.266,0.003,0.000,0.487,0.000,0.071
2252,2018.00,3458.66,0,1.369,214.7,self-play,2.82e-04,0.036,0.152,0.321,0.000,0.000,0.371,0.000,0.121
2253,2306.00,3441.72,55,1.486,215.8,self-play,2.82e-04,0.017,0.214,0.152,0.000,0.000,0.416,0.000,0.200
2254,3734.00,3455.68,45,1.471,216.3,self-play,2.82e-04,0.098,0.171,0.151,0.000,0.000,0.341,0.000,0.239
2255,3691.50,3465.66,0,1.450,216.7,self-play,2.82e-04,0.108,0.309,0.022,0.000,0.000,0.129,0.000,0.432
2256,2486.00,3453.14,0,1.540,217.0,self-play,2.82e-04,0.180,0.216,0.072,0.000,0.000,0.189,0.000,0.342
2257,3529.50,3469.30,13,1.602,218.3,self-play,2.82e-04,0.129,0.196,0.164,0.008,0.000,0.257,0.000,0.246
2258,1771.00,3461.82,48,1.559,219.3,self-play,2.82e-04,0.149,0.214,0.133,0.000,0.000,0.293,0.000,0.211
2259,5245.00,3489.71,0,1.632,221.2,self-play,2.82e-04,0.197,0.163,0.165,0.019,0.000,0.263,0.000,0.193
2260,3713.50,3493.19,745,1.586,221.6,self-play,2.82e-04,0.269,0.135,0.109,0.000,0.000,0.282,0.000,0.205
2261,2721.00,3479.53,164,1.583,222.4,self-play,2.82e-04,0.247,0.203,0.158,0.000,0.000,0.179,0.000,0.213
2262,11061.00,3573.51,1324,1.499,224.5,self-play,2.82e-04,0.298,0.180,0.175,0.013,0.000,0.177,0.000,0.158
2263,5338.00,3608.59,601,1.412,225.5,self-play,2.82e-04,0.275,0.007,0.193,0.000,0.000,0.215,0.000,0.310
2264,4881.00,3626.47,0,1.307,226.2,self-play,2.82e-04,0.288,0.004,0.192,0.000,0.000,0.166,0.000,0.349
2265,4006.50,3651.61,0,1.361,226.7,self-play,2.82e-04,0.288,0.010,0.202,0.000,0.000,0.159,0.000,0.341
2266,3300.50,3652.49,226,1.447,227.3,self-play,2.82e-04,0.259,0.032,0.194,0.000,0.000,0.148,0.000,0.366
2267,2258.00,3639.95,47,1.412,227.6,self-play,2.82e-04,0.294,0.018,0.138,0.009,0.000,0.266,0.000,0.275
2268,2916.50,3630.42,277,1.467,228.3,self-play,2.82e-04,0.191,0.033,0.163,0.000,0.000,0.354,0.000,0.260
2269,2030.00,3598.66,153,1.514,228.9,self-play,2.82e-04,0.208,0.059,0.186,0.000,0.000,0.312,0.000,0.235
2270,3146.50,3567.39,290,1.514,229.2,self-play,2.82e-04,0.198,0.116,0.174,0.008,0.000,0.273,0.000,0.231
2271,2465.00,3549.53,0,1.525,229.5,self-play,2.82e-04,0.168,0.097,0.230,0.000,0.000,0.248,0.000,0.257
2272,3270.00,3541.04,0,1.545,230.0,self-play,2.82e-04,0.190,0.101,0.131,0.000,0.000,0.274,0.000,0.304
2273,2637.00,3538.09,0,1.540,230.3,self-play,2.82e-04,0.257,0.105,0.143,0.010,0.000,0.343,0.000,0.143
2274,4874.50,3562.90,792,1.565,231.0,self-play,2.82e-04,0.209,0.110,0.139,0.000,0.000,0.348,0.000,0.194
2275,3876.50,3562.17,675,1.517,231.3,self-play,2.82e-04,0.429,0.190,0.131,0.000,0.000,0.155,0.000,0.095
2276,3585.50,3502.51,52,1.574,231.8,self-play,2.82e-04,0.317,0.206,0.122,0.000,0.000,0.206,0.000,0.148
2277,5826.50,3538.27,698,1.565,232.8,self-play,2.82e-04,0.309,0.196,0.116,0.008,0.000,0.207,0.000,0.165
2278,3759.00,3540.39,0,1.473,233.3,self-play,2.82e-04,0.434,0.127,0.164,0.000,0.000,0.138,0.000,0.138
2279,2902.00,3501.11,19,1.589,234.0,self-play,2.82e-04,0.252,0.133,0.173,0.004,0.000,0.219,0.000,0.219
2280,9492.00,3580.99,1425,1.653,238.1,self-play,2.82e-04,0.257,0.134,0.172,0.051,0.000,0.195,0.000,0.191
2281,6039.50,3614.02,1217,1.328,238.7,self-play,2.82e-04,0.243,0.077,0.144,0.000,0.000,0.243,0.000,0.293
2282,2437.50,3602.09,4,1.103,239.5,self-play,2.82e-04,0.000,0.073,0.427,0.003,0.000,0.409,0.000,0.088
2283,1917.00,3600.60,128,1.144,240.0,self-play,2.82e-04,0.000,0.125,0.217,0.007,0.000,0.572,0.000,0.079
2284,2201.00,3608.54,277,1.180,240.3,self-play,2.82e-04,0.000,0.259,0.172,0.000,0.000,0.526,0.000,0.043
2285,1250.00,3592.74,0,1.251,240.7,self-play,2.82e-04,0.000,0.223,0.223,0.000,0.000,0.432,0.000,0.122
2286,4276.50,3605.38,0,1.321,241.9,self-play,2.82e-04,0.000,0.203,0.255,0.005,0.000,0.396,0.000,0.142
2287,2176.50,3602.52,16,1.374,242.8,self-play,2.82e-04,0.000,0.265,0.253,0.006,0.000,0.359,0.000,0.118
2288,2756.50,3600.93,9,1.321,243.4,self-play,2.82e-04,0.004,0.166,0.265,0.004,0.000,0.395,0.000,0.166
2289,1986.00,3549.45,14,1.315,244.0,self-play,2.82e-04,0.000,0.113,0.365,0.000,0.000,0.360,0.000,0.162
2290,1673.00,3526.82,91,1.367,244.5,self-play,2.82e-04,0.000,0.185,0.329,0.000,0.000,0.199,0.000,0.288
2291,1575.50,3508.59,236,1.376,244.8,self-play,2.82e-04,0.000,0.212,0.169,0.000,0.000,0.305,0.000,0.314
2292,4634.00,3512.22,8,1.401,245.8,self-play,2.82e-04,0.003,0.224,0.183,0.055,0.000,0.176,0.000,0.359
2293,3730.00,3529.66,168,1.376,246.3,self-play,2.82e-04,0.005,0.262,0.123,0.005,0.000,0.251,0.000,0.354
2294,3314.00,3502.18,7,1.488,248.0,self-play,2.82e-04,0.005,0.203,0.198,0.055,0.000,0.252,0.000,0.288
2295,1469.00,3485.15,0,1.453,249.0,self-play,2.82e-04,0.006,0.209,0.228,0.025,0.000,0.309,0.000,0.222
2296,1366.50,3449.14,0,1.412,249.4,self-play,2.82e-04,0.000,0.343,0.150,0.014,0.000,0.221,0.000,0.271
2297,5181.50,3463.81,30,1.576,251.0,self-play,2.82e-04,0.016,0.172,0.201,0.109,0.000,0.240,0.000,0.261
2298,3980.50,3465.99,0,1.481,251.8,self-play,2.82e-04,0.000,0.262,0.215,0.066,0.000,0.240,0.000,0.218
2299,2394.00,3477.09,55,1.493,252.7,self-play,2.82e-04,0.006,0.220,0.248,0.064,0.000,0.217,0.000,0.245
2300,1755.50,3472.57,298,1.469,253.2,self-play,2.74e-04,0.000,0.257,0.205,0.043,0.000,0.295,0.000,0.200
2301,1852.00,3470.32,0,1.465,253.8,self-play,2.74e-04,0.005,0.276,0.214,0.046,0.000,0.235,0.000,0.224
2302,1536.50,3470.13,84,1.459,254.4,self-play,2.74e-04,0.009,0.226,0.167,0.045,0.000,0.276,0.000,0.276
2303,2139.00,3475.29,0,1.497,254.9,self-play,2.74e-04,0.013,0.167,0.160,0.026,0.000,0.224,0.000,0.410
2304,1883.50,3461.84,0,1.551,255.5,self-play,2.74e-04,0.008,0.234,0.250,0.082,0.000,0.188,0.000,0.238
2305,2152.00,3437.51,0,1.407,256.0,self-play,2.74e-04,0.007,0.128,0.257,0.034,0.000,0.115,0.000,0.459
2306,1825.00,3429.64,10,1.592,256.9,self-play,2.74e-04,0.029,0.154,0.230,0.145,0.000,0.148,0.000,0.294
2307,1723.00,3417.50,0,1.526,257.3,self-play,2.74e-04,0.044,0.221,0.140,0.096,0.000,0.184,0.000,0.316
2308,1568.00,3401.93,0,1.479,257.7,self-play,2.74e-04,0.015,0.199,0.228,0.066,0.000,0.118,0.000,0.375
2309,2813.50,3404.14,0,1.571,258.4,self-play,2.74e-04,0.040,0.234,0.246,0.093,0.000,0.113,0.000,0.274
2310,3609.00,3399.57,17,1.439,259.0,self-play,2.74e-04,0.054,0.174,0.161,0.040,0.000,0.116,0.000,0.455
2311,2655.50,3392.41,0,1.460,259.5,self-play,2.74e-04,0.013,0.179,0.276,0.019,0.000,0.122,0.000,0.391
2312,6118.00,3424.49,0,1.625,260.6,self-play,2.74e-04,0.058,0.175,0.194,0.078,0.000,0.184,0.000,0.311
2313,2198.00,3419.26,73,1.584,261.1,self-play,2.74e-04,0.041,0.216,0.211,0.021,0.000,0.216,0.000,0.294
2314,2949.00,3415.27,0,1.666,261.6,self-play,2.74e-04,0.069,0.207,0.190,0.069,0.000,0.178,0.000,0.287
2315,3389.00,3427.55,76,1.712,262.2,self-play,2.74e-04,0.100,0.142,0.213,0.128,0.000,0.223,0.000,0.194
2316,2350.00,3426.17,79,1.727,262.8,self-play,2.74e-04,0.058,0.131,0.209,0.204,0.000,0.214,0.000,0.184
2317,1131.00,3399.32,27,1.747,263.3,self-play,2.74e-04,0.093,0.109,0.191,0.202,0.000,0.219,0.000,0.186
2318,1831.50,3399.39,0,1.711,264.1,self-play,2.74e-04,0.189,0.062,0.220,0.195,0.000,0.201,0.000,0.133
2319,3465.50,3420.07,0,1.698,264.7,self-play,2.74e-04,0.211,0.237,0.129,0.149,0.000,0.072,0.000,0.201
2320,4717.00,3442.15,148,1.679,265.5,self-play,2.74e-04,0.189,0.195,0.172,0.189,0.000,0.047,0.000,0.209
2321,2098.50,3435.01,136,1.706,266.1,self-play,2.74e-04,0.154,0.197,0.214,0.141,0.000,0.034,0.000,0.261
2322,2681.00,3435.84,617,1.636,266.5,self-play,2.74e-04,0.241,0.156,0.177,0.241,0.000,0.007,0.000,0.177
2323,3824.00,3438.64,698,1.698,267.1,self-play,2.74e-04,0.263,0.166,0.078,0.210,0.000,0.073,0.000,0.210
2324,2809.50,3429.45,96,1.692,267.9,self-play,2.74e-04,0.287,0.057,0.136,0.234,0.000,0.068,0.000,0.219
2325,3563.50,3434.20,8,1.684,268.7,self-play,2.74e-04,0.272,0.056,0.157,0.230,0.000,0.098,0.000,0.187
2326,3078.00,3402.87,156,1.705,269.3,self-play,2.74e-04,0.254,0.193,0.048,0.246,0.000,0.110,0.000,0.149
2327,5597.00,3417.36,27,1.714,270.4,self-play,2.74e-04,0.111,0.168,0.050,0.269,0.000,0.166,0.000,0.236
2328,2193.00,3408.68,23,1.699,271.1,self-play,2.74e-04,0.123,0.235,0.071,0.243,0.000,0.127,0.000,0.201
2329,3789.00,3366.49,0,1.715,272.0,self-play,2.74e-04,0.213,0.228,0.114,0.228,0.000,0.099,0.000,0.117
2330,2337.00,3351.97,131,1.654,272.4,self-play,2.74e-04,0.227,0.120,0.173,0.267,0.000,0.087,0.000,0.127
2331,5348.00,3326.24,762,1.669,273.2,self-play,2.74e-04,0.247,0.154,0.093,0.292,0.000,0.087,0.000,0.127
2332,4660.50,3273.70,771,1.598,273.6,self-play,2.74e-04,0.312,0.239,0.029,0.188,0.000,0.080,0.000,0.152
2333,4926.50,3272.61,1348,1.627,274.1,self-play,2.74e-04,0.413,0.203,0.035,0.161,0.000,0.077,0.000,0.112
2334,2949.00,3275.43,515,1.690,274.4,self-play,2.74e-04,0.277,0.176,0.134,0.202,0.000,0.084,0.000,0.126
2335,4143.50,3291.51,64,1.677,276.3,self-play,2.74e-04,0.226,0.087,0.139,0.340,0.000,0.127,0.000,0.083
2336,4003.50,3294.20,674,1.684,277.2,self-play,2.74e-04,0.290,0.135,0.129,0.264,0.000,0.100,0.000,0.082
2337,1667.00,3243.55,0,1.001,277.3,self-play,2.74e-04,0.735,0.122,0.020,0.061,0.000,0.020,0.000,0.041
2338,4462.50,3251.59,627,1.542,277.8,self-play,2.74e-04,0.433,0.084,0.169,0.157,0.000,0.084,0.000,0.073
2339,2936.50,3243.74,214,1.643,279.0,self-play,2.74e-04,0.296,0.093,0.213,0.204,0.000,0.084,0.000,0.109
2340,3555.50,3257.66,0,1.585,279.6,self-play,2.74e-04,0.320,0.045,0.180,0.270,0.000,0.030,0.000,0.155
2341,1840.50,3253.01,131,1.655,280.2,self-play,2.74e-04,0.061,0.083,0.126,0.300,0.000,0.139,0.000,0.291
2342,4126.00,3275.20,0,1.646,280.9,self-play,2.74e-04,0.083,0.100,0.129,0.108,0.000,0.267,0.000,0.312
2343,2722.50,3268.05,106,1.620,281.4,self-play,2.74e-04,0.113,0.087,0.097,0.056,0.000,0.349,0.000,0.297
2344,1636.00,3240.27,0,1.686,282.2,self-play,2.74e-04,0.089,0.118,0.112,0.076,0.000,0.322,0.000,0.283
2345,3140.50,3244.39,329,1.687,282.6,self-play,2.74e-04,0.141,0.062,0.133,0.133,0.000,0.227,0.000,0.305
2346,2551.00,3249.80,289,1.700,282.9,self-play,2.74e-04,0.075,0.104,0.127,0.172,0.000,0.299,0.000,0.224
2347,1556.50,3241.80,49,1.603,283.5,self-play,2.74e-04,0.102,0.077,0.179,0.107,0.000,0.393,0.000,0.143
2348,3001.00,3245.22,236,1.655,283.9,self-play,2.74e-04,0.155,0.061,0.142,0.169,0.000,0.338,0.000,0.135
2349,4033.00,3216.30,0,1.643,284.3,self-play,2.74e-04,0.245,0.135,0.123,0.174,0.000,0.226,0.000,0.097
2350,2979.50,3225.95,21,1.681,285.2,self-play,2.74e-04,0.293,0.099,0.150,0.150,0.000,0.207,0.000,0.102
2351,3059.00,3221.30,371,1.685,285.5,self-play,2.74e-04,0.247,0.041,0.113,0.175,0.000,0.186,0.000,0.237
2352,2175.00,3222.87,385,1.674,286.1,self-play,2.74e-04,0.117,0.071,0.173,0.112,0.000,0.360,0.000,0.168
2353,1724.00,3217.05,22,1.694,286.7,self-play,2.74e-04,0.114,0.131,0.237,0.089,0.000,0.326,0.000,0.102
2354,3282.50,3212.53,190,1.719,287.1,self-play,2.74e-04,0.109,0.219,0.180,0.109,0.000,0.203,0.000,0.180
2355,2647.50,3202.09,341,1.719,287.5,self-play,2.74e-04,0.108,0.162,0.180,0.171,0.000,0.252,0.000,0.126
2356,3152.50,3208.76,286,1.745,288.2,self-play,2.74e-04,0.110,0.179,0.170,0.165,0.000,0.211,0.000,0.165
2357,3759.00,3211.05,0,1.758,289.9,self-play,2.74e-04,0.143,0.195,0.185,0.164,0.000,0.227,0.000,0.086
2358,4774.00,3241.09,3,1.723,291.3,self-play,2.74e-04,0.118,0.229,0.172,0.169,0.000,0.188,0.000,0.124
2359,3364.50,3222.28,48,1.729,292.1,self-play,2.74e-04,0.136,0.172,0.126,0.168,0.000,0.227,0.000,0.172
2360,2372.00,3208.86,35,1.722,292.8,self-play,2.74e-04,0.108,0.208,0.144,0.120,0.000,0.188,0.000,0.232
2361,4476.50,3226.42,745,1.632,293.3,self-play,2.74e-04,0.164,0.158,0.141,0.045,0.000,0.277,0.000,0.215
2362,8038.00,3196.19,1277,1.673,295.3,self-play,2.74e-04,0.203,0.112,0.195,0.054,0.000,0.236,0.000,0.200
2363,2669.00,3169.50,347,1.618,295.7,self-play,2.74e-04,0.199,0.213,0.066,0.059,0.000,0.169,0.000,0.294
2364,10051.50,3221.20,1661,1.722,298.0,self-play,2.74e-04,0.189,0.127,0.183,0.115,0.000,0.146,0.000,0.240
2365,3694.00,3218.08,99,1.610,298.5,self-play,2.74e-04,0.167,0.157,0.124,0.024,0.000,0.214,0.000,0.314
2366,3826.50,3223.34,3,1.683,299.4,self-play,2.74e-04,0.210,0.079,0.219,0.051,0.000,0.238,0.000,0.203
2367,1816.00,3218.92,0,1.654,299.8,self-play,2.74e-04,0.163,0.089,0.111,0.067,0.000,0.319,0.000,0.252
2368,3022.50,3219.98,17,1.685,300.3,self-play,2.74e-04,0.141,0.136,0.174,0.054,0.000,0.304,0.000,0.190
2369,1775.50,3217.43,71,1.721,300.7,self-play,2.74e-04,0.203,0.143,0.203,0.098,0.000,0.226,0.000,0.128
2370,3253.50,3218.51,72,1.748,301.6,self-play,2.74e-04,0.243,0.113,0.149,0.182,0.000,0.180,0.000,0.133
2371,5382.00,3247.68,1307,1.738,302.3,self-play,2.74e-04,0.192,0.113,0.189,0.151,0.000,0.200,0.000,0.155
2372,2319.00,3238.16,20,1.723,302.9,self-play,2.74e-04,0.211,0.146,0.184,0.081,0.000,0.173,0.000,0.205
2373,4047.00,3252.26,0,1.735,303.6,self-play,2.74e-04,0.158,0.172,0.204,0.104,0.000,0.125,0.000,0.237
2374,2287.50,3226.39,108,1.633,304.0,self-play,2.74e-04,0.148,0.133,0.163,0.067,0.000,0.096,0.000,0.393
2375,4271.00,3230.34,158,1.703,304.9,self-play,2.74e-04,0.094,0.200,0.106,0.094,0.000,0.174,0.000,0.332
2376,3645.50,3230.94,59,1.692,306.0,self-play,2.74e-04,0.118,0.202,0.195,0.149,0.000,0.202,0.000,0.134
2377,1958.50,3192.26,149,1.745,306.6,self-play,2.74e-04,0.139,0.264,0.095,0.113,0.000,0.190,0.000,0.199
2378,3441.50,3189.09,7,1.704,307.6,self-play,2.74e-04,0.185,0.177,0.108,0.087,0.000,0.232,0.000,0.211
2379,2118.00,3181.24,390,1.724,308.2,self-play,2.74e-04,0.126,0.158,0.060,0.191,0.000,0.306,0.000,0.158
2380,3959.50,3125.92,458,1.742,309.1,self-play,2.74e-04,0.219,0.140,0.067,0.181,0.000,0.227,0.000,0.166
2381,6130.00,3126.82,59,1.715,311.3,self-play,2.74e-04,0.172,0.148,0.152,0.079,0.000,0.209,0.000,0.240
2382,2587.00,3128.32,103,1.595,312.3,self-play,2.74e-04,0.150,0.179,0.077,0.142,0.000,0.280,0.000,0.172
2383,1843.00,3127.58,71,1.345,312.5,self-play,2.74e-04,0.492,0.031,0.000,0.169,0.000,0.169,0.000,0.138
2384,2510.50,3130.68,18,1.582,313.3,self-play,2.74e-04,0.193,0.175,0.004,0.267,0.000,0.196,0.000,0.165
2385,2002.00,3138.20,72,1.584,314.2,self-play,2.74e-04,0.183,0.168,0.006,0.211,0.000,0.270,0.000,0.161
2386,7367.50,3169.11,736,1.474,317.6,self-play,2.74e-04,0.142,0.139,0.030,0.146,0.000,0.421,0.000,0.122
2387,1686.00,3164.20,39,1.556,318.5,self-play,2.74e-04,0.152,0.387,0.013,0.199,0.000,0.166,0.000,0.083
2388,3364.00,3170.28,0,1.518,319.5,self-play,2.74e-04,0.121,0.322,0.011,0.126,0.000,0.247,0.000,0.174
2389,2399.00,3174.41,174,1.492,319.9,self-play,2.74e-04,0.197,0.358,0.007,0.204,0.000,0.139,0.000,0.095
2390,5400.00,3211.68,484,1.508,321.3,self-play,2.74e-04,0.186,0.184,0.004,0.100,0.000,0.353,0.000,0.173
2391,2829.50,3224.22,53,1.576,322.2,self-play,2.74e-04,0.219,0.222,0.009,0.164,0.000,0.264,0.000,0.122
2392,2801.00,3205.89,169,1.585,322.9,self-play,2.74e-04,0.265,0.175,0.010,0.182,0.000,0.206,0.000,0.162
2393,2332.50,3191.91,39,1.509,323.3,self-play,2.74e-04,0.362,0.129,0.060,0.155,0.000,0.147,0.000,0.147
2394,4073.00,3199.50,9,1.556,324.0,self-play,2.74e-04,0.218,0.086,0.111,0.143,0.000,0.179,0.000,0.264
2395,3541.00,3220.22,44,1.675,324.7,self-play,2.74e-04,0.226,0.079,0.146,0.155,0.000,0.151,0.000,0.243
2396,3300.00,3239.55,23,1.728,325.2,self-play,2.74e-04,0.189,0.165,0.151,0.127,0.000,0.108,0.000,0.259
2397,2204.00,3209.78,22,1.663,326.2,self-play,2.74e-04,0.103,0.241,0.106,0.087,0.000,0.201,0.000,0.262
2398,1442.00,3184.39,25,1.669,327.0,self-play,2.74e-04,0.142,0.093,0.121,0.152,0.000,0.145,0.000,0.346
2399,1711.50,3177.57,0,1.681,327.5,self-play,2.74e-04,0.177,0.186,0.223,0.074,0.000,0.158,0.000,0.181
2400,2660.50,3186.62,0,1.654,328.1,self-play,2.66e-04,0.142,0.261,0.199,0.028,0.000,0.175,0.000,0.194
2401,1894.00,3187.04,29,1.710,328.6,self-play,2.66e-04,0.133,0.211,0.206,0.094,0.000,0.139,0.000,0.217
2402,2610.50,3197.78,287,1.715,329.1,self-play,2.66e-04,0.166,0.146,0.146,0.113,0.000,0.199,0.000,0.232
2403,4256.50,3218.95,19,1.733,330.0,self-play,2.66e-04,0.163,0.135,0.148,0.074,0.000,0.231,0.000,0.249
2404,4445.00,3244.57,166,1.532,330.5,self-play,2.66e-04,0.112,0.181,0.098,0.051,0.000,0.144,0.000,0.414
