episode,reward,avg100_reward,deposited,mean_entropy,elapsed_sec,opponent,current_lr,stay,north,east,south,west,random,home,prospect
1,11592.00,11592.00,3780,2.007,6.1,idle,3.00e-04,0.118,0.116,0.131,0.129,0.119,0.113,0.137,0.137
2,14952.50,13272.25,3426,1.760,11.6,idle,3.00e-04,0.128,0.128,0.160,0.122,0.089,0.217,0.046,0.111
3,9621.50,12055.33,2822,1.688,16.7,idle,3.00e-04,0.202,0.116,0.069,0.044,0.136,0.297,0.093,0.042
4,8706.50,11218.12,3241,1.685,22.0,idle,3.00e-04,0.330,0.089,0.038,0.007,0.058,0.275,0.147,0.055
5,5478.50,10070.20,2013,1.337,25.2,idle,3.00e-04,0.391,0.161,0.056,0.001,0.069,0.007,0.230,0.085
6,7241.50,9598.75,912,0.834,29.4,idle,3.00e-04,0.202,0.739,0.020,0.002,0.023,0.006,0.008,0.000
7,12295.00,9983.93,2084,0.825,34.3,idle,3.00e-04,0.289,0.676,0.019,0.001,0.002,0.009,0.004,0.000
8,11249.50,10142.12,2373,0.900,40.0,idle,3.00e-04,0.315,0.662,0.003,0.001,0.000,0.005,0.014,0.000
9,40167.00,13478.22,12017,1.148,47.6,idle,3.00e-04,0.506,0.138,0.306,0.001,0.000,0.048,0.001,0.000
10,22543.00,14384.70,6982,1.022,54.9,idle,3.00e-04,0.412,0.075,0.362,0.002,0.000,0.147,0.001,0.000
11,41492.50,16849.05,14194,0.856,61.7,idle,3.00e-04,0.494,0.282,0.000,0.001,0.000,0.223,0.000,0.000
12,25100.50,17536.67,8894,0.780,66.4,idle,3.00e-04,0.650,0.323,0.000,0.000,0.000,0.027,0.000,0.000
13,5236.00,16590.46,1702,0.440,68.6,idle,3.00e-04,0.953,0.015,0.000,0.000,0.000,0.032,0.000,0.000
14,17886.50,16683.04,6828,0.574,73.3,idle,3.00e-04,0.770,0.011,0.001,0.003,0.001,0.214,0.001,0.000
15,0.00,15570.83,0,0.010,74.5,idle,3.00e-04,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16,21.00,14598.97,0,0.242,76.3,idle,3.00e-04,0.977,0.023,0.000,0.000,0.000,0.000,0.000,0.000
17,6224.50,14106.35,2292,0.233,80.5,idle,3.00e-04,0.889,0.111,0.000,0.000,0.000,0.000,0.000,0.000
18,0.00,13322.67,0,0.030,82.0,idle,3.00e-04,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19,375.00,12641.21,0,0.356,83.8,idle,3.00e-04,0.988,0.000,0.000,0.012,0.000,0.000,0.000,0.000
20,8554.50,12436.88,3355,0.172,89.4,idle,3.00e-04,0.886,0.000,0.000,0.114,0.000,0.000,0.000,0.000
21,0.00,11844.64,0,0.000,90.5,idle,3.00e-04,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
22,0.00,11306.25,0,0.006,91.6,idle,3.00e-04,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
23,0.00,10814.67,0,0.005,92.8,idle,3.00e-04,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
24,215.00,10373.02,86,0.148,93.9,idle,3.00e-04,0.997,0.000,0.000,0.003,0.000,0.000,0.000,0.000
25,4643.50,10143.84,597,0.009,98.2,idle,3.00e-04,0.024,0.000,0.000,0.976,0.000,0.000,0.000,0.000
26,4612.50,9931.10,707,0.060,102.5,idle,3.00e-04,0.007,0.000,0.000,0.993,0.000,0.000,0.000,0.000
27,4114.00,9715.65,541,0.006,106.8,idle,3.00e-04,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
28,1343.00,9416.62,140,0.589,111.0,idle,3.00e-04,0.001,0.001,0.003,0.977,0.011,0.002,0.006,0.001
29,2306.00,9171.43,720,1.332,115.1,idle,3.00e-04,0.000,0.018,0.045,0.031,0.425,0.041,0.207,0.232
30,5458.00,9047.65,281,0.011,119.3,idle,3.00e-04,0.000,0.017,0.010,0.968,0.000,0.005,0.000,0.001
31,3452.00,8867.15,583,0.012,123.5,idle,3.00e-04,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
32,4277.50,8723.72,406,0.249,127.7,idle,3.00e-04,0.000,0.000,0.000,0.946,0.000,0.054,0.000,0.000
33,4980.50,8610.29,157,0.469,131.9,idle,3.00e-04,0.000,0.001,0.000,0.513,0.000,0.486,0.000,0.000
34,9624.50,8640.12,23,0.470,136.2,idle,3.00e-04,0.000,0.000,0.000,0.436,0.000,0.564,0.000,0.000
35,7150.50,8597.56,194,0.465,140.5,idle,3.00e-04,0.000,0.000,0.000,0.798,0.000,0.202,0.000,0.000
36,9787.00,8630.60,355,0.277,144.7,idle,3.00e-04,0.000,0.000,0.000,0.809,0.000,0.191,0.000,0.000
37,5784.00,8553.66,408,0.435,148.9,idle,3.00e-04,0.000,0.000,0.000,0.850,0.000,0.150,0.000,0.000
38,11144.00,8621.83,612,0.420,153.1,idle,3.00e-04,0.100,0.000,0.000,0.810,0.000,0.090,0.000,0.000
39,0.00,8400.76,0,0.003,154.2,idle,3.00e-04,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,0.00,8190.74,0,0.000,155.3,idle,3.00e-04,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,0.00,7990.96,0,0.001,156.5,idle,3.00e-04,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,0.00,7800.70,0,0.009,157.6,idle,3.00e-04,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,0.00,7619.29,0,0.050,158.7,idle,3.00e-04,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,1966.00,7490.81,778,0.056,159.8,idle,3.00e-04,0.962,0.000,0.000,0.000,0.000,0.038,0.000,0.000
45,1967.50,7368.07,783,0.033,161.1,idle,3.00e-04,0.970,0.000,0.000,0.000,0.000,0.030,0.000,0.000
46,355.50,7215.62,138,0.077,162.4,idle,3.00e-04,0.992,0.000,0.000,0.000,0.000,0.008,0.000,0.000
47,2808.00,7121.84,1105,0.092,163.8,idle,3.00e-04,0.987,0.000,0.000,0.000,0.000,0.013,0.000,0.000
48,3850.50,7053.69,1537,0.552,165.7,idle,3.00e-04,0.962,0.000,0.000,0.004,0.000,0.034,0.000,0.000
49,21394.50,7346.36,8015,0.041,169.1,idle,3.00e-04,0.883,0.000,0.000,0.014,0.000,0.103,0.000,0.000
50,0.00,7199.43,0,0.002,170.3,idle,3.00e-04,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,0.00,7058.26,0,0.002,171.6,idle,3.00e-04,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,0.00,6922.53,0,0.020,173.0,idle,3.00e-04,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,631.50,6803.83,0,0.163,175.4,idle,3.00e-04,0.995,0.000,0.000,0.005,0.000,0.000,0.000,0.000
54,6309.00,6794.67,546,0.008,179.4,idle,3.00e-04,0.008,0.000,0.000,0.990,0.000,0.003,0.000,0.000
55,3272.50,6730.63,551,0.022,183.2,idle,3.00e-04,0.000,0.000,0.000,0.999,0.000,0.001,0.000,0.000
56,4656.50,6693.59,508,0.114,186.9,idle,3.00e-04,0.000,0.000,0.000,0.986,0.000,0.014,0.000,0.000
57,9282.50,6739.01,411,0.525,190.6,idle,3.00e-04,0.000,0.000,0.000,0.205,0.000,0.795,0.000,0.000
58,11436.00,6819.99,332,0.296,194.3,idle,3.00e-04,0.000,0.000,0.000,0.298,0.000,0.702,0.000,0.000
59,11612.00,6901.21,899,0.043,198.0,idle,3.00e-04,0.000,0.001,0.000,0.004,0.000,0.996,0.000,0.000
60,8507.50,6927.98,624,0.155,202.4,idle,3.00e-04,0.000,0.005,0.000,0.067,0.000,0.928,0.000,0.000
61,9426.00,6968.93,597,0.150,207.0,idle,3.00e-04,0.000,0.003,0.000,0.001,0.000,0.997,0.000,0.000
62,22350.00,7217.02,7258,0.721,213.3,idle,3.00e-04,0.327,0.081,0.000,0.384,0.000,0.208,0.000,0.000
63,36545.50,7682.55,11319,0.794,220.2,idle,3.00e-04,0.373,0.050,0.000,0.280,0.000,0.297,0.000,0.000
64,25661.50,7963.47,6638,0.758,227.0,idle,3.00e-04,0.270,0.018,0.000,0.426,0.000,0.287,0.000,0.000
65,3450.50,7894.04,420,0.152,231.3,idle,3.00e-04,0.032,0.001,0.000,0.967,0.000,0.000,0.000,0.000
66,6549.00,7873.66,1914,0.240,234.6,idle,3.00e-04,0.704,0.043,0.000,0.253,0.000,0.000,0.000,0.000
67,7843.00,7873.20,2573,0.198,238.1,idle,3.00e-04,0.664,0.000,0.000,0.336,0.000,0.000,0.000,0.000
68,1725.00,7782.79,564,0.298,240.0,idle,3.00e-04,0.881,0.000,0.000,0.119,0.000,0.000,0.000,0.000
69,2527.50,7706.62,791,0.430,242.9,idle,3.00e-04,0.706,0.000,0.000,0.294,0.000,0.000,0.000,0.000
70,7449.50,7702.95,2545,0.225,246.3,idle,3.00e-04,0.841,0.000,0.000,0.158,0.000,0.001,0.000,0.000
71,1045.50,7609.18,0,0.434,248.2,idle,3.00e-04,0.996,0.000,0.000,0.004,0.000,0.000,0.000,0.000
72,19024.50,7767.73,6829,0.615,251.6,idle,3.00e-04,0.520,0.000,0.000,0.480,0.000,0.000,0.000,0.000
73,16589.50,7888.58,5875,0.520,257.7,idle,3.00e-04,0.709,0.005,0.002,0.278,0.001,0.005,0.001,0.001
74,11274.50,7934.33,3572,0.554,260.7,idle,3.00e-04,0.836,0.000,0.000,0.147,0.000,0.018,0.000,0.000
75,16385.00,8047.01,5572,0.312,268.1,idle,3.00e-04,0.716,0.000,0.000,0.258,0.000,0.026,0.000,0.000
76,3330.00,7984.94,1206,0.644,271.6,idle,3.00e-04,0.819,0.000,0.000,0.002,0.000,0.179,0.000,0.000
77,27463.00,8237.90,9979,0.678,277.9,idle,3.00e-04,0.503,0.000,0.000,0.012,0.000,0.485,0.000,0.000
78,22445.50,8420.05,6905,0.736,284.0,idle,3.00e-04,0.471,0.000,0.000,0.315,0.000,0.213,0.000,0.000
79,16740.50,8525.37,4619,0.571,290.9,idle,3.00e-04,0.230,0.000,0.000,0.207,0.000,0.563,0.000,0.000
80,9559.50,8538.30,464,0.157,296.2,idle,3.00e-04,0.000,0.098,0.000,0.004,0.000,0.898,0.000,0.000
81,6952.50,8518.72,250,0.348,301.0,idle,3.00e-04,0.000,0.163,0.000,0.316,0.000,0.522,0.000,0.000
82,6676.50,8496.26,168,0.063,306.0,idle,3.00e-04,0.000,0.084,0.000,0.000,0.000,0.916,0.000,0.000
83,9002.50,8502.36,618,0.060,311.8,idle,3.00e-04,0.000,0.038,0.000,0.000,0.000,0.962,0.000,0.000
84,11421.50,8537.11,611,0.077,316.4,idle,3.00e-04,0.000,0.037,0.000,0.000,0.000,0.963,0.000,0.000
85,8609.00,8537.95,73,0.076,321.1,idle,3.00e-04,0.000,0.031,0.000,0.000,0.000,0.969,0.000,0.000
86,7005.00,8520.13,218,0.093,325.6,idle,3.00e-04,0.000,0.055,0.000,0.000,0.000,0.945,0.000,0.000
87,12675.50,8567.89,952,0.238,330.2,idle,3.00e-04,0.000,0.020,0.000,0.000,0.000,0.980,0.000,0.000
88,10631.50,8591.34,906,0.000,334.7,idle,3.00e-04,0.000,0.003,0.000,0.000,0.000,0.997,0.000,0.000
89,7812.50,8582.59,212,0.000,338.4,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
90,6675.50,8561.40,578,0.000,342.1,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
91,13915.00,8620.23,452,0.000,345.9,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
92,8782.50,8621.99,256,0.000,349.6,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
93,12961.50,8668.66,287,0.000,353.3,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
94,8632.00,8668.27,228,0.000,357.0,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
95,8596.50,8667.51,495,0.000,360.9,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
96,11066.50,8692.50,1383,0.000,365.3,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
97,8079.50,8686.18,623,0.000,370.1,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
98,4495.50,8643.42,382,0.000,374.8,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
99,9575.50,8652.83,109,0.000,379.8,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
100,8037.00,8646.67,160,0.000,383.8,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
101,9841.00,8629.17,518,0.000,387.9,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
102,9700.50,8576.65,490,0.000,392.6,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
103,7479.00,8555.22,451,0.000,397.0,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
104,9082.50,8558.98,548,0.000,401.7,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
105,13628.50,8640.48,745,0.000,406.9,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
106,7607.00,8644.14,495,0.000,411.3,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
107,8874.50,8609.93,848,0.000,415.8,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
108,10656.50,8604.00,649,0.000,420.2,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
109,7221.00,8274.54,157,0.000,424.7,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
110,7036.50,8119.48,381,0.000,429.0,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
111,10407.00,7808.62,597,0.000,433.4,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
112,7994.00,7637.56,633,0.000,437.8,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
113,9907.50,7684.27,627,0.000,442.2,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
114,9419.50,7599.60,983,0.000,447.0,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
115,8597.50,7685.57,522,0.000,450.8,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
116,7780.00,7763.16,278,0.000,454.6,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
117,6444.50,7765.36,358,0.000,458.2,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
118,13194.50,7897.31,631,0.000,461.9,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
119,9420.00,7987.76,627,0.000,465.6,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
120,11063.00,8012.85,383,0.000,469.6,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
121,5724.00,8070.09,270,0.000,473.7,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
122,11908.00,8189.16,571,0.000,477.8,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
123,11013.00,8299.30,849,0.000,482.0,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
124,7069.00,8367.83,312,0.000,486.1,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
125,8132.00,8402.72,141,0.000,491.3,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
126,6178.00,8418.38,248,0.000,496.0,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
127,8715.00,8464.39,717,0.000,500.2,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
128,7279.00,8523.75,463,0.000,504.7,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
129,7859.50,8579.28,323,0.000,509.3,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
130,7143.00,8596.13,527,0.000,514.1,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
131,11646.00,8678.07,664,0.000,518.6,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
132,11389.50,8749.19,613,0.000,523.0,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
133,12325.50,8822.64,1458,0.000,528.2,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
134,6929.00,8795.68,203,0.002,532.6,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
135,15883.00,8883.01,1724,0.009,537.9,idle,3.00e-04,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
136,9803.00,8883.17,740,0.138,542.3,idle,3.00e-04,0.000,0.013,0.000,0.000,0.000,0.987,0.000,0.000
137,20085.00,9026.18,2182,0.097,548.4,idle,3.00e-04,0.001,0.139,0.036,0.000,0.000,0.824,0.000,0.000
138,9288.50,9007.62,509,0.246,552.6,idle,3.00e-04,0.000,0.000,0.176,0.000,0.000,0.824,0.000,0.000
139,6937.00,9077.00,243,0.452,556.9,idle,3.00e-04,0.000,0.438,0.095,0.000,0.000,0.467,0.000,0.000
140,4467.00,9121.67,514,0.041,561.3,idle,3.00e-04,0.000,0.999,0.001,0.000,0.000,0.000,0.000,0.000
141,5211.50,9173.78,626,0.223,565.6,idle,3.00e-04,0.000,0.821,0.179,0.000,0.000,0.000,0.000,0.000
142,10510.00,9278.88,152,0.096,570.1,idle,3.00e-04,0.000,0.628,0.372,0.000,0.000,0.000,0.000,0.000
143,3315.50,9312.03,337,0.002,575.5,idle,3.00e-04,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
144,2803.00,9320.41,398,0.010,580.1,idle,3.00e-04,0.000,0.999,0.001,0.000,0.000,0.000,0.000,0.000
145,2419.50,9324.92,319,0.033,584.5,idle,3.00e-04,0.000,0.999,0.001,0.000,0.000,0.000,0.000,0.000
146,6767.50,9389.05,684,0.134,588.3,idle,3.00e-04,0.000,0.985,0.015,0.000,0.000,0.001,0.000,0.000
147,10110.00,9462.07,437,0.315,592.0,idle,3.00e-04,0.000,0.781,0.219,0.000,0.000,0.000,0.000,0.000
148,3000.50,9453.57,343,0.001,596.6,idle,3.00e-04,0.000,0.997,0.003,0.000,0.000,0.000,0.000,0.000
149,4046.00,9280.08,231,0.000,601.4,idle,3.00e-04,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
150,5232.50,9332.41,616,0.000,606.3,idle,3.00e-04,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
151,3724.00,9369.65,593,0.000,611.0,idle,3.00e-04,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
152,2720.00,9396.84,456,0.000,615.4,idle,3.00e-04,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
153,3549.50,9426.02,584,0.000,620.0,idle,3.00e-04,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
154,3708.50,9400.02,358,0.000,624.3,idle,3.00e-04,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
155,2986.50,9397.16,378,0.001,628.7,idle,3.00e-04,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
156,5431.00,9404.91,253,0.020,633.3,idle,3.00e-04,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
157,9672.00,9408.80,1101,0.054,637.8,idle,3.00e-04,0.000,0.969,0.001,0.000,0.000,0.000,0.000,0.030
158,6208.00,9356.52,444,0.092,642.2,idle,3.00e-04,0.000,0.953,0.000,0.000,0.000,0.000,0.000,0.047
159,4820.50,9288.60,498,0.090,646.6,idle,3.00e-04,0.000,0.971,0.000,0.000,0.000,0.000,0.000,0.029
160,6211.00,9265.64,310,0.204,651.0,idle,3.00e-04,0.000,0.963,0.000,0.000,0.000,0.000,0.000,0.037
161,13228.00,9303.66,574,0.332,655.4,idle,3.00e-04,0.000,0.781,0.000,0.000,0.000,0.000,0.000,0.219
162,21090.00,9291.06,593,0.008,659.9,idle,3.00e-04,0.000,0.027,0.000,0.000,0.000,0.000,0.000,0.973
163,17280.00,9098.41,1236,0.029,665.3,idle,3.00e-04,0.000,0.025,0.000,0.000,0.000,0.000,0.000,0.975
164,16691.50,9008.70,901,0.009,669.8,idle,3.00e-04,0.000,0.022,0.000,0.000,0.000,0.000,0.000,0.978
165,21643.00,9190.63,1210,0.045,675.5,idle,3.00e-04,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.999
166,12898.50,9254.12,252,0.240,680.1,idle,3.00e-04,0.000,0.121,0.000,0.000,0.000,0.000,0.000,0.879
167,21085.50,9386.55,793,0.318,685.4,idle,3.00e-04,0.000,0.186,0.000,0.000,0.000,0.000,0.000,0.814
168,15733.50,9526.64,808,0.274,690.2,idle,3.00e-04,0.000,0.128,0.000,0.000,0.000,0.000,0.000,0.872
169,18234.00,9683.70,490,0.026,694.0,idle,3.00e-04,0.000,0.025,0.000,0.000,0.000,0.000,0.000,0.975
170,20974.00,9818.94,1740,0.044,698.6,idle,3.00e-04,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.971
171,21879.00,10027.28,1986,0.049,703.2,idle,3.00e-04,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.972
172,19653.00,10033.57,406,0.095,706.9,idle,3.00e-04,0.000,0.105,0.000,0.000,0.000,0.000,0.000,0.895
173,12255.50,9990.23,522,0.176,711.1,idle,3.00e-04,0.000,0.372,0.000,0.000,0.000,0.000,0.000,0.628
174,11594.00,9993.42,551,0.158,715.9,idle,3.00e-04,0.000,0.104,0.000,0.000,0.000,0.000,0.000,0.896
175,15535.50,9984.92,228,0.335,721.1,idle,3.00e-04,0.000,0.206,0.000,0.000,0.000,0.000,0.000,0.794
176,18863.00,10140.25,1045,0.213,727.3,idle,3.00e-04,0.000,0.155,0.000,0.000,0.000,0.000,0.000,0.845
177,9901.50,9964.64,3,0.298,733.0,idle,3.00e-04,0.000,0.326,0.000,0.000,0.000,0.000,0.000,0.674
178,16845.50,9908.64,646,0.268,738.1,idle,3.00e-04,0.000,0.176,0.000,0.000,0.000,0.000,0.000,0.824
179,12140.50,9862.64,234,0.356,742.8,idle,3.00e-04,0.000,0.365,0.000,0.000,0.000,0.000,0.000,0.635
180,23611.00,10003.16,2516,0.123,749.2,idle,3.00e-04,0.000,0.057,0.000,0.000,0.000,0.000,0.000,0.943
181,18917.00,10122.80,1273,0.165,754.2,idle,3.00e-04,0.000,0.239,0.000,0.000,0.000,0.000,0.000,0.761
182,16965.00,10225.68,390,0.406,758.8,idle,3.00e-04,0.000,0.186,0.000,0.000,0.000,0.000,0.000,0.814
183,11387.50,10249.53,94,0.440,763.3,idle,3.00e-04,0.000,0.399,0.008,0.000,0.000,0.000,0.000,0.593
184,13199.50,10267.32,405,0.020,767.8,idle,3.00e-04,0.000,0.038,0.024,0.000,0.000,0.000,0.000,0.938
185,16542.50,10346.65,1272,0.025,772.6,idle,3.00e-04,0.000,0.000,0.183,0.000,0.000,0.000,0.000,0.817
186,13619.00,10412.79,509,0.033,776.9,idle,3.00e-04,0.000,0.000,0.037,0.000,0.000,0.000,0.000,0.963
187,16148.50,10447.52,36,0.027,781.1,idle,3.00e-04,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.950
188,12731.00,10468.51,57,0.032,785.5,idle,3.00e-04,0.000,0.000,0.066,0.000,0.000,0.000,0.000,0.934
189,20150.50,10591.90,1441,0.010,790.1,idle,3.00e-04,0.000,0.001,0.026,0.000,0.000,0.000,0.000,0.973
190,22722.00,10752.36,2092,0.037,795.3,idle,3.00e-04,0.000,0.001,0.026,0.000,0.000,0.000,0.000,0.972
191,23598.50,10849.19,2776,0.024,801.5,idle,3.00e-04,0.000,0.001,0.013,0.000,0.000,0.000,0.000,0.985
192,23160.50,10992.98,2039,0.020,806.7,idle,3.00e-04,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.997
193,20256.00,11065.92,2039,0.159,811.8,idle,3.00e-04,0.000,0.012,0.001,0.000,0.000,0.000,0.000,0.987
194,17714.50,11156.75,27,0.416,817.2,idle,3.00e-04,0.000,0.311,0.004,0.000,0.000,0.000,0.000,0.684
195,10806.00,11178.84,28,0.053,822.6,idle,3.00e-04,0.000,0.008,0.009,0.000,0.000,0.000,0.000,0.983
196,14124.50,11209.42,642,0.089,828.1,idle,3.00e-04,0.000,0.025,0.019,0.000,0.000,0.000,0.000,0.956
197,15706.50,11285.69,578,0.109,832.7,idle,3.00e-04,0.000,0.025,0.021,0.000,0.000,0.000,0.000,0.954
198,21712.50,11457.86,2503,0.189,838.8,idle,3.00e-04,0.000,0.092,0.040,0.000,0.000,0.000,0.000,0.869
199,16322.00,11525.33,680,0.553,843.4,idle,3.00e-04,0.000,0.375,0.016,0.000,0.000,0.000,0.000,0.609
200,3575.00,11480.70,0,0.141,844.8,greedy,3.00e-04,0.000,0.623,0.000,0.000,0.000,0.000,0.000,0.377
201,1286.00,11395.16,156,0.000,845.3,greedy,3.00e-04,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
202,2755.50,11325.70,310,0.007,846.6,greedy,3.00e-04,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
203,1487.50,11265.79,217,0.022,848.1,greedy,3.00e-04,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
204,1727.50,11192.24,142,0.038,848.9,greedy,3.00e-04,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
205,1003.00,11065.99,10,0.200,849.3,greedy,3.00e-04,0.000,0.993,0.000,0.000,0.000,0.000,0.000,0.007
206,2829.50,11018.21,57,0.434,850.4,greedy,3.00e-04,0.000,0.859,0.081,0.000,0.000,0.000,0.000,0.060
207,1781.00,10947.27,0,0.592,851.1,greedy,3.00e-04,0.000,0.721,0.000,0.000,0.000,0.000,0.000,0.279
208,1866.00,10859.37,182,0.630,851.6,greedy,3.00e-04,0.000,0.706,0.000,0.000,0.000,0.000,0.000,0.294
209,3067.50,10817.83,0,0.676,852.8,greedy,3.00e-04,0.000,0.671,0.106,0.000,0.000,0.000,0.000,0.224
210,2980.00,10777.27,0,0.661,853.8,greedy,3.00e-04,0.000,0.580,0.006,0.000,0.000,0.000,0.000,0.414
211,2730.50,10700.50,156,0.673,854.6,greedy,3.00e-04,0.000,0.485,0.004,0.000,0.000,0.000,0.000,0.511
212,3435.50,10654.92,0,0.673,855.9,greedy,3.00e-04,0.000,0.514,0.010,0.000,0.000,0.000,0.000,0.476
213,2243.00,10578.27,154,0.677,856.4,greedy,3.00e-04,0.000,0.477,0.000,0.000,0.000,0.000,0.000,0.523
214,2030.00,10504.38,99,0.646,857.3,greedy,3.00e-04,0.000,0.432,0.051,0.000,0.000,0.000,0.000,0.517
215,3201.00,10450.42,0,0.650,858.4,greedy,3.00e-04,0.000,0.357,0.034,0.000,0.000,0.000,0.000,0.610
216,2950.50,10402.12,38,0.671,859.4,greedy,3.00e-04,0.000,0.481,0.000,0.000,0.000,0.000,0.000,0.519
217,2634.00,10364.01,144,0.633,860.6,greedy,3.00e-04,0.000,0.409,0.000,0.000,0.000,0.000,0.000,0.591
