episode,deposited_agent,deposited_opp,win_rate,mean_entropy,mean_value,mean_kl,lambda_bc,lr,n_steps
1,9476.333333333334,14697.5,0.0,0.7324320077896118,2.8839592933654785,0.04993110797601587,1.0,5e-05,19442
2,15155.166666666666,17078.666666666668,0.3333333333333333,0.8109157681465149,4.7601213455200195,0.1789476821819941,0.99525,5e-05,25113
3,10533.833333333334,13998.333333333334,0.16666666666666666,0.7490943074226379,6.23331880569458,0.19856573410686992,0.9904999999999999,5e-05,21461
4,11707.833333333334,12982.833333333334,0.3333333333333333,0.6528430581092834,8.098761558532715,0.23069375025277788,0.98575,5e-05,22350
5,11379.333333333334,13424.0,0.16666666666666666,0.6565907597541809,9.93606185913086,0.24852189951643502,0.981,5e-05,24793
1,11189.333333333334,16762.5,0.0,0.7771479487419128,2.771178722381592,0.05012265168178904,1.0,5e-05,19191
2,13580.666666666666,16598.333333333332,0.3333333333333333,0.7750769257545471,4.821243762969971,0.18973615409239478,0.99525,5e-05,23380
3,10660.5,9876.333333333334,0.3333333333333333,0.7254452109336853,6.400691032409668,0.221558225442128,0.9904999999999999,5e-05,21024
4,11340.833333333334,16165.666666666666,0.0,0.6792197823524475,8.80439281463623,0.23736865311226946,0.98575,5e-05,23898
5,13984.5,12976.166666666666,0.6666666666666666,0.6919775009155273,10.69453239440918,0.3145197283514996,0.981,5e-05,24727
6,11564.833333333334,14891.5,0.16666666666666666,0.6499216556549072,12.752352714538574,0.27795089188442434,0.97625,5e-05,23589
7,9339.166666666666,13081.833333333334,0.16666666666666666,0.606168806552887,13.924033164978027,0.2665664152730079,0.9714999999999999,5e-05,21499
8,10031.5,15932.0,0.0,0.6549993753433228,16.389204025268555,0.29738684727957376,0.96675,5e-05,24123
9,9920.333333333334,7085.166666666667,0.6666666666666666,0.599854588508606,17.200302124023438,0.3413146181326163,0.962,5e-05,19349
10,12774.333333333334,13223.333333333334,0.5,0.6517651677131653,20.796920776367188,0.331593521624461,0.9572499999999999,5e-05,22119
11,8891.0,10764.333333333334,0.3333333333333333,0.5894002914428711,20.434101104736328,0.28641813901597507,0.9524999999999999,5e-05,18688
12,8832.166666666666,10687.5,0.16666666666666666,0.5776692032814026,22.239370346069336,0.3392071286659865,0.94775,5e-05,21450
13,9485.833333333334,13653.0,0.0,0.5950300693511963,24.038021087646484,0.3065786636927549,0.943,5e-05,21646
14,10083.166666666666,14975.0,0.0,0.6733178496360779,26.62026023864746,0.3482064919976088,0.93825,5e-05,19870
15,8628.333333333334,13539.5,0.16666666666666666,0.5838142037391663,28.55122184753418,0.3183956184401745,0.9334999999999999,5e-05,20902
16,12104.333333333334,15290.5,0.16666666666666666,0.6284124255180359,30.497114181518555,0.3870642212805925,0.9287500000000001,5e-05,20571
17,10391.0,12560.666666666666,0.5,0.6353736519813538,30.563507080078125,0.3365730565786362,0.924,5e-05,19146
18,12444.5,15780.0,0.16666666666666666,0.6069607138633728,32.73632049560547,0.37117270647007744,0.91925,5e-05,20618
19,12815.333333333334,14923.833333333334,0.3333333333333333,0.6350030303001404,34.29308319091797,0.3632485464717565,0.9145,5e-05,22681
20,9048.666666666666,12913.833333333334,0.16666666666666666,0.5513152480125427,34.80187225341797,0.3818794872563381,0.9097500000000001,5e-05,19461
21,8752.166666666666,15915.166666666666,0.16666666666666666,0.5959199070930481,37.62601852416992,0.39580627651633443,0.905,5e-05,18807
22,9646.166666666666,13479.333333333334,0.16666666666666666,0.5945078730583191,38.17955780029297,0.35980910025996926,0.90025,5e-05,20545
23,8992.833333333334,9769.0,0.5,0.5818483233451843,38.6112060546875,0.42775938840526523,0.8955,5e-05,16895
24,8587.0,12004.666666666666,0.3333333333333333,0.6271377205848694,39.99087905883789,0.3568794597176057,0.89075,5e-05,20109
25,10575.833333333334,13130.166666666666,0.16666666666666666,0.5967889428138733,40.783485412597656,0.3962379154059794,0.886,5e-05,19478
26,6825.666666666667,12264.333333333334,0.0,0.5268455743789673,42.40538787841797,0.3270008249862774,0.88125,5e-05,18729
27,9035.166666666666,9067.833333333334,0.6666666666666666,0.5314995050430298,41.92015075683594,0.3934518026339041,0.8765,5e-05,18921
28,9207.5,10398.833333333334,0.3333333333333333,0.6052694320678711,43.00863265991211,0.36515410163918055,0.87175,5e-05,18697
29,11441.5,15445.166666666666,0.3333333333333333,0.6040312647819519,44.94623565673828,0.4809155227386788,0.867,5e-05,18571
30,10011.0,12219.0,0.16666666666666666,0.6510417461395264,46.3498420715332,0.4400324548284213,0.86225,5e-05,16823
31,8082.5,16796.5,0.0,0.6164490580558777,48.91542434692383,0.39186460045831545,0.8574999999999999,5e-05,21297
32,10130.5,10912.166666666666,0.3333333333333333,0.6328343152999878,49.11201477050781,0.38853045341683856,0.85275,5e-05,16936
33,10013.833333333334,14598.166666666666,0.0,0.6488490104675293,48.195457458496094,0.44101013051612037,0.848,5e-05,17851
34,10372.333333333334,15092.666666666666,0.16666666666666666,0.6489059329032898,50.3894157409668,0.4359597014646008,0.8432499999999999,5e-05,18510
35,9254.166666666666,11667.5,0.16666666666666666,0.5744514465332031,48.572776794433594,0.3954823358853658,0.8384999999999999,5e-05,19064
36,8351.833333333334,13296.5,0.16666666666666666,0.5512238144874573,52.44675064086914,0.40494919831261916,0.83375,5e-05,17218
37,7617.666666666667,14260.333333333334,0.0,0.5490677952766418,52.567203521728516,0.42068028314547107,0.8290000000000001,5e-05,19628
38,9837.0,12683.333333333334,0.3333333333333333,0.6255141496658325,50.74209213256836,0.43145502846182127,0.8242499999999999,5e-05,20581
39,10674.333333333334,15121.5,0.5,0.6228412389755249,54.14395523071289,0.44282445025770634,0.8195,5e-05,18651
40,11109.166666666666,16378.333333333334,0.0,0.6377711296081543,53.823265075683594,0.46226547058257794,0.81475,5e-05,18414
41,11014.833333333334,14202.333333333334,0.16666666666666666,0.5891019701957703,54.207820892333984,0.43258487651260885,0.81,5e-05,20860
42,9204.333333333334,14014.666666666666,0.16666666666666666,0.5678965449333191,55.53644561767578,0.42797681694229445,0.80525,5e-05,18953
43,8405.0,14550.333333333334,0.16666666666666666,0.5725799798965454,56.45232009887695,0.41545541481011444,0.8005,5e-05,18307
44,12491.333333333334,16485.166666666668,0.16666666666666666,0.5865049958229065,57.006568908691406,0.44933081240881056,0.7957500000000001,5e-05,21467
45,10247.333333333334,17059.333333333332,0.16666666666666666,0.55153888463974,56.912841796875,0.3967927602075395,0.791,5e-05,21345
46,7500.0,13745.666666666666,0.16666666666666666,0.561217188835144,59.295692443847656,0.39418480836826825,0.78625,5e-05,17495
47,11868.333333333334,10776.0,0.5,0.5919605493545532,57.29899215698242,0.43579240842365924,0.7815,5e-05,20662
48,9307.5,13047.666666666666,0.16666666666666666,0.5829489231109619,58.51523971557617,0.4214537426829338,0.77675,5e-05,20339
49,9842.666666666666,14038.833333333334,0.3333333333333333,0.5995498299598694,61.13208770751953,0.445775287992814,0.772,5e-05,17163
50,12039.0,12218.5,0.6666666666666666,0.6197352409362793,57.81932830810547,0.43322428475533215,0.76725,5e-05,21453
51,8919.166666666666,12784.333333333334,0.16666666666666666,0.5895267724990845,58.49477005004883,0.42514595210552214,0.7625,5e-05,19079
52,10546.833333333334,14884.666666666666,0.16666666666666666,0.5910899043083191,60.883216857910156,0.48444255828102933,0.75775,5e-05,20110
53,8935.166666666666,14098.333333333334,0.3333333333333333,0.5637667179107666,60.45795440673828,0.43818846501802144,0.753,5e-05,19426
54,12374.833333333334,15327.166666666666,0.3333333333333333,0.586391806602478,60.895545959472656,0.46845307824916615,0.74825,5e-05,21967
55,10130.5,14718.5,0.16666666666666666,0.5881345868110657,61.52145004272461,0.4338620239264005,0.7434999999999999,5e-05,19603
56,7499.0,11596.166666666666,0.16666666666666666,0.5402786135673523,62.06332778930664,0.454400741241195,0.73875,5e-05,16876
57,8484.333333333334,9798.666666666666,0.3333333333333333,0.5825917720794678,61.6676025390625,0.4118637620087932,0.734,5e-05,17341
58,7233.5,13969.333333333334,0.0,0.5867428779602051,60.72599411010742,0.42558659079634115,0.7292500000000001,5e-05,20696
59,10879.5,9689.0,0.5,0.6021925210952759,60.46141815185547,0.4572959555976692,0.7244999999999999,5e-05,22174
60,8757.166666666666,13599.833333333334,0.16666666666666666,0.614833652973175,62.16526794433594,0.4578584175752966,0.7197500000000001,5e-05,19280
61,8250.166666666666,11518.333333333334,0.3333333333333333,0.5806296467781067,63.14974594116211,0.42898588785619446,0.715,5e-05,16721
62,7630.666666666667,14321.5,0.0,0.5434480309486389,63.468345642089844,0.4561423837310738,0.71025,5e-05,18425
63,11437.666666666666,11677.166666666666,0.3333333333333333,0.5650056600570679,61.33737564086914,0.4704632183796243,0.7054999999999999,5e-05,20096
64,6992.666666666667,13276.0,0.0,0.5220544338226318,62.15427017211914,0.4178678913936987,0.7007500000000001,5e-05,19474
65,9179.666666666666,16316.5,0.0,0.62111896276474,63.496337890625,0.4823202369468553,0.696,5e-05,17878
66,10265.333333333334,16419.833333333332,0.16666666666666666,0.5833929181098938,62.1286506652832,0.4637367721737885,0.69125,5e-05,20808
67,10505.166666666666,10771.333333333334,0.5,0.5762410163879395,61.05347442626953,0.4252513575333136,0.6864999999999999,5e-05,20557
68,7829.333333333333,16711.0,0.0,0.5712146759033203,64.96353912353516,0.4408451726903086,0.6817500000000001,5e-05,17503
69,8821.166666666666,13874.5,0.16666666666666666,0.5641393661499023,62.06672286987305,0.49861351700572226,0.6769999999999999,5e-05,19598
70,7484.0,15242.166666666666,0.0,0.554252564907074,64.39420318603516,0.5056419836623328,0.67225,5e-05,17860
71,8661.666666666666,11243.833333333334,0.3333333333333333,0.6204216480255127,61.93770217895508,0.49126605360823516,0.6675,5e-05,17304
72,9341.833333333334,14379.0,0.16666666666666666,0.5797830820083618,64.06414794921875,0.4561476457118988,0.6627500000000001,5e-05,19152
73,7237.5,12769.666666666666,0.0,0.593304455280304,62.799102783203125,0.47390532154928555,0.658,5e-05,16773
74,8629.0,14585.333333333334,0.16666666666666666,0.5604666471481323,62.712646484375,0.4789666718779466,0.65325,5e-05,19921
75,7447.833333333333,14981.833333333334,0.0,0.5578677654266357,62.1941032409668,0.49257039258049595,0.6485,5e-05,18270
76,8222.5,15019.666666666666,0.0,0.5556607842445374,60.94101333618164,0.5028990973049486,0.64375,5e-05,18105
77,9062.166666666666,13358.666666666666,0.0,0.5813432931900024,60.061737060546875,0.5133073993523916,0.639,5e-05,18957
78,7207.166666666667,10334.5,0.16666666666666666,0.5475885272026062,61.51376724243164,0.4610214872019632,0.63425,5e-05,17707
79,7686.5,11535.166666666666,0.0,0.5694924592971802,62.50424575805664,0.4872057410803708,0.6295,5e-05,16662
80,6463.5,13064.166666666666,0.16666666666666666,0.553693413734436,59.71189880371094,0.47893542960866703,0.62475,5e-05,19539
81,9117.333333333334,13349.166666666666,0.16666666666666666,0.5948247313499451,61.95725631713867,0.5242659562342876,0.62,5e-05,18853
82,8957.166666666666,16538.666666666668,0.0,0.5655606985092163,61.01343536376953,0.5013908366491269,0.61525,5e-05,19500
83,9892.333333333334,15937.0,0.16666666666666666,0.554343044757843,59.513282775878906,0.5169459223747254,0.6105,5e-05,20276
84,10048.333333333334,13477.0,0.3333333333333333,0.5182550549507141,58.180076599121094,0.5337696523340636,0.60575,5e-05,21766
85,8400.333333333334,12691.666666666666,0.16666666666666666,0.5870837569236755,62.11686325073242,0.4937998001064573,0.6010000000000001,5e-05,17833
86,8609.333333333334,14363.833333333334,0.0,0.5469737648963928,60.343650817871094,0.5407047191181699,0.59625,5e-05,18940
87,7192.166666666667,11345.5,0.3333333333333333,0.5264312624931335,61.70115661621094,0.45989729967471715,0.5915,5e-05,18832
88,7541.166666666667,10561.5,0.0,0.5598925352096558,60.39073944091797,0.4830648360507829,0.58675,5e-05,17717
89,6387.166666666667,14848.666666666666,0.0,0.5742738246917725,62.566307067871094,0.41138312710183006,0.5820000000000001,5e-05,17740
90,7026.666666666667,11532.666666666666,0.3333333333333333,0.5856657028198242,61.065040588378906,0.4770695651984877,0.5772499999999999,5e-05,18325
91,8065.833333333333,20097.666666666668,0.0,0.5419109463691711,61.252132415771484,0.5198625043416635,0.5725,5e-05,19734
92,5133.5,12642.833333333334,0.0,0.5752753019332886,64.73196411132812,0.49160438727947975,0.56775,5e-05,15751
93,7099.666666666667,13039.333333333334,0.16666666666666666,0.5418437123298645,61.99552536010742,0.5035175793412803,0.5630000000000001,5e-05,17590
94,6350.666666666667,15299.0,0.0,0.5299615859985352,61.54658889770508,0.46847203238443896,0.5582499999999999,5e-05,19693
95,9140.166666666666,10969.333333333334,0.3333333333333333,0.5776852369308472,60.64191818237305,0.4775500715198651,0.5535,5e-05,18014
96,7053.5,11161.0,0.3333333333333333,0.588874340057373,61.564247131347656,0.5193064199252562,0.5487500000000001,5e-05,16682
97,6698.166666666667,14836.0,0.0,0.588764488697052,65.18875885009766,0.4692092515894624,0.544,5e-05,15583
98,8014.833333333333,14115.333333333334,0.16666666666666666,0.5113048553466797,57.69771957397461,0.530242304580334,0.53925,5e-05,19882
99,7868.166666666667,14932.333333333334,0.16666666666666666,0.560059130191803,59.2049560546875,0.5046479835724219,0.5345,5e-05,19806
100,7291.166666666667,13408.666666666666,0.0,0.5435198545455933,58.730838775634766,0.5601224609663789,0.52975,5e-05,18146
