episode,phase,dep_agent,dep_opp,win_rate,ship_kl,ship_entropy,ship_vloss,clipfrac,spawn_kl,lambda_bc,my_wrecks,enemy_kills,dropoffs,spawns,peak_ships,n_steps,secs
88,ppo,12199.166666666666,12773.333333333334,0.5,0.001980840706623568,0.14100121208446942,0.8296983418396756,0.026234397590003185,-2.794242981406884e-05,0.47800000000000004,100,3,1,147,32,40373,72.2
89,ppo,11155.833333333334,18862.833333333332,0.3333333333333333,0.0042286838365817115,0.1657679902834102,0.7809616339228409,0.030200901899303568,0.00015424825251099487,0.472,100,3,1,175,37,46664,80.6
90,ppo,13715.333333333334,13320.166666666666,0.6666666666666666,0.0035472230519003212,0.15442607929253085,1.043273794897981,0.028429421327881895,-1.95600674485578e-05,0.46599999999999997,112,2,2,173,32,45111,78.8
91,ppo,19425.5,18302.666666666668,0.5,0.00305137035420871,0.15327722969509305,1.3487196545099782,0.030737291330285063,0.00047871005174139706,0.46,130,2,2,199,45,51742,85.3
92,ppo,9557.666666666666,5863.166666666667,0.8333333333333334,0.0018356156092762064,0.1336591954163292,0.9649870602838826,0.02563537751210102,-0.00029385406038879105,0.45399999999999996,94,2,1,147,35,38698,68.4
93,ppo,22006.5,9194.0,0.8333333333333334,0.004362244177279939,0.1732692754536301,1.1311535862546305,0.0344149560727089,-2.49952491785758e-06,0.44800000000000006,122,1,2,180,42,49201,79.3
94,ppo,17656.166666666668,18212.0,0.6666666666666666,0.00409953964275441,0.14590130580323082,1.150432104894093,0.02679315476190476,3.131535553014449e-05,0.442,117,5,2,161,36,44561,77.3
95,ppo,11914.833333333334,6641.5,1.0,0.0037905119942302037,0.14528890505464323,0.9602535090856332,0.02691323189084385,-8.27842387233583e-11,0.43599999999999994,108,1,2,154,51,40476,71.3
96,ppo,18156.0,10753.333333333334,0.6666666666666666,0.0031073399754170555,0.17418828675749176,0.787314820188013,0.03155475395209523,-9.273977355202707e-05,0.43000000000000005,110,3,1,170,38,45028,77.8
97,ppo,11229.333333333334,15692.333333333334,0.5,0.0037559160759927336,0.1324244195053458,0.7120318536239323,0.02638537652776191,6.0225526491800945e-09,0.424,98,3,1,159,40,44050,76.9
98,ppo,13829.833333333334,10841.833333333334,0.8333333333333334,0.0045722136649308225,0.14620637724036945,0.6132183770338694,0.03043014424529015,0.00013229971130690465,0.41800000000000004,127,5,0,171,33,46654,80.3
99,ppo,8671.5,19400.333333333332,0.6666666666666666,0.0036524289211683006,0.14007734729773183,0.7744750091025191,0.02780454538777806,0.00028384805708701796,0.41200000000000003,78,2,1,154,43,41510,73.1
100,ppo,10736.666666666666,5818.0,0.8333333333333334,0.0031351980528127963,0.14907825240033876,0.6346904053906484,0.0276914798667324,0.0006656616563986972,0.40599999999999997,105,7,0,169,52,43592,76.1
101,ppo,21076.166666666668,10579.666666666666,0.6666666666666666,0.0030714312354878834,0.16976805656724345,0.989357923467954,0.030281573072136417,0.0021731993856102844,0.4,101,5,2,149,43,41890,71.3
102,ppo,18927.5,8790.5,0.8333333333333334,0.0031110245786965585,0.1594271624142653,1.0978277773900609,0.03243526111775469,3.575150806985524e-06,0.394,119,3,3,192,43,51438,82.7
103,ppo,12909.0,20767.5,0.5,0.002441789854871113,0.14472809933671138,0.6835915949044189,0.026455580983765242,0.0008872619621494474,0.38799999999999996,94,4,0,152,39,41758,75.9
104,ppo,8344.0,9958.666666666666,0.6666666666666666,0.002871659152076926,0.16458355776296976,0.7205720238196545,0.03124684370600451,1.1554608893978487e-06,0.382,98,7,0,211,56,53230,90.2
105,ppo,9384.5,9589.5,0.8333333333333334,0.004165314431436196,0.16436254981961954,0.6119116178119647,0.0321491794336064,-0.00010120082297362387,0.376,106,4,0,200,38,50318,85.6
106,ppo,14799.666666666666,17673.5,0.5,0.004104798533833666,0.13421663488252825,0.7735403686158125,0.02730778085400606,0.004498270788462833,0.37000000000000005,101,4,1,167,41,46120,77.9
107,ppo,18256.666666666668,4154.166666666667,1.0,0.0018507226298923693,0.15999332761999527,1.57568549020316,0.031706325509535366,4.225978369080489e-06,0.364,126,6,2,180,36,47414,79.0
108,ppo,18069.166666666668,7076.333333333333,0.6666666666666666,0.0021191841861843055,0.1516630398259989,1.5366969763707485,0.02971860214455187,-0.0004755872068926692,0.358,108,4,2,230,47,58036,90.4
109,ppo,13921.0,8194.833333333334,0.8333333333333334,0.0014962784013786243,0.14455384089081896,1.0665758896399946,0.025434262936423514,0.018640668550506233,0.35200000000000004,100,2,1,127,24,34750,65.3
110,ppo,14207.333333333334,11429.833333333334,0.5,0.010365553804759103,0.16804063926473453,1.195717553797159,0.037155415404941786,0.0002505686871195234,0.346,86,6,2,178,51,45650,77.2
111,ppo,11926.833333333334,7397.666666666667,0.8333333333333334,0.003218231699645036,0.16773215383291246,0.8481271854153386,0.02901273147651443,1.905194173256556e-05,0.3400000000000001,115,3,2,178,35,45999,78.9
112,ppo,9328.666666666666,15685.166666666666,0.5,0.002624635199232206,0.13239430383605472,0.6874619747622538,0.027983757062146893,0.00012835387606173753,0.334,89,2,0,171,34,45093,79.8
113,ppo,8772.166666666666,23412.5,0.5,0.003920077531320828,0.16517172697650728,0.5705557278103166,0.03233442953483543,0.00042415360342905236,0.32799999999999996,91,3,0,204,54,50809,87.8
114,ppo,18235.166666666668,17905.5,0.5,0.0030046265087770047,0.15850609543624225,1.194612936286239,0.032644721355524146,2.0922679545935335e-07,0.32200000000000006,121,7,2,181,57,47283,82.3
115,ppo,11532.0,16984.166666666668,0.6666666666666666,0.004643563665898712,0.13214993471286718,0.4433132379075115,0.028109582078255965,1.0306636492411295e-08,0.316,123,2,0,163,34,45494,80.1
116,ppo,24668.833333333332,19699.0,0.5,0.004986846540747675,0.16491735633462667,1.753480167906032,0.036346084770114945,0.0013122856979255932,0.30999999999999994,98,2,4,152,35,44289,75.3
117,ppo,17345.166666666668,12318.833333333334,0.6666666666666666,0.01190654798047437,0.15733094680814233,1.0012996730773709,0.033324590072886504,6.557284456600124e-05,0.30400000000000005,105,6,2,166,34,46093,77.9
118,ppo,16832.833333333332,8573.333333333334,0.8333333333333334,0.004411640739796662,0.1421410325741352,1.1568520197919172,0.029346902744642408,1.831016399667836e-05,0.298,98,6,2,162,42,43965,73.0
119,ppo,12063.166666666666,10599.0,0.5,0.003398671306971433,0.16124712919976827,0.8654072878512551,0.02909742724080657,0.00016650574074850155,0.29200000000000004,110,2,1,181,44,45410,81.6
120,ppo,14462.0,15298.833333333334,0.6666666666666666,0.0031782393910389423,0.15976335403198996,1.337591213484605,0.029320971999726626,9.776931644106905e-05,0.28600000000000003,115,2,2,175,38,44870,79.9
121,ppo,16237.0,10257.333333333334,0.8333333333333334,0.004057751043569069,0.18468454168216,1.3435819121759112,0.03387405912626565,0.0023112728478736242,0.27999999999999997,100,4,3,164,44,41819,73.1
122,ppo,15115.166666666666,20167.833333333332,0.3333333333333333,0.0026719640009105206,0.1551960091365624,0.9296253701304175,0.029307437510943463,8.6963797348479e-07,0.274,110,4,1,150,37,40148,75.5
123,ppo,15134.166666666666,22812.333333333332,0.3333333333333333,0.0054418074350061066,0.137642685534307,0.8962034502478896,0.028571522212799346,0.0020461535003658327,0.268,112,7,1,164,33,46833,81.4
124,ppo,11062.666666666666,17999.333333333332,0.3333333333333333,0.003920575004788891,0.13323720767185454,0.6859029980028063,0.02650195510103935,5.9208536458754676e-05,0.26200000000000007,89,4,1,151,35,41961,75.2
125,ppo,16595.166666666668,10648.666666666666,0.8333333333333334,0.004317111010261049,0.16318707516642683,0.7469988333230669,0.031000566594725984,0.00028349650201562324,0.256,94,4,1,170,43,45053,75.8
126,ppo,14282.0,16446.666666666668,0.5,0.003158124995858321,0.1581827769750249,0.6890871351330934,0.030035025686368174,0.00025983224622905254,0.24999999999999997,116,2,1,197,43,51960,87.4
127,ppo,17118.333333333332,18239.833333333332,0.5,0.003085760296411985,0.1454801872298492,0.7336788897095232,0.02917342482885318,2.4965865951405894e-05,0.24400000000000005,111,2,1,187,45,51385,83.1
128,ppo,22971.666666666668,8293.5,0.8333333333333334,0.0018050986420595167,0.178764166562876,1.3302811084540336,0.032718871460865925,0.0005232919007539749,0.238,121,4,3,173,40,46467,75.6
129,ppo,17246.666666666668,12055.166666666666,0.5,0.0027887175891160754,0.1426941816033089,1.1639200878942244,0.027386004565122687,4.969380477430896e-05,0.23199999999999996,103,2,2,180,38,48173,82.6
130,ppo,21936.833333333332,13182.833333333334,0.6666666666666666,0.004367035027538048,0.18137404125909207,1.1301026605438478,0.0337107876782911,0.0005744741509261075,0.22600000000000003,113,6,3,190,50,51530,84.8
131,ppo,12537.5,9426.5,0.6666666666666666,0.0034418136849882594,0.15023539971066205,0.5423256806682087,0.028089909877721555,-0.00011574074416860942,0.21999999999999997,100,3,0,174,41,47583,78.5
132,ppo,17085.333333333332,14578.833333333334,0.5,0.0028808905754268248,0.15111545371074303,0.9668591778439847,0.031083935894961875,1.782256488998731e-06,0.21400000000000002,113,2,1,180,42,47802,80.3
133,ppo,27181.833333333332,13665.333333333334,0.8333333333333334,0.004116691820877933,0.18772987816005182,1.5443497516023807,0.03697640621939149,0.0005718058793415063,0.20800000000000002,132,4,4,204,50,53075,86.2
134,ppo,11499.166666666666,10272.0,0.8333333333333334,0.004552838797853501,0.1553271385386087,0.6549448477107591,0.033313387091644435,-0.0003355274132142464,0.20199999999999996,111,4,0,183,46,48233,84.4
135,ppo,18763.666666666668,13390.166666666666,0.5,0.004799726828172339,0.16398504526928218,1.425327128131783,0.0369771997466282,3.450556865184732e-05,0.196,120,4,3,208,50,50654,84.3
136,ppo,11556.666666666666,21487.666666666668,0.3333333333333333,0.00417366840540328,0.13946085004510894,0.6189615477998284,0.029696306360708535,0.00015793543102013234,0.19,99,1,0,192,48,52756,88.8
137,ppo,12972.5,9673.666666666666,0.6666666666666666,0.0019402303363234307,0.16356862532730038,0.894090854906821,0.03213585352709702,0.0036870202010807892,0.18400000000000005,99,5,1,151,59,37748,70.1
138,ppo,10040.833333333334,5661.833333333333,1.0,0.006051527500250351,0.15195015937254575,0.6904585785464029,0.03165045657416404,1.2554849237863171e-06,0.178,103,6,0,174,43,46176,79.3
139,ppo,14411.5,9950.5,0.8333333333333334,0.004232112766265033,0.15397542220826196,0.8061916292107144,0.031480249589180005,0.0001882403261131612,0.172,134,5,1,208,41,51681,84.5
140,ppo,14737.833333333334,19248.833333333332,0.3333333333333333,0.003207198220403179,0.14644049843936635,1.0566545997795305,0.027879425546709906,1.696093628803889e-07,0.16600000000000004,104,3,3,180,44,48571,84.9
141,ppo,13069.666666666666,24305.166666666668,0.3333333333333333,0.005647459349660366,0.14456871744049224,0.49552806806668903,0.03198115061151616,0.0,0.15999999999999998,103,1,0,172,33,48603,85.6
142,ppo,18840.666666666668,13950.666666666666,0.6666666666666666,0.004189787254190294,0.16574484475572174,0.566519729382948,0.03249832759938838,0.0002223442162479235,0.15400000000000005,126,6,1,207,44,55561,91.3
143,ppo,14422.5,21425.666666666668,0.3333333333333333,0.003709847475644144,0.18398315659994743,0.670868116667329,0.03684494523644812,0.00029235747643857244,0.14800000000000002,120,5,0,212,47,55769,95.6
144,ppo,21768.833333333332,14562.5,0.8333333333333334,0.004353570981255048,0.18181507039948233,1.2464733696320938,0.0371796579122366,-0.0002857013243556139,0.14199999999999996,134,7,3,230,44,57176,92.5
145,ppo,13991.5,6461.333333333333,1.0,0.006008529778659909,0.2032994485754179,0.7722983510620827,0.04065303896776343,0.0001433891321842869,0.13600000000000004,127,8,1,249,53,57615,94.1
