episode,reward,avg100_reward,deposited,mean_entropy,elapsed_sec,stay,north,east,south,west,random,home
277,976.00,667.27,804,1.528,95.1,0.250,0.069,0.097,0.000,0.014,0.097,0.472
278,824.00,670.88,762,1.785,95.3,0.144,0.137,0.187,0.072,0.086,0.101,0.273
279,458.00,666.83,366,1.899,95.8,0.147,0.138,0.186,0.105,0.084,0.174,0.168
280,446.00,666.84,386,1.774,96.0,0.168,0.042,0.210,0.143,0.059,0.118,0.261
281,280.00,661.18,280,0.527,96.1,0.000,0.000,0.037,0.037,0.000,0.000,0.926
282,618.00,662.65,532,1.810,96.3,0.142,0.038,0.126,0.169,0.071,0.246,0.208
283,405.00,666.46,405,1.475,96.5,0.064,0.026,0.090,0.103,0.026,0.141,0.551
284,184.00,660.29,264,1.861,96.9,0.110,0.047,0.137,0.224,0.047,0.177,0.258
285,327.00,662.33,407,1.897,97.5,0.131,0.082,0.142,0.186,0.103,0.180,0.175
286,303.00,660.73,322,1.887,97.7,0.119,0.082,0.134,0.149,0.149,0.187,0.179
287,601.00,661.22,442,1.393,97.8,0.120,0.000,0.000,0.180,0.020,0.220,0.460
288,475.00,658.65,441,1.882,98.0,0.088,0.056,0.128,0.168,0.120,0.272,0.168
289,224.00,651.27,298,1.889,98.2,0.124,0.093,0.163,0.124,0.109,0.155,0.233
290,259.00,646.30,314,1.900,98.4,0.144,0.063,0.072,0.117,0.153,0.306,0.144
291,442.00,638.60,476,1.928,99.2,0.124,0.132,0.145,0.191,0.100,0.174,0.134
292,538.00,635.94,548,1.929,99.8,0.158,0.103,0.149,0.126,0.165,0.195,0.105
293,1094.00,629.48,832,1.626,100.0,0.349,0.060,0.217,0.060,0.072,0.060,0.181
294,395.00,627.68,330,1.154,100.1,0.500,0.000,0.259,0.000,0.037,0.037,0.167
295,426.00,628.55,411,1.893,100.3,0.224,0.075,0.255,0.087,0.075,0.149,0.137
296,375.00,626.10,308,1.931,100.8,0.194,0.096,0.203,0.101,0.127,0.149,0.130
297,1194.00,635.11,1124,1.918,101.6,0.123,0.132,0.143,0.151,0.164,0.162,0.125
298,330.00,636.31,294,1.923,101.9,0.156,0.070,0.191,0.176,0.116,0.211,0.080
299,528.00,637.40,530,1.912,102.1,0.078,0.108,0.196,0.147,0.176,0.206,0.088
300,796.00,637.17,715,1.913,102.4,0.119,0.132,0.106,0.119,0.232,0.192,0.099
301,639.00,639.35,601,1.908,102.8,0.176,0.105,0.176,0.115,0.169,0.186,0.074
302,557.00,639.64,353,1.885,103.1,0.181,0.063,0.228,0.189,0.102,0.157,0.079
303,652.00,637.51,576,1.923,103.3,0.137,0.131,0.255,0.072,0.098,0.209,0.098
304,511.00,634.61,536,1.936,103.7,0.199,0.161,0.171,0.123,0.114,0.123,0.109
305,439.00,631.65,441,1.909,103.9,0.209,0.127,0.127,0.155,0.136,0.136,0.109
306,780.00,631.39,766,1.933,104.2,0.201,0.136,0.114,0.120,0.190,0.120,0.120
307,456.00,620.78,329,1.927,104.7,0.139,0.101,0.146,0.118,0.205,0.132,0.160
308,893.00,625.54,831,1.899,105.2,0.146,0.090,0.129,0.124,0.213,0.197,0.101
309,551.00,618.13,434,1.899,105.8,0.191,0.093,0.130,0.079,0.181,0.153,0.172
310,386.00,619.71,369,1.903,106.1,0.181,0.096,0.145,0.078,0.169,0.127,0.205
311,489.00,613.70,484,1.860,106.3,0.157,0.083,0.157,0.124,0.182,0.091,0.207
312,315.00,613.34,261,1.937,106.8,0.169,0.082,0.141,0.149,0.141,0.137,0.180
313,647.00,606.59,614,1.930,107.2,0.171,0.127,0.124,0.096,0.163,0.147,0.171
314,407.00,601.74,299,1.136,107.3,0.320,0.000,0.140,0.040,0.000,0.060,0.440
315,417.00,598.40,391,1.632,107.4,0.352,0.014,0.155,0.056,0.085,0.056,0.282
316,388.00,597.06,361,1.883,107.6,0.171,0.073,0.195,0.138,0.138,0.106,0.179
317,582.00,590.75,622,1.837,107.8,0.289,0.079,0.145,0.092,0.145,0.066,0.184
318,493.00,590.28,493,1.268,107.8,0.359,0.000,0.051,0.026,0.026,0.128,0.410
319,385.00,586.11,381,1.931,108.5,0.130,0.144,0.137,0.142,0.154,0.149,0.144
320,274.00,581.06,265,1.910,108.9,0.129,0.133,0.155,0.116,0.185,0.215,0.069
321,343.00,580.79,360,1.906,109.4,0.164,0.112,0.171,0.118,0.158,0.214,0.062
322,1127.00,588.17,865,1.830,109.6,0.160,0.062,0.173,0.136,0.198,0.148,0.123
323,493.00,587.98,555,1.926,110.1,0.123,0.120,0.160,0.114,0.175,0.184,0.123
324,807.00,591.16,814,1.935,111.0,0.128,0.131,0.160,0.115,0.155,0.195,0.116
325,124.00,587.59,194,1.892,111.1,0.212,0.071,0.153,0.071,0.165,0.176,0.153
326,545.00,586.02,500,1.917,111.7,0.201,0.107,0.138,0.096,0.176,0.171,0.110
327,1000.00,588.49,1080,1.841,111.8,0.131,0.060,0.119,0.095,0.333,0.167,0.095
328,733.00,591.06,516,1.924,112.1,0.151,0.171,0.178,0.125,0.184,0.118,0.072
329,330.00,589.33,294,1.937,112.9,0.181,0.127,0.157,0.146,0.121,0.148,0.120
330,322.00,583.38,378,1.883,113.4,0.094,0.148,0.118,0.160,0.202,0.175,0.103
331,493.00,578.86,315,1.417,113.5,0.091,0.045,0.009,0.064,0.373,0.364,0.055
332,631.00,577.94,576,1.865,114.0,0.096,0.122,0.137,0.119,0.170,0.259,0.096
333,498.00,576.88,474,1.895,114.6,0.150,0.163,0.094,0.083,0.195,0.217,0.099
334,761.00,575.90,705,1.818,114.7,0.159,0.193,0.057,0.034,0.125,0.273,0.159
335,500.00,567.80,384,1.899,115.0,0.146,0.117,0.139,0.073,0.146,0.197,0.182
336,325.00,564.56,239,1.916,115.3,0.167,0.136,0.187,0.106,0.116,0.177,0.111
337,356.00,561.40,383,1.911,115.6,0.135,0.163,0.183,0.111,0.168,0.163,0.077
338,940.00,565.69,708,1.880,116.0,0.180,0.154,0.167,0.083,0.123,0.219,0.075
339,363.00,565.79,346,1.911,116.4,0.177,0.135,0.142,0.082,0.241,0.163,0.060
340,912.00,570.20,887,1.923,117.2,0.166,0.128,0.170,0.122,0.160,0.132,0.120
341,828.00,565.52,803,1.887,117.7,0.204,0.089,0.185,0.118,0.140,0.191,0.073
342,865.00,571.57,855,1.867,117.9,0.277,0.081,0.095,0.108,0.189,0.155,0.095
343,977.00,578.12,839,1.885,118.3,0.206,0.066,0.173,0.136,0.165,0.156,0.099
344,565.00,579.29,645,1.910,118.7,0.171,0.063,0.108,0.149,0.171,0.238,0.100
345,382.00,572.00,378,1.888,119.0,0.144,0.091,0.118,0.118,0.187,0.187,0.155
346,466.00,568.78,476,1.924,119.5,0.174,0.137,0.097,0.130,0.161,0.167,0.134
347,769.00,567.29,741,1.914,120.2,0.159,0.108,0.146,0.108,0.186,0.186,0.108
348,614.00,569.47,602,1.901,120.6,0.118,0.105,0.131,0.093,0.224,0.198,0.131
349,1318.00,578.62,1015,1.808,120.7,0.099,0.055,0.055,0.132,0.253,0.220,0.187
350,1023.00,581.21,916,1.885,120.9,0.183,0.073,0.073,0.073,0.220,0.232,0.146
351,557.00,583.69,563,1.929,121.5,0.143,0.114,0.164,0.101,0.156,0.183,0.140
352,934.00,590.13,905,1.867,121.7,0.165,0.074,0.107,0.099,0.149,0.190,0.215
353,1216.00,592.44,947,1.850,121.9,0.205,0.096,0.133,0.036,0.145,0.289,0.096
354,672.00,591.91,661,1.894,122.2,0.178,0.101,0.154,0.130,0.142,0.142,0.154
355,363.00,591.01,249,1.901,122.7,0.207,0.095,0.197,0.099,0.151,0.125,0.125
356,418.00,590.03,395,1.905,123.4,0.163,0.135,0.205,0.093,0.147,0.139,0.119
357,752.00,589.06,596,1.407,123.6,0.090,0.033,0.426,0.156,0.066,0.148,0.082
358,135.00,578.16,177,1.463,123.9,0.027,0.034,0.527,0.199,0.062,0.082,0.068
359,83.00,574.45,148,1.582,124.0,0.031,0.071,0.490,0.173,0.071,0.092,0.071
360,630.00,577.61,623,1.877,124.4,0.118,0.169,0.181,0.148,0.203,0.046,0.135
361,198.00,571.61,164,1.611,124.5,0.033,0.049,0.393,0.213,0.131,0.082,0.098
362,884.00,576.28,314,1.736,124.9,0.133,0.087,0.251,0.156,0.137,0.099,0.137
363,24.00,569.63,77,1.336,125.0,0.000,0.025,0.605,0.222,0.099,0.012,0.037
364,1302.00,570.25,1099,1.712,125.3,0.056,0.087,0.323,0.179,0.174,0.072,0.108
365,328.00,568.60,214,1.674,125.8,0.037,0.056,0.333,0.199,0.191,0.086,0.097
366,903.00,570.20,789,1.646,126.0,0.049,0.063,0.345,0.141,0.261,0.085,0.056
367,552.00,570.38,402,1.653,126.4,0.042,0.079,0.310,0.151,0.259,0.088,0.071
368,788.00,573.58,760,1.679,126.6,0.046,0.066,0.238,0.205,0.298,0.060,0.086
369,279.00,565.36,359,1.809,127.0,0.061,0.090,0.220,0.167,0.261,0.098,0.102
370,359.00,562.63,315,1.899,127.5,0.095,0.174,0.174,0.161,0.168,0.132,0.095
371,389.00,562.64,362,1.904,128.0,0.113,0.159,0.173,0.148,0.184,0.118,0.104
372,620.00,562.32,497,1.851,128.4,0.147,0.107,0.129,0.201,0.246,0.116,0.054
373,299.00,564.10,379,1.864,128.6,0.105,0.091,0.196,0.105,0.336,0.098,0.070
374,660.00,565.38,532,1.916,129.0,0.124,0.165,0.157,0.157,0.202,0.124,0.070
375,725.00,569.55,742,1.687,129.0,0.077,0.135,0.231,0.096,0.288,0.096,0.077
376,1399.00,576.38,1224,1.870,129.2,0.098,0.143,0.188,0.105,0.218,0.135,0.113
377,184.00,568.46,248,1.818,129.4,0.062,0.146,0.208,0.146,0.240,0.125,0.073
378,613.00,566.35,508,1.758,129.6,0.067,0.095,0.238,0.076,0.286,0.200,0.038
379,533.00,567.10,334,1.901,130.0,0.159,0.159,0.137,0.105,0.206,0.134,0.101
380,1087.00,573.51,924,1.794,130.2,0.059,0.101,0.244,0.084,0.261,0.176,0.076
381,1035.00,581.06,764,1.829,130.5,0.100,0.121,0.311,0.068,0.158,0.158,0.084
382,701.00,581.89,747,1.821,130.9,0.090,0.152,0.242,0.043,0.180,0.215,0.078
383,825.00,586.09,646,1.866,131.2,0.088,0.137,0.212,0.049,0.195,0.221,0.097
384,474.00,588.99,466,1.880,131.5,0.071,0.129,0.206,0.065,0.159,0.288,0.082
385,538.00,591.10,510,1.893,131.8,0.131,0.248,0.098,0.098,0.154,0.182,0.089
386,457.00,592.64,362,1.925,132.3,0.171,0.218,0.124,0.097,0.141,0.144,0.106
387,561.00,592.24,291,1.928,132.7,0.103,0.185,0.150,0.172,0.163,0.107,0.120
388,363.00,591.12,401,1.915,133.0,0.151,0.147,0.165,0.138,0.110,0.138,0.151
389,537.00,594.25,555,1.924,133.3,0.216,0.103,0.157,0.127,0.167,0.108,0.123
390,442.00,596.08,273,1.927,133.7,0.279,0.114,0.122,0.122,0.135,0.109,0.118
391,440.00,596.06,424,1.915,133.9,0.161,0.097,0.065,0.129,0.177,0.169,0.202
392,1204.00,602.72,1151,1.867,134.0,0.188,0.040,0.109,0.198,0.099,0.178,0.188
393,599.00,597.77,639,1.855,134.3,0.133,0.109,0.164,0.219,0.109,0.102,0.164
394,559.00,599.41,379,1.551,134.3,0.059,0.059,0.059,0.275,0.039,0.373,0.137
395,828.00,603.43,679,1.817,134.5,0.202,0.043,0.128,0.191,0.021,0.223,0.191
396,593.00,605.61,314,1.917,134.9,0.174,0.097,0.153,0.132,0.111,0.205,0.128
397,597.00,599.64,288,1.913,135.3,0.251,0.149,0.081,0.140,0.136,0.128,0.115
398,609.00,602.43,326,1.909,135.6,0.230,0.139,0.134,0.153,0.134,0.144,0.067
399,444.00,601.59,325,1.898,135.8,0.140,0.279,0.128,0.128,0.047,0.116,0.163
400,514.00,598.77,497,1.911,136.1,0.193,0.198,0.151,0.156,0.085,0.123,0.094
401,690.00,599.28,767,1.923,136.9,0.123,0.183,0.163,0.109,0.130,0.152,0.140
402,846.00,602.17,603,1.872,137.1,0.142,0.170,0.038,0.217,0.208,0.066,0.160
403,166.00,597.31,121,1.856,137.2,0.103,0.197,0.103,0.325,0.137,0.077,0.060
404,203.00,594.23,257,1.914,137.4,0.132,0.132,0.083,0.174,0.256,0.116,0.107
405,354.00,593.38,346,1.924,138.0,0.191,0.183,0.113,0.131,0.142,0.121,0.119
406,226.00,587.84,195,1.932,138.3,0.150,0.155,0.126,0.141,0.184,0.170,0.073
407,281.00,586.09,308,1.923,138.7,0.162,0.170,0.215,0.113,0.113,0.113,0.113
408,731.00,584.47,673,1.919,139.2,0.195,0.125,0.177,0.113,0.151,0.110,0.128
409,884.00,587.80,839,1.880,139.5,0.136,0.136,0.188,0.136,0.165,0.068,0.170
410,567.00,589.61,607,1.700,139.6,0.039,0.091,0.338,0.156,0.234,0.013,0.130
411,290.00,587.62,288,1.886,139.9,0.075,0.138,0.237,0.131,0.194,0.056,0.169
412,1021.00,594.68,907,1.914,140.5,0.139,0.136,0.188,0.141,0.186,0.094,0.115
413,467.00,592.88,457,1.910,140.8,0.153,0.105,0.201,0.144,0.182,0.062,0.153
414,571.00,594.52,581,1.918,140.9,0.146,0.244,0.085,0.171,0.134,0.073,0.146
415,944.00,599.79,912,1.934,141.2,0.080,0.153,0.124,0.197,0.124,0.139,0.182
416,802.00,603.93,775,1.927,142.1,0.185,0.137,0.158,0.155,0.129,0.118,0.118
417,693.00,605.04,627,1.931,142.4,0.153,0.127,0.122,0.180,0.127,0.175,0.116
418,323.00,603.34,345,1.911,142.8,0.144,0.193,0.133,0.140,0.125,0.159,0.106
419,1131.00,610.80,927,1.880,142.9,0.155,0.175,0.103,0.206,0.103,0.196,0.062
420,125.00,609.31,205,1.911,143.1,0.111,0.154,0.162,0.162,0.154,0.197,0.060
421,670.00,612.58,626,1.921,143.6,0.196,0.199,0.157,0.085,0.132,0.132,0.100
422,456.00,605.87,419,1.913,144.0,0.221,0.156,0.149,0.111,0.156,0.130,0.076
423,675.00,607.69,715,1.805,144.1,0.057,0.143,0.157,0.214,0.086,0.271,0.071
424,590.00,605.52,509,1.924,144.7,0.169,0.138,0.180,0.191,0.108,0.122,0.094
425,371.00,607.99,317,1.916,145.4,0.199,0.175,0.153,0.147,0.117,0.093,0.117
426,566.00,608.20,600,1.890,146.3,0.213,0.166,0.188,0.146,0.075,0.123,0.089
427,593.00,604.13,585,1.871,146.8,0.186,0.133,0.204,0.136,0.072,0.143,0.125
428,807.00,604.87,784,1.915,147.4,0.207,0.166,0.170,0.112,0.070,0.170,0.105
429,686.00,608.43,575,1.914,147.7,0.123,0.210,0.190,0.179,0.041,0.144,0.113
430,897.00,614.18,735,1.928,148.3,0.177,0.146,0.146,0.172,0.109,0.154,0.096
431,847.00,617.72,707,1.531,148.5,0.057,0.057,0.076,0.171,0.029,0.457,0.152
432,409.00,615.50,348,1.900,149.0,0.097,0.103,0.155,0.196,0.094,0.235,0.120
433,409.00,614.61,428,1.890,149.5,0.076,0.176,0.135,0.187,0.100,0.221,0.104
434,715.00,614.15,671,1.750,149.7,0.043,0.121,0.191,0.277,0.043,0.234,0.092
435,318.00,612.33,393,1.920,150.4,0.153,0.133,0.211,0.153,0.095,0.153,0.102
436,368.00,612.76,388,1.885,150.8,0.078,0.087,0.183,0.205,0.059,0.205,0.183
437,1137.00,620.57,1086,1.619,151.0,0.026,0.091,0.091,0.260,0.013,0.312,0.208
438,754.00,618.71,770,1.777,151.4,0.091,0.082,0.134,0.186,0.095,0.234,0.177
439,654.00,621.62,640,1.511,151.7,0.024,0.048,0.071,0.345,0.012,0.345,0.155
440,590.00,618.40,530,1.831,152.0,0.120,0.075,0.090,0.188,0.045,0.203,0.278
441,310.00,613.22,294,1.741,152.1,0.075,0.054,0.161,0.172,0.032,0.194,0.312
442,574.00,610.31,509,1.736,152.3,0.074,0.098,0.115,0.197,0.033,0.221,0.262
443,872.00,609.26,803,1.681,152.5,0.063,0.099,0.090,0.216,0.054,0.189,0.288
444,347.00,607.08,347,1.661,152.7,0.051,0.128,0.064,0.141,0.026,0.154,0.436
445,504.00,608.30,376,1.754,152.9,0.125,0.158,0.117,0.117,0.025,0.125,0.333
446,390.00,607.54,241,1.851,153.1,0.141,0.133,0.133,0.164,0.047,0.078,0.305
447,703.00,606.88,720,1.794,153.2,0.120,0.326,0.174,0.130,0.000,0.087,0.163
448,681.00,607.55,651,1.904,153.6,0.144,0.183,0.173,0.197,0.058,0.115,0.130
449,137.00,595.74,149,1.895,153.8,0.124,0.117,0.214,0.159,0.083,0.145,0.159
450,859.00,594.10,800,1.811,153.9,0.058,0.232,0.087,0.087,0.029,0.290,0.217
451,481.00,593.34,472,1.922,155.4,0.163,0.131,0.150,0.145,0.107,0.128,0.178
452,330.00,587.30,337,1.815,155.9,0.192,0.111,0.246,0.144,0.090,0.150,0.069
453,434.00,579.48,158,1.683,156.2,0.217,0.108,0.287,0.255,0.076,0.032,0.025
454,602.00,578.78,665,1.845,156.7,0.262,0.102,0.212,0.178,0.114,0.074,0.058
455,1339.00,588.54,941,1.630,156.8,0.373,0.084,0.169,0.157,0.145,0.060,0.012
456,447.00,588.83,167,1.694,157.0,0.338,0.143,0.182,0.169,0.104,0.065,0.000
457,679.00,588.10,477,1.819,157.4,0.270,0.128,0.204,0.135,0.102,0.109,0.051
458,1012.00,596.87,789,1.825,157.6,0.301,0.123,0.196,0.166,0.117,0.086,0.012
459,444.00,600.48,408,1.894,158.5,0.181,0.173,0.173,0.130,0.160,0.116,0.068
460,237.00,596.55,82,1.788,158.7,0.182,0.170,0.068,0.239,0.239,0.091,0.011
461,817.00,602.74,736,1.848,159.1,0.165,0.149,0.218,0.152,0.168,0.079,0.070
462,306.00,596.96,330,1.863,159.7,0.115,0.189,0.222,0.181,0.173,0.094,0.026
463,311.00,599.83,308,1.882,160.3,0.139,0.204,0.158,0.153,0.161,0.139,0.046
464,423.00,591.04,457,1.882,160.9,0.135,0.171,0.171,0.181,0.126,0.152,0.063
465,373.00,591.49,442,1.886,161.3,0.149,0.195,0.129,0.185,0.159,0.132,0.050
466,1172.00,594.18,944,1.845,161.6,0.179,0.184,0.173,0.140,0.145,0.123,0.056
467,515.00,593.81,219,1.794,161.9,0.128,0.229,0.122,0.138,0.271,0.096,0.016
468,319.00,589.12,130,1.862,162.3,0.148,0.189,0.174,0.144,0.208,0.114,0.023
469,375.00,590.08,301,1.887,162.7,0.115,0.222,0.194,0.158,0.118,0.147,0.047
470,669.00,593.18,480,1.798,162.8,0.115,0.292,0.146,0.104,0.219,0.104,0.021
471,231.00,591.60,311,1.836,163.0,0.187,0.273,0.165,0.122,0.115,0.108,0.029
472,477.00,590.17,268,1.896,163.4,0.145,0.170,0.187,0.112,0.154,0.199,0.033
473,884.00,596.02,803,1.871,163.9,0.161,0.187,0.133,0.196,0.130,0.127,0.066
474,847.00,597.89,518,1.834,164.3,0.257,0.173,0.121,0.129,0.143,0.151,0.026
475,580.00,596.44,593,1.903,165.2,0.176,0.187,0.123,0.153,0.158,0.139,0.065
476,477.00,587.22,382,1.859,165.4,0.194,0.132,0.132,0.287,0.147,0.085,0.023
477,861.00,593.99,682,1.885,165.9,0.219,0.210,0.087,0.158,0.097,0.129,0.100
478,449.00,592.35,394,1.914,166.5,0.164,0.203,0.102,0.154,0.107,0.146,0.124
479,820.00,595.22,798,1.913,167.2,0.196,0.184,0.102,0.137,0.123,0.145,0.114
480,701.00,591.36,702,1.733,167.5,0.293,0.138,0.126,0.084,0.078,0.210,0.072
481,612.00,587.13,547,1.872,167.8,0.309,0.118,0.110,0.073,0.118,0.175,0.098
482,480.00,584.92,442,1.875,168.2,0.246,0.121,0.137,0.105,0.141,0.145,0.105
483,348.00,580.15,386,1.923,168.7,0.153,0.160,0.122,0.163,0.097,0.194,0.111
484,302.00,578.43,367,1.923,169.0,0.154,0.133,0.149,0.095,0.154,0.166,0.149
485,263.00,575.68,343,1.799,169.1,0.355,0.065,0.145,0.129,0.113,0.145,0.048
486,300.00,574.11,247,1.917,169.6,0.156,0.156,0.116,0.202,0.107,0.144,0.119
487,388.00,572.38,308,1.917,170.2,0.164,0.167,0.178,0.162,0.090,0.167,0.072
488,561.00,574.36,498,1.914,170.5,0.163,0.117,0.189,0.097,0.148,0.153,0.133
489,552.00,574.51,498,1.930,171.1,0.137,0.106,0.176,0.139,0.125,0.176,0.141
490,555.00,575.64,561,1.907,171.6,0.192,0.129,0.140,0.161,0.087,0.175,0.115
491,1261.00,583.85,951,1.816,171.7,0.195,0.134,0.220,0.024,0.122,0.159,0.146
492,335.00,575.16,253,1.863,171.9,0.208,0.208,0.113,0.066,0.160,0.189,0.057
493,1005.00,579.22,789,1.882,172.1,0.169,0.132,0.213,0.074,0.132,0.191,0.088
494,520.00,578.83,530,1.887,172.3,0.156,0.205,0.123,0.115,0.139,0.148,0.115
495,216.00,572.71,197,1.909,173.2,0.130,0.116,0.160,0.188,0.120,0.160,0.127
496,300.00,569.78,380,1.879,173.4,0.105,0.173,0.089,0.084,0.257,0.194,0.099
497,63.00,564.44,143,1.912,173.7,0.261,0.092,0.099,0.113,0.162,0.155,0.120
498,562.00,563.97,474,1.824,174.0,0.190,0.056,0.246,0.159,0.067,0.103,0.179
499,560.00,565.13,532,1.871,174.5,0.183,0.046,0.183,0.249,0.057,0.092,0.189
500,634.00,566.33,590,1.725,174.7,0.323,0.062,0.000,0.015,0.308,0.154,0.138
501,1835.00,577.78,810,1.841,174.8,0.289,0.053,0.158,0.092,0.105,0.118,0.184
502,528.00,574.60,439,1.862,175.1,0.234,0.086,0.160,0.189,0.040,0.114,0.177
503,563.00,578.57,480,1.903,175.4,0.118,0.095,0.154,0.166,0.089,0.183,0.195
504,1019.00,586.73,879,1.889,175.6,0.220,0.088,0.088,0.094,0.214,0.164,0.132
505,1354.00,596.73,1069,1.575,175.8,0.406,0.043,0.029,0.000,0.232,0.174,0.116
506,484.00,599.31,343,1.883,176.1,0.236,0.159,0.096,0.076,0.064,0.191,0.178
507,846.00,604.96,878,1.788,176.3,0.250,0.174,0.111,0.125,0.076,0.097,0.167
508,960.00,607.25,940,0.613,176.4,0.766,0.064,0.085,0.000,0.043,0.021,0.021
509,252.00,600.93,0,0.330,176.5,0.959,0.000,0.000,0.000,0.020,0.000,0.020
510,716.00,602.42,643,1.821,176.8,0.225,0.113,0.152,0.172,0.020,0.093,0.225
511,604.00,605.56,503,1.875,177.4,0.154,0.087,0.192,0.224,0.049,0.110,0.183
512,922.00,604.57,877,1.891,177.8,0.215,0.134,0.142,0.184,0.077,0.138,0.111
513,830.00,608.20,811,1.905,178.1,0.213,0.168,0.181,0.103,0.148,0.071,0.116
514,734.00,609.83,772,1.896,178.5,0.121,0.154,0.212,0.138,0.096,0.092,0.188
515,283.00,603.22,323,1.890,179.0,0.156,0.147,0.279,0.150,0.052,0.089,0.126
516,767.00,602.87,645,1.883,179.5,0.117,0.184,0.223,0.150,0.072,0.072,0.181
517,562.00,601.56,380,1.896,179.7,0.195,0.136,0.161,0.025,0.136,0.119,0.229
518,418.00,602.51,498,1.891,179.8,0.171,0.143,0.076,0.057,0.210,0.171,0.171
519,424.00,595.44,458,1.908,180.4,0.122,0.119,0.151,0.169,0.101,0.122,0.217
520,451.00,598.70,451,1.852,180.5,0.182,0.091,0.076,0.121,0.212,0.076,0.242
521,669.00,598.69,665,1.894,181.4,0.143,0.125,0.123,0.198,0.075,0.132,0.204
522,894.00,603.07,828,1.790,182.0,0.132,0.253,0.118,0.126,0.132,0.132,0.107
523,645.00,602.77,609,1.809,182.2,0.133,0.293,0.100,0.067,0.113,0.087,0.207
524,551.00,602.38,575,1.829,182.5,0.103,0.279,0.152,0.024,0.170,0.127,0.145
525,884.00,607.51,521,1.899,183.4,0.145,0.170,0.182,0.099,0.097,0.107,0.200
526,699.00,608.84,585,1.841,183.8,0.149,0.186,0.156,0.071,0.095,0.163,0.180
527,1713.00,620.04,1350,1.545,184.0,0.233,0.052,0.121,0.000,0.052,0.371,0.172
528,520.00,617.17,517,1.828,184.4,0.131,0.123,0.216,0.045,0.082,0.198,0.205
529,1338.00,623.69,933,1.692,184.7,0.232,0.085,0.098,0.018,0.128,0.323,0.116
530,696.00,621.68,616,1.816,185.0,0.171,0.069,0.125,0.014,0.130,0.310,0.181
531,970.00,622.91,947,1.759,185.3,0.155,0.070,0.155,0.011,0.214,0.187,0.209
532,602.00,624.84,531,1.483,185.5,0.190,0.038,0.019,0.000,0.429,0.190,0.133
533,1075.00,631.50,1040,1.740,185.7,0.171,0.061,0.072,0.022,0.265,0.249,0.160
534,933.00,633.68,627,1.558,185.9,0.175,0.026,0.088,0.018,0.412,0.184,0.096
535,781.00,638.31,621,1.465,186.0,0.096,0.014,0.068,0.000,0.562,0.205,0.055
536,1269.00,647.32,1160,1.807,186.3,0.143,0.143,0.063,0.051,0.206,0.263,0.131
537,564.00,641.59,490,1.891,186.7,0.114,0.133,0.151,0.059,0.196,0.173,0.173
538,339.00,637.44,330,1.884,187.2,0.143,0.157,0.108,0.073,0.129,0.178,0.213
539,449.00,635.39,427,1.870,187.7,0.064,0.172,0.137,0.032,0.226,0.197,0.172
540,767.00,637.16,510,1.850,188.1,0.104,0.141,0.197,0.089,0.119,0.197,0.152
541,600.00,640.06,635,1.852,188.5,0.088,0.136,0.153,0.020,0.194,0.211,0.197
542,735.00,641.67,649,1.869,189.0,0.137,0.162,0.251,0.027,0.134,0.179,0.110
543,702.00,639.97,348,1.744,189.1,0.217,0.120,0.096,0.000,0.241,0.265,0.060
544,297.00,639.47,290,1.878,189.4,0.115,0.225,0.137,0.055,0.154,0.198,0.115
545,162.00,636.05,169,1.874,189.6,0.115,0.183,0.240,0.048,0.106,0.192,0.115
546,569.00,637.84,548,1.880,189.8,0.130,0.228,0.120,0.043,0.163,0.217,0.098
547,878.00,639.59,844,1.856,190.4,0.180,0.144,0.242,0.120,0.087,0.089,0.138
548,543.00,638.21,206,1.763,190.8,0.217,0.057,0.313,0.070,0.183,0.152,0.009
549,477.00,641.61,321,1.848,191.5,0.198,0.056,0.315,0.155,0.095,0.133,0.048
550,386.00,636.88,361,1.803,191.9,0.154,0.112,0.299,0.084,0.126,0.173,0.051
551,583.00,637.90,446,1.875,192.6,0.206,0.065,0.273,0.117,0.102,0.173,0.065
552,699.00,641.59,654,1.751,193.1,0.111,0.073,0.306,0.121,0.143,0.162,0.083
553,280.00,640.05,320,1.815,193.7,0.070,0.045,0.363,0.042,0.179,0.142,0.159
554,191.00,635.94,271,1.635,194.0,0.081,0.072,0.204,0.068,0.317,0.086,0.172
555,796.00,630.51,681,1.360,194.2,0.014,0.042,0.296,0.028,0.521,0.014,0.085
556,771.00,633.75,771,1.384,194.3,0.037,0.024,0.402,0.012,0.317,0.024,0.183
557,540.00,632.36,482,1.539,194.5,0.056,0.056,0.350,0.042,0.301,0.035,0.161
558,138.00,623.62,207,1.401,194.7,0.013,0.026,0.342,0.039,0.382,0.000,0.197
559,460.00,623.78,218,1.651,194.9,0.045,0.057,0.217,0.076,0.459,0.051,0.096
560,255.00,623.96,169,1.653,195.1,0.036,0.054,0.135,0.081,0.468,0.027,0.198
561,318.00,618.97,398,1.759,195.3,0.084,0.039,0.299,0.123,0.260,0.032,0.162
562,1047.00,626.38,783,1.766,195.6,0.071,0.066,0.301,0.071,0.273,0.044,0.175
563,397.00,627.24,370,1.816,196.0,0.105,0.070,0.215,0.105,0.242,0.062,0.199
564,349.00,626.50,323,1.857,196.4,0.075,0.078,0.235,0.117,0.231,0.082,0.181
565,1921.00,641.98,1580,1.827,196.7,0.088,0.247,0.214,0.077,0.159,0.110,0.104
