episode,reward,avg100_reward,deposited,dropoffs_built,bank_margin,win_flag,mean_entropy,elapsed_sec,opponent,current_lr,stay,north,east,south,west,random,home,prospect,dropoff
865,16373.88,22034.62,16359,0,7191,1,0.756,33104.5,rl_v4,1.77e-04,0.317,0.009,0.115,0.069,0.078,0.021,0.000,0.390,0.000
866,22942.00,22122.69,23243,0,11710,1,0.741,33133.4,rl_v4,1.77e-04,0.370,0.011,0.123,0.050,0.085,0.021,0.000,0.339,0.000
867,21841.50,22154.82,22472,0,10094,1,0.710,33162.5,rl_v4,1.77e-04,0.375,0.005,0.147,0.055,0.088,0.019,0.000,0.311,0.000
868,36838.00,22315.46,37913,0,22667,1,0.778,33197.9,rl_v4,1.77e-04,0.313,0.004,0.180,0.038,0.188,0.018,0.000,0.259,0.000
869,-959.84,21977.25,1071,0,697,1,0.184,33219.2,rl_v4,1.77e-04,0.856,0.000,0.003,0.001,0.001,0.002,0.000,0.137,0.000
870,29396.50,22048.14,29795,1,10848,1,0.779,33253.3,rl_v4,1.77e-04,0.315,0.006,0.145,0.047,0.092,0.012,0.000,0.382,0.000
871,22840.48,21987.74,23398,0,8096,1,0.680,33285.8,rl_v4,1.77e-04,0.319,0.004,0.100,0.070,0.058,0.010,0.000,0.439,0.000
872,20874.00,21871.49,21528,0,8975,1,0.622,33313.7,rl_v4,1.77e-04,0.395,0.006,0.079,0.037,0.049,0.021,0.000,0.413,0.000
873,28883.00,21893.13,29484,0,16827,1,0.673,33345.4,rl_v4,1.77e-04,0.340,0.006,0.097,0.059,0.083,0.010,0.000,0.405,0.000
874,13276.87,21729.24,13371,0,7038,1,0.715,33367.9,rl_v4,1.77e-04,0.361,0.006,0.099,0.043,0.041,0.019,0.000,0.430,0.000
875,25352.50,21810.76,25741,0,13264,1,0.664,33401.5,rl_v4,1.77e-04,0.272,0.006,0.130,0.036,0.085,0.007,0.000,0.464,0.000
876,23286.00,21816.52,23806,0,10523,1,0.624,33429.5,rl_v4,1.77e-04,0.365,0.007,0.081,0.042,0.062,0.015,0.000,0.427,0.000
877,32859.00,21763.21,33408,0,19094,1,0.753,33464.2,rl_v4,1.77e-04,0.324,0.007,0.119,0.051,0.110,0.011,0.000,0.379,0.000
878,26365.50,21817.59,26794,0,12648,1,0.717,33495.4,rl_v4,1.77e-04,0.298,0.006,0.136,0.045,0.068,0.012,0.000,0.435,0.000
879,20134.46,21804.07,20490,0,7899,1,0.596,33522.9,rl_v4,1.77e-04,0.332,0.003,0.074,0.038,0.040,0.015,0.000,0.498,0.000
880,13232.30,21681.74,13880,0,3404,1,0.648,33550.6,rl_v4,1.77e-04,0.349,0.014,0.098,0.020,0.039,0.023,0.000,0.457,0.000
881,10526.31,21620.74,10761,0,5238,1,0.617,33572.5,rl_v4,1.77e-04,0.391,0.001,0.051,0.057,0.038,0.022,0.000,0.440,0.000
882,14659.86,21617.30,14955,0,5978,1,0.601,33595.0,rl_v4,1.77e-04,0.404,0.010,0.053,0.042,0.021,0.026,0.000,0.444,0.000
883,23466.50,21628.48,23999,0,12036,1,0.609,33625.3,rl_v4,1.77e-04,0.332,0.014,0.131,0.034,0.038,0.012,0.000,0.439,0.000
884,23683.50,21596.99,23966,0,11354,1,0.686,33656.2,rl_v4,1.77e-04,0.297,0.012,0.121,0.040,0.062,0.013,0.000,0.455,0.000
885,25072.50,21629.07,26339,0,15160,1,0.700,33689.3,rl_v4,1.77e-04,0.334,0.007,0.140,0.040,0.036,0.041,0.001,0.400,0.000
886,25610.50,21787.08,26178,0,14063,1,0.650,33716.3,rl_v4,1.77e-04,0.406,0.010,0.116,0.022,0.033,0.023,0.000,0.389,0.000
887,26648.00,21831.39,27288,0,14489,1,0.763,33746.7,rl_v4,1.77e-04,0.342,0.007,0.149,0.034,0.095,0.017,0.000,0.355,0.000
888,26491.50,22026.99,27134,0,15839,1,0.724,33779.6,rl_v4,1.77e-04,0.307,0.004,0.174,0.030,0.070,0.016,0.000,0.399,0.000
889,21827.99,22029.72,22305,0,7912,1,0.648,33808.7,rl_v4,1.77e-04,0.369,0.008,0.097,0.042,0.030,0.015,0.000,0.440,0.000
890,32593.50,22131.95,33548,0,19447,1,0.894,33846.9,rl_v4,1.77e-04,0.252,0.007,0.254,0.028,0.128,0.020,0.000,0.310,0.000
891,28896.00,22249.00,29471,0,17290,1,0.843,33879.3,rl_v4,1.77e-04,0.310,0.009,0.202,0.032,0.114,0.018,0.000,0.316,0.000
892,22878.00,22268.82,23281,0,11664,1,0.761,33908.9,rl_v4,1.77e-04,0.346,0.011,0.136,0.038,0.073,0.021,0.000,0.375,0.000
893,26127.50,22367.43,26612,0,12361,1,0.849,33942.1,rl_v4,1.77e-04,0.307,0.011,0.180,0.033,0.093,0.017,0.001,0.358,0.000
894,26496.50,22508.25,26990,0,13201,1,0.877,33971.9,rl_v4,1.77e-04,0.325,0.016,0.170,0.041,0.100,0.021,0.000,0.326,0.000
895,19634.44,22534.24,19867,0,5127,1,0.788,34002.0,rl_v4,1.77e-04,0.320,0.008,0.127,0.041,0.050,0.016,0.000,0.438,0.000
896,13188.31,22358.52,13651,0,5522,1,0.633,34025.6,rl_v4,1.77e-04,0.389,0.012,0.077,0.031,0.029,0.023,0.000,0.439,0.000
897,19962.47,22452.25,20519,0,9306,1,0.818,34054.0,rl_v4,1.77e-04,0.275,0.016,0.170,0.056,0.059,0.017,0.000,0.408,0.000
898,22220.99,22401.78,22795,0,6400,1,0.848,34083.9,rl_v4,1.77e-04,0.259,0.009,0.209,0.041,0.075,0.016,0.000,0.391,0.000
899,19490.49,22290.89,20133,0,8334,1,0.819,34114.6,rl_v4,1.77e-04,0.280,0.015,0.197,0.051,0.044,0.041,0.003,0.369,0.000
900,29943.00,22357.15,30665,0,15000,1,0.884,34147.5,rl_v4,1.72e-04,0.301,0.016,0.240,0.050,0.131,0.016,0.000,0.247,0.000
901,28444.00,22405.38,29196,0,15440,1,0.891,34179.0,rl_v4,1.72e-04,0.314,0.020,0.216,0.051,0.109,0.019,0.000,0.271,0.000
902,23387.50,22444.08,23679,0,11842,1,0.782,34207.5,rl_v4,1.72e-04,0.339,0.010,0.146,0.062,0.064,0.012,0.002,0.365,0.000
903,27448.50,22540.10,28041,0,15534,1,0.781,34237.0,rl_v4,1.72e-04,0.350,0.011,0.140,0.061,0.059,0.023,0.000,0.356,0.000
904,23285.50,22621.31,23834,0,10247,1,0.756,34265.6,rl_v4,1.72e-04,0.357,0.007,0.125,0.057,0.055,0.019,0.000,0.380,0.000
905,16075.32,22522.29,16169,1,-2440,-1,0.844,34296.7,rl_v4,1.72e-04,0.311,0.009,0.146,0.040,0.038,0.026,0.002,0.428,0.000
906,28589.00,22684.30,27956,1,12794,1,0.760,34325.8,rl_v4,1.72e-04,0.390,0.015,0.148,0.062,0.051,0.017,0.005,0.313,0.000
907,24785.50,22659.03,25393,0,11775,1,0.876,34356.6,rl_v4,1.72e-04,0.350,0.019,0.177,0.055,0.095,0.025,0.007,0.273,0.000
908,13270.00,22492.97,13506,0,4414,1,0.694,34381.9,rl_v4,1.72e-04,0.383,0.019,0.093,0.048,0.039,0.024,0.001,0.394,0.000
909,32211.50,22570.60,31925,2,13827,1,0.805,34416.2,rl_v4,1.72e-04,0.356,0.023,0.167,0.047,0.098,0.014,0.021,0.274,0.000
910,22286.50,22643.33,22904,0,11527,1,0.928,34448.8,rl_v4,1.72e-04,0.291,0.021,0.192,0.042,0.179,0.012,0.021,0.243,0.000
911,32035.50,22851.92,32675,1,15121,1,0.825,34482.4,rl_v4,1.72e-04,0.341,0.011,0.208,0.060,0.131,0.014,0.020,0.215,0.000
912,53.93,22592.03,1552,0,638,1,0.710,34501.8,rl_v4,1.72e-04,0.400,0.024,0.168,0.045,0.018,0.046,0.005,0.294,0.000
913,18320.48,22547.39,18647,0,9955,1,0.689,34525.2,rl_v4,1.72e-04,0.385,0.009,0.136,0.053,0.034,0.012,0.023,0.348,0.000
914,28184.50,22607.59,28856,0,17525,1,0.893,34560.6,rl_v4,1.72e-04,0.342,0.014,0.208,0.055,0.119,0.018,0.041,0.204,0.000
915,34865.00,22685.64,34768,1,18483,1,0.862,34592.1,rl_v4,1.72e-04,0.373,0.015,0.173,0.059,0.102,0.023,0.025,0.230,0.000
916,21777.99,22669.16,22609,0,9859,1,0.752,34627.1,rl_v4,1.72e-04,0.404,0.011,0.109,0.048,0.066,0.015,0.033,0.314,0.000
917,33243.00,22778.18,33306,1,16245,1,0.722,34667.4,rl_v4,1.72e-04,0.416,0.015,0.149,0.045,0.051,0.016,0.032,0.276,0.000
918,26823.00,22942.46,27775,0,15035,1,0.868,34704.2,rl_v4,1.72e-04,0.349,0.019,0.201,0.059,0.102,0.020,0.025,0.224,0.000
919,29174.50,23051.98,29597,0,17605,1,0.831,34743.1,rl_v4,1.72e-04,0.360,0.021,0.190,0.073,0.101,0.013,0.026,0.217,0.000
920,30826.50,23123.56,31960,0,20601,1,0.795,34779.6,rl_v4,1.72e-04,0.354,0.012,0.209,0.050,0.109,0.013,0.018,0.236,0.000
921,22897.50,23154.85,23297,0,11497,1,0.769,34810.8,rl_v4,1.72e-04,0.320,0.015,0.154,0.086,0.045,0.008,0.020,0.351,0.000
922,19676.49,23034.37,19969,0,8465,1,0.753,34838.9,rl_v4,1.72e-04,0.351,0.014,0.132,0.074,0.068,0.011,0.020,0.330,0.000
923,27220.00,23123.02,27651,0,15129,1,0.876,34876.2,rl_v4,1.72e-04,0.275,0.017,0.225,0.072,0.122,0.015,0.014,0.260,0.000
924,17995.35,22972.92,18371,0,6879,1,0.656,34914.3,rl_v4,1.72e-04,0.336,0.005,0.136,0.074,0.046,0.006,0.011,0.387,0.000
925,31575.50,22964.91,32238,0,20598,1,0.862,34956.0,rl_v4,1.72e-04,0.295,0.011,0.273,0.065,0.113,0.017,0.029,0.198,0.000
926,24278.50,22896.11,25084,0,12018,1,0.825,34997.1,rl_v4,1.72e-04,0.283,0.013,0.211,0.062,0.080,0.013,0.020,0.318,0.000
927,23191.49,22931.71,23277,0,8077,1,0.831,35037.8,rl_v4,1.72e-04,0.254,0.013,0.187,0.083,0.079,0.005,0.010,0.370,0.000
928,24881.00,22986.85,25224,0,13992,1,0.903,35079.0,rl_v4,1.72e-04,0.308,0.020,0.181,0.093,0.082,0.012,0.022,0.283,0.000
929,35389.50,22968.15,34941,2,12012,1,0.903,35119.8,rl_v4,1.72e-04,0.266,0.019,0.244,0.065,0.161,0.011,0.022,0.212,0.000
930,19271.49,23029.42,19660,0,6471,1,0.794,35151.3,rl_v4,1.72e-04,0.355,0.020,0.148,0.062,0.064,0.011,0.024,0.315,0.000
931,19200.49,22855.77,19405,0,10803,1,0.865,35181.6,rl_v4,1.72e-04,0.319,0.017,0.177,0.066,0.087,0.010,0.016,0.308,0.000
932,7466.14,22659.57,8218,0,2758,1,0.591,35212.8,rl_v4,1.72e-04,0.484,0.014,0.094,0.041,0.028,0.013,0.006,0.319,0.000
933,14940.39,22579.16,15590,0,4296,1,0.642,35245.0,rl_v4,1.72e-04,0.427,0.018,0.106,0.047,0.038,0.013,0.021,0.330,0.000
934,23205.49,22471.04,23831,0,11863,1,0.914,35285.5,rl_v4,1.72e-04,0.210,0.014,0.294,0.073,0.121,0.015,0.016,0.259,0.000
935,27926.00,22567.10,27763,1,11471,1,0.906,35326.2,rl_v4,1.72e-04,0.251,0.013,0.255,0.085,0.128,0.015,0.020,0.232,0.000
936,19139.49,22490.14,19748,0,9669,1,0.819,35355.1,rl_v4,1.72e-04,0.271,0.012,0.184,0.067,0.074,0.024,0.036,0.332,0.000
937,23625.00,22600.80,24229,0,12537,1,0.781,35387.9,rl_v4,1.72e-04,0.270,0.010,0.224,0.066,0.066,0.014,0.016,0.335,0.000
938,24951.00,22532.98,25220,0,13448,1,0.839,35430.8,rl_v4,1.72e-04,0.267,0.010,0.227,0.072,0.085,0.016,0.019,0.303,0.000
939,14184.78,22538.95,14077,0,7277,1,0.761,35458.6,rl_v4,1.72e-04,0.249,0.011,0.160,0.075,0.051,0.012,0.010,0.432,0.000
940,13144.13,22455.89,12973,0,6553,1,0.759,35486.2,rl_v4,1.72e-04,0.272,0.007,0.171,0.053,0.036,0.013,0.012,0.437,0.000
941,20876.50,22455.65,21195,0,9093,1,0.790,35518.6,rl_v4,1.72e-04,0.260,0.010,0.222,0.069,0.060,0.016,0.013,0.349,0.000
942,11299.55,22310.71,11687,0,994,1,0.695,35544.2,rl_v4,1.72e-04,0.167,0.003,0.170,0.044,0.041,0.012,0.005,0.558,0.000
943,7634.11,22225.94,7464,0,2067,1,0.918,35568.2,rl_v4,1.72e-04,0.192,0.012,0.193,0.060,0.042,0.030,0.023,0.449,0.000
944,9731.35,22025.95,9617,0,4026,1,0.755,35594.2,rl_v4,1.72e-04,0.227,0.013,0.144,0.035,0.042,0.019,0.012,0.508,0.000
945,13668.51,21927.54,13482,0,6106,1,0.839,35623.4,rl_v4,1.72e-04,0.211,0.009,0.202,0.062,0.064,0.022,0.020,0.409,0.000
946,13103.96,21839.87,12904,0,6960,1,0.866,35646.8,rl_v4,1.72e-04,0.201,0.013,0.227,0.063,0.051,0.023,0.013,0.408,0.000
947,15982.23,21831.25,15964,0,5973,1,0.818,35673.1,rl_v4,1.72e-04,0.195,0.008,0.238,0.061,0.055,0.022,0.018,0.402,0.000
948,17621.96,21772.10,17925,0,5699,1,0.724,35702.2,rl_v4,1.72e-04,0.219,0.005,0.188,0.072,0.039,0.013,0.017,0.448,0.000
949,8549.75,21647.68,8528,0,3082,1,0.789,35723.5,rl_v4,1.72e-04,0.155,0.010,0.241,0.052,0.053,0.012,0.013,0.464,0.000
950,16534.57,21545.36,16750,0,6293,1,0.735,35750.7,rl_v4,1.72e-04,0.247,0.006,0.216,0.047,0.042,0.012,0.023,0.407,0.000
951,20536.49,21524.79,20721,0,8421,1,0.809,35781.4,rl_v4,1.72e-04,0.204,0.008,0.310,0.060,0.053,0.020,0.033,0.310,0.000
952,10126.75,21408.81,9861,0,5255,1,0.838,35802.6,rl_v4,1.72e-04,0.213,0.011,0.222,0.048,0.050,0.022,0.022,0.413,0.000
953,11299.60,21313.40,11130,0,6186,1,0.900,35824.4,rl_v4,1.72e-04,0.189,0.018,0.260,0.071,0.074,0.034,0.020,0.334,0.000
954,14406.70,21374.85,14384,0,7812,1,0.829,35847.8,rl_v4,1.72e-04,0.245,0.016,0.196,0.071,0.052,0.022,0.018,0.379,0.000
955,11892.46,21251.83,11816,0,4971,1,0.801,35871.2,rl_v4,1.72e-04,0.206,0.007,0.256,0.051,0.064,0.028,0.017,0.371,0.000
956,9707.91,21119.39,9569,0,4032,1,0.784,35892.7,rl_v4,1.72e-04,0.182,0.014,0.224,0.044,0.055,0.026,0.013,0.442,0.000
957,17448.83,21112.51,17673,0,6691,1,0.799,35923.0,rl_v4,1.72e-04,0.178,0.005,0.281,0.060,0.085,0.019,0.021,0.350,0.000
958,18455.35,21170.86,19133,0,1673,1,0.745,35953.9,rl_v4,1.72e-04,0.122,0.004,0.386,0.041,0.063,0.019,0.019,0.347,0.000
959,19175.99,21147.52,19458,0,8228,1,0.822,35982.4,rl_v4,1.72e-04,0.243,0.018,0.222,0.071,0.067,0.026,0.021,0.332,0.000
960,11783.52,21032.89,11797,0,5949,1,0.812,36005.3,rl_v4,1.72e-04,0.208,0.004,0.243,0.042,0.064,0.025,0.007,0.408,0.000
961,21802.47,21003.57,22089,0,6492,1,0.892,36040.0,rl_v4,1.72e-04,0.187,0.004,0.338,0.057,0.122,0.028,0.010,0.254,0.000
962,19136.38,20980.71,19493,0,3753,1,0.737,36072.3,rl_v4,1.72e-04,0.195,0.007,0.227,0.039,0.064,0.017,0.012,0.439,0.000
963,11031.17,20837.42,10968,0,3753,1,0.777,36094.9,rl_v4,1.72e-04,0.221,0.016,0.172,0.045,0.073,0.027,0.007,0.439,0.000
964,22281.50,20962.89,22584,0,10685,1,0.890,36126.0,rl_v4,1.72e-04,0.209,0.009,0.297,0.058,0.123,0.028,0.011,0.264,0.000
965,15352.84,20952.68,15387,0,7816,1,0.869,36149.8,rl_v4,1.72e-04,0.195,0.025,0.230,0.058,0.069,0.037,0.010,0.377,0.000
966,17177.86,20895.04,17317,0,4993,1,0.818,36178.4,rl_v4,1.72e-04,0.185,0.016,0.226,0.070,0.073,0.027,0.011,0.393,0.000
967,19140.49,20868.03,19166,0,9052,1,0.897,36204.1,rl_v4,1.72e-04,0.218,0.011,0.213,0.063,0.083,0.042,0.011,0.358,0.000
968,13882.57,20638.47,13770,0,5309,1,0.958,36225.3,rl_v4,1.72e-04,0.214,0.019,0.197,0.069,0.070,0.042,0.012,0.378,0.000
969,6692.33,20715.00,6566,0,2711,1,0.838,36244.6,rl_v4,1.72e-04,0.219,0.025,0.146,0.056,0.056,0.040,0.008,0.450,0.000
970,15671.91,20577.75,15838,0,7818,1,0.852,36279.3,rl_v4,1.72e-04,0.191,0.021,0.231,0.074,0.083,0.024,0.013,0.363,0.000
971,14585.97,20495.21,14642,0,5968,1,0.867,36307.2,rl_v4,1.72e-04,0.224,0.009,0.195,0.084,0.111,0.028,0.013,0.336,0.000
972,17205.23,20458.52,17315,0,8012,1,0.798,36341.5,rl_v4,1.72e-04,0.221,0.014,0.234,0.062,0.064,0.028,0.010,0.367,0.000
973,15412.87,20323.82,15504,0,5034,1,0.847,36369.4,rl_v4,1.72e-04,0.239,0.026,0.178,0.056,0.065,0.027,0.017,0.391,0.000
974,17233.47,20363.38,17448,0,8300,1,0.781,36396.5,rl_v4,1.72e-04,0.262,0.009,0.199,0.060,0.063,0.025,0.025,0.357,0.000
975,11103.56,20220.89,11128,0,1750,1,0.784,36422.2,rl_v4,1.72e-04,0.209,0.016,0.163,0.064,0.077,0.025,0.004,0.441,0.000
976,16937.36,20157.41,17008,0,7939,1,0.800,36449.3,rl_v4,1.72e-04,0.237,0.024,0.210,0.071,0.065,0.027,0.012,0.355,0.000
977,13268.73,19961.50,13203,0,5794,1,0.877,36474.0,rl_v4,1.72e-04,0.219,0.035,0.192,0.057,0.077,0.027,0.006,0.386,0.000
978,22729.87,19925.15,23101,0,6145,1,0.844,36506.1,rl_v4,1.72e-04,0.150,0.006,0.293,0.060,0.092,0.029,0.020,0.350,0.000
979,10789.11,19831.69,10672,0,5110,1,0.784,36527.8,rl_v4,1.72e-04,0.216,0.012,0.161,0.094,0.035,0.023,0.006,0.453,0.000
980,22001.48,19919.39,22079,0,10943,1,0.806,36559.0,rl_v4,1.72e-04,0.174,0.014,0.276,0.074,0.074,0.026,0.008,0.354,0.000
981,15341.23,19967.53,15392,0,4967,1,0.786,36586.5,rl_v4,1.72e-04,0.205,0.019,0.194,0.061,0.069,0.026,0.007,0.419,0.000
982,10205.67,19922.99,10260,0,2832,1,0.743,36609.6,rl_v4,1.72e-04,0.127,0.008,0.303,0.063,0.055,0.025,0.012,0.407,0.000
983,8264.14,19770.97,8093,0,4884,1,0.816,36636.2,rl_v4,1.72e-04,0.170,0.016,0.223,0.050,0.046,0.033,0.006,0.455,0.000
984,12382.83,19657.96,12250,0,5705,1,0.791,36666.0,rl_v4,1.72e-04,0.187,0.018,0.235,0.051,0.091,0.031,0.005,0.382,0.000
985,16889.81,19576.14,17129,0,5162,1,0.734,36706.3,rl_v4,1.72e-04,0.258,0.011,0.197,0.066,0.057,0.028,0.010,0.374,0.000
986,14215.34,19462.18,14269,0,5759,1,0.764,36733.0,rl_v4,1.72e-04,0.280,0.015,0.160,0.062,0.050,0.033,0.010,0.389,0.000
987,12442.07,19320.12,12260,0,7134,1,0.872,36755.4,rl_v4,1.72e-04,0.244,0.025,0.157,0.082,0.067,0.045,0.010,0.370,0.000
988,23437.50,19289.58,23598,0,11305,1,0.875,36792.3,rl_v4,1.72e-04,0.195,0.016,0.287,0.078,0.098,0.045,0.005,0.276,0.000
989,10649.66,19177.80,10585,0,4817,1,0.852,36817.3,rl_v4,1.72e-04,0.219,0.017,0.200,0.080,0.078,0.035,0.011,0.361,0.000
990,23823.50,19090.10,24391,0,8340,1,0.891,36857.8,rl_v4,1.72e-04,0.142,0.009,0.418,0.050,0.117,0.058,0.007,0.198,0.000
991,15686.52,18958.01,15113,1,2474,1,0.906,36885.0,rl_v4,1.72e-04,0.261,0.031,0.162,0.077,0.069,0.047,0.009,0.344,0.000
992,30860.50,19037.83,29585,2,10404,1,0.829,36923.0,rl_v4,1.72e-04,0.244,0.011,0.265,0.069,0.107,0.039,0.012,0.252,0.000
993,19518.44,18971.74,19663,1,5674,1,0.849,36953.8,rl_v4,1.72e-04,0.255,0.018,0.186,0.052,0.104,0.036,0.018,0.330,0.000
994,21302.49,18919.80,21460,1,7982,1,0.835,36979.8,rl_v4,1.72e-04,0.309,0.025,0.162,0.053,0.118,0.035,0.012,0.286,0.000
995,19422.89,18917.69,19858,0,8273,1,0.869,37011.3,rl_v4,1.72e-04,0.202,0.012,0.248,0.065,0.072,0.033,0.036,0.333,0.000
996,16713.91,18952.94,16804,1,3518,1,0.612,37046.4,rl_v4,1.72e-04,0.473,0.011,0.080,0.046,0.046,0.036,0.012,0.297,0.000
997,23761.00,18990.93,23265,1,8807,1,0.884,37078.3,rl_v4,1.72e-04,0.236,0.026,0.240,0.059,0.117,0.036,0.011,0.275,0.000
998,22487.00,18993.59,23109,0,11272,1,0.727,37109.1,rl_v4,1.72e-04,0.309,0.018,0.209,0.058,0.057,0.037,0.012,0.300,0.000
999,13619.36,18934.88,13559,0,5694,1,0.875,37136.2,rl_v4,1.72e-04,0.241,0.027,0.186,0.087,0.066,0.038,0.011,0.344,0.000
1000,27106.00,18906.51,26651,1,12317,1,0.851,37169.2,rl_v4,1.67e-04,0.275,0.019,0.240,0.057,0.088,0.040,0.027,0.254,0.000
